"time";"gold_approx";"level";"alignment";"wood_cnt";"health";"pet_level";"p.gladiatorship";"p.taming";"p.alignment"
"1463857109.13862";"около 3 тысяч";"49";"нейтральный";"17";"292";"9";"0";"0";"0"
"1463860967.26467";"около 4 тысяч";"49";"нейтральный";"17";"292";"9";"0";"0";"0"
"1463904151.14226";"около 4 тысяч";"49";"нейтральный";"17";"292";"9";"0";"0";"0"
"1463947359.86418";"около тысячи";"49";"нейтральный";"19";"292";"9";"0";"0";"0"
"1463990552.49608";"около тысячи";"49";"нейтральный";"20";"292";"9";"0";"0";"0"
"1464033759.51031";"около 4 тысяч";"49";"нейтральный";"20";"292";"9";"0";"0";"0"
"1464076953.22223";"около тысячи";"49";"нейтральный";"21";"292";"10";"0";"0";"0"
"1464120152.49369";"около 2 тысяч";"49";"нейтральный";"22";"292";"10";"0";"0";"0"
"1464163350.86687";"около 5 тысяч";"49";"нейтральный";"24";"292";"10";"0";"0";"0"
"1464206557.3506";"около 6 тысяч";"49";"нейтральный";"24";"292";"10";"0";"0";"0"
"1464249750.95999";"около 2 тысяч";"49";"нейтральный";"24";"292";"10";"0";"0";"0"
"1464292963.73453";"около 2 тысяч";"49";"нейтральный";"24";"292";"10";"0";"0";"0"
