"time";"gold_approx";"level";"alignment";"wood_cnt";"health";"pet_level";"age";"monsters_killed";"deaths";"arena_score";"p.templehood";"p.gladiatorship";"p.mastery";"p.taming";"p.survival";"p.savings";"p.alignment"
"1463856777.51153";"около 4 тысяч";"49";"злобный";"9";"292";"20";"9 месяцев";"около 59 тысяч";"59";"3 / 7";"37077";"0";"18836";"7231";"12941";"18320";"1696"
"1463860636.70973";"около 5 тысяч";"49";"злобный";"9";"292";"20";"9 месяцев";"около 59 тысяч";"59";"3 / 7";"37077";"0";"18855";"7232";"12954";"18335";"1730"
"1463903821.31238";"около 2 тысяч";"49";"злобный";"9";"292";"20";"9 месяцев";"около 59 тысяч";"59";"3 / 7";"37077";"0";"18621";"7189";"12827";"18102";"1905"
"1463947029.21639";"около 5 тысяч";"49";"злобный";"10";"292";"20";"9 месяцев";"около 59 тысяч";"59";"3 / 7";"37077";"0";"18788";"7229";"12839";"18309";"1826"
"1463990221.21644";"около 3 тысяч";"49";"злобный";"10";"292";"20";"9 месяцев";"около 59 тысяч";"59";"3 / 7";"37077";"0";"18562";"7193";"12642";"18101";"2026"
"1464033428.45138";"около 6 тысяч";"49";"злобный";"11";"292";"20";"9 месяцев";"около 59 тысяч";"59";"3 / 7";"37077";"0";"18759";"7225";"12650";"18271";"1803"
"1464076622.85844";"около 5 тысяч";"49";"злобный";"11";"292";"20";"9 месяцев";"около 59 тысяч";"59";"3 / 7";"37077";"0";"18538";"7193";"12538";"18066";"1967"
"1464119821.70447";"около 5 тысяч";"49";"агрессивный";"11";"292";"20";"9 месяцев";"около 59 тысяч";"59";"3 / 7";"37077";"0";"18816";"7233";"12691";"18309";"2264"
"1464163020.83604";"около 5 тысяч";"49";"агрессивный";"11";"292";"20";"9 месяцев";"около 59 тысяч";"59";"3 / 7";"37077";"0";"18542";"7166";"12514";"18068";"2402"
"1464206226.4955";"около 5 тысяч";"49";"агрессивный";"11";"292";"20";"9 месяцев";"около 59 тысяч";"59";"3 / 7";"37077";"0";"18790";"7227";"12672";"18321";"2599"
"1464249420.66282";"около 6 десятков";"49";"агрессивный";"13";"292";"20";"9 месяцев";"около 60 тысяч";"60";"3 / 7";"37077";"0";"18519";"7154";"12489";"18061";"2744"
"1464292626.12696";"около 3 тысяч";"49";"агрессивный";"13";"292";"20";"9 месяцев";"около 60 тысяч";"60";"3 / 7";"37077";"0";"18674";"7198";"12993";"18235";"2647"
