"time";"gold_approx";"level";"alignment";"wood_cnt";"health";"pet_level";"p.gladiatorship";"p.taming";"p.alignment"
"1463856445.71522";"около 4 тысяч";"72";"нейтральный";"1005";"384";"2";"0";"0";"0"
"1463860305.3928";"около 4 тысяч";"72";"нейтральный";"1005";"384";"2";"0";"0";"0"
"1463903490.1884";"около 8 тысяч";"72";"нейтральный";"1006";"384";"2";"0";"0";"0"
"1463946697.89025";"около 3 тысяч";"72";"нейтральный";"1006";"384";"3";"0";"0";"0"
"1463989889.76045";"около 4 тысяч";"72";"нейтральный";"1007";"384";"3";"0";"0";"0"
"1464033096.56002";"около 3 тысяч";"72";"нейтральный";"1008";"384";"3";"0";"0";"0"
"1464076291.52049";"около 9 тысяч";"72";"нейтральный";"1008";"384";"3";"0";"0";"0"
"1464119490.20351";"около 3 тысяч";"72";"нейтральный";"1010";"384";"3";"0";"0";"0"
"1464162689.51911";"около 4 тысяч";"72";"нейтральный";"1010";"384";"4";"0";"0";"0"
"1464205895.1001";"ни одного";"72";"нейтральный";"1011";"384";"4";"0";"0";"0"
"1464249089.16313";"около 7 десятков";"72";"нейтральный";"1011";"384";"4";"0";"0";"0"
"1464292294.50845";"около 4 тысяч";"72";"нейтральный";"1012";"384";"4";"0";"0";"0"
