"time";"gold_approx";"level";"alignment";"wood_cnt";"health";"pet_level";"p.gladiatorship";"p.taming";"p.alignment"
"1463856466.5841";"около 2 сотен";"79";"нейтральный";"827";"412";"";"0";"0";"0"
"1463860326.20589";"около 2 сотен";"79";"нейтральный";"827";"412";"";"0";"0";"0"
"1463903510.98535";"около 2 сотен";"79";"нейтральный";"827";"412";"";"0";"0";"0"
"1463946718.72329";"около 2 сотен";"79";"нейтральный";"827";"412";"";"0";"0";"0"
"1463989910.572";"около 2 сотен";"79";"нейтральный";"827";"412";"";"0";"0";"0"
"1464033117.43847";"около 2 сотен";"79";"нейтральный";"827";"412";"";"0";"0";"0"
"1464076312.38269";"около 2 сотен";"79";"нейтральный";"827";"412";"";"0";"0";"0"
"1464119511.02053";"около 2 сотен";"79";"нейтральный";"827";"412";"";"0";"0";"0"
"1464162710.32997";"около 2 сотен";"79";"нейтральный";"827";"412";"";"0";"0";"0"
"1464205915.90773";"около 2 сотен";"79";"нейтральный";"827";"412";"";"0";"0";"0"
"1464249109.977";"около 2 сотен";"79";"нейтральный";"827";"412";"";"0";"0";"0"
"1464292315.37951";"около 2 сотен";"79";"нейтральный";"827";"412";"";"0";"0";"0"
