"time";"gold_approx";"level";"alignment";"wood_cnt";"health";"age";"monsters_killed";"deaths";"arena_score";"p.might";"p.templehood";"p.gladiatorship";"p.mastery";"p.taming";"p.survival";"p.savings";"p.alignment"
"1463854873.51461";"около 6 тысяч";"69";"добродушный";"1001";"372";"2 года 6 месяцев";"около 146 тысяч";"137";"35 / 15";"14432";"23092";"23416";"8675";"1012";"10856";"7108";"10662"
"1463858739.01563";"около 7 тысяч";"69";"добродушный";"1001";"372";"2 года 6 месяцев";"около 146 тысяч";"137";"35 / 15";"14432";"23092";"23416";"8682";"1012";"10865";"7105";"10738"
"1463901924.2409";"около 9 тысяч";"69";"добродушный";"1002";"372";"1";"2 года 6 месяцев";"около 146 тысяч";"137";"35 / 15";"14418";"23092";"23420";"8616";"1010";"10798";"7062";"11146"
"1463945126.11841";"около 4 тысяч";"69";"добродушный";"1003";"372";"1";"2 года 6 месяцев";"около 146 тысяч";"137";"35 / 15";"14410";"23092";"23422";"8692";"1016";"10870";"7081";"12964"
"1463988323.99506";"около 3 тысяч";"69";"добродушный";"1003";"372";"1";"2 года 6 месяцев";"около 146 тысяч";"137";"35 / 15";"14406";"23092";"23427";"8582";"1013";"10696";"7027";"12874"
"1464031526.97375";"около 5 тысяч";"69";"добродушный";"1003";"372";"2";"2 года 6 месяцев";"около 147 тысяч";"137";"35 / 15";"14402";"23092";"23433";"8654";"1016";"10765";"7075";"13421"
"1464074722.9742";"около 4 тысяч";"69";"добродушный";"1004";"372";"2";"2 года 6 месяцев";"около 147 тысяч";"137";"35 / 15";"14396";"23092";"23435";"8619";"1013";"10692";"7028";"12810"
"1464117923.96449";"около тысячи";"69";"добродушный";"1004";"372";"2";"2 года 6 месяцев";"около 147 тысяч";"137";"35 / 15";"14387";"23092";"23446";"8676";"1016";"10807";"7068";"13384"
"1464161124.05597";"около 2 тысяч";"69";"добродушный";"1005";"372";"3";"2 года 6 месяцев";"около 147 тысяч";"137";"35 / 15";"14384";"23092";"23453";"8585";"1007";"10624";"6998";"13266"
"1464204323.2125";"около 6 тысяч";"69";"добродушный";"1005";"372";"3";"2 года 6 месяцев";"около 147 тысяч";"137";"35 / 15";"14381";"23092";"23461";"8695";"1009";"10763";"7052";"13828"
"1464247522.66471";"около 17 сотен";"69";"добродушный";"1005";"372";"3";"2 года 6 месяцев";"около 147 тысяч";"137";"35 / 15";"14376";"23092";"23462";"8579";"987";"10564";"6989";"14160"
"1464290727.38523";"около тысячи";"69";"добродушный";"1005";"372";"3";"2 года 6 месяцев";"около 147 тысяч";"138";"35 / 15";"14372";"23092";"23466";"8678";"989";"10891";"7052";"14666"
