"time";"gold_approx";"level";"alignment";"wood_cnt";"health";"p.gladiatorship";"p.taming";"p.alignment"
"1463857792.93511";"около 3 тысяч";"48";"нейтральный";"2";"288";"0";"0";"0"
"1463861650.37059";"около 3 тысяч";"48";"нейтральный";"2";"288";"0";"0";"0"
"1463904837.32272";"около 3 тысяч";"48";"нейтральный";"2";"288";"0";"0";"0"
"1463948045.89973";"около 3 тысяч";"48";"нейтральный";"2";"288";"0";"0";"0"
"1463991234.33501";"около 3 тысяч";"49";"нейтральный";"5";"292";"2";"0";"0";"0"
