"time";"gold_approx";"level";"alignment";"wood_cnt";"health";"pet_level";"age";"monsters_killed";"deaths";"arena_score";"p.might";"p.templehood";"p.gladiatorship";"p.mastery";"p.taming";"p.survival";"p.savings";"p.alignment"
"1463855165.39437";"около 3 тысяч";"88";"нейтральный";"811";"448";"11";"6 лет 7 месяцев";"около 334 тысяч";"149";"93 / 39";"3372";"2106";"5279";"2264";"13195";"1165";"4879";"0"
"1463859030.39548";"около 3 тысяч";"88";"нейтральный";"811";"448";"11";"6 лет 7 месяцев";"около 334 тысяч";"149";"93 / 39";"3373";"2106";"5280";"2267";"13207";"1165";"4881";"0"
"1463902215.78245";"около 3 тысяч";"88";"нейтральный";"811";"448";"11";"6 лет 7 месяцев";"около 334 тысяч";"149";"93 / 39";"3374";"2106";"5282";"0";"0"
"1463945417.64424";"около 3 тысяч";"88";"нейтральный";"811";"448";"11";"6 лет 7 месяцев";"около 334 тысяч";"149";"93 / 39";"3374";"2106";"5283";"0";"0"
"1463988615.46729";"около 3 тысяч";"88";"нейтральный";"811";"448";"11";"6 лет 7 месяцев";"около 334 тысяч";"149";"93 / 39";"3378";"2106";"5285";"0";"0"
"1464031818.84339";"около 3 тысяч";"88";"нейтральный";"811";"448";"11";"6 лет 7 месяцев";"около 334 тысяч";"149";"93 / 39";"3379";"2106";"5285";"0";"0"
"1464075014.42772";"около 3 тысяч";"88";"нейтральный";"811";"448";"11";"6 лет 7 месяцев";"около 334 тысяч";"149";"93 / 39";"3380";"2106";"5286";"0";"0"
"1464118215.81513";"около 3 тысяч";"88";"нейтральный";"811";"448";"11";"6 лет 7 месяцев";"около 334 тысяч";"149";"93 / 39";"3381";"2106";"5288";"0";"0"
"1464161415.52047";"около 3 тысяч";"88";"нейтральный";"811";"448";"11";"6 лет 7 месяцев";"около 334 тысяч";"149";"93 / 39";"3383";"2106";"5288";"0";"0"
"1464204614.91467";"около 3 тысяч";"88";"нейтральный";"811";"448";"11";"6 лет 7 месяцев";"около 334 тысяч";"149";"93 / 39";"3385";"2106";"5293";"0";"0"
"1464247814.06183";"около 3 тысяч";"88";"нейтральный";"811";"448";"11";"6 лет 7 месяцев";"около 334 тысяч";"149";"93 / 39";"3387";"2106";"5294";"0";"0"
"1464291019.16841";"около 3 тысяч";"88";"нейтральный";"811";"448";"11";"6 лет 7 месяцев";"около 334 тысяч";"149";"93 / 39";"3388";"2106";"5292";"0";"0"
