"time";"gold_approx";"level";"alignment";"wood_cnt";"health";"pet_level";"p.gladiatorship";"p.taming";"p.alignment"
"1463856072.76694";"около 12 тысяч";"68";"добродушный";"815";"368";"42";"0";"0";"0"
"1463859936.75152";"около 4 тысяч";"69";"добродушный";"815";"372";"42";"0";"0";"0"
"1463903122.74995";"около 9 тысяч";"69";"добродушный";"815";"372";"42";"0";"0";"0"
"1463946329.69663";"около 5 тысяч";"69";"миролюбивый";"817";"372";"42";"0";"0";"0"
"1463989522.03901";"около 9 тысяч";"69";"миролюбивый";"818";"372";"42";"0";"0";"0"
"1464032726.79382";"около 6 тысяч";"69";"добродушный";"820";"372";"42";"0";"0";"0"
"1464075923.77984";"около 4 тысяч";"69";"добродушный";"823";"372";"42";"0";"0";"0"
"1464119122.40424";"около 11 тысяч";"69";"добродушный";"824";"372";"42";"0";"0";"0"
"1464162321.81143";"около 12 тысяч";"69";"добродушный";"824";"372";"42";"0";"0";"0"
"1464205526.14894";"около 4 тысяч";"69";"добродушный";"826";"372";"42";"0";"0";"0"
"1464248721.02045";"около 10 тысяч";"69";"добродушный";"827";"372";"42";"0";"0";"0"
"1464291926.23998";"около 22 тысяч";"69";"миролюбивый";"829";"372";"42";"0";"0";"0"
