"time";"gold_approx";"level";"alignment";"wood_cnt";"health";"pet_level";"age";"monsters_killed";"deaths";"arena_score";"p.might";"p.templehood";"p.gladiatorship";"p.taming";"p.alignment"
"1463857591.56253";"около 4 тысяч";"86";"нейтральный";"917";"440";"18";"5 лет 6 месяцев";"около 272 тысяч";"105";"108 / 15";"3993";"2850";"1342";"0";"0"
"1463861448.7367";"около 4 тысяч";"86";"нейтральный";"917";"440";"18";"5 лет 6 месяцев";"около 272 тысяч";"105";"108 / 15";"3993";"2850";"1342";"0";"0"
"1463904636.34598";"около 4 тысяч";"86";"нейтральный";"917";"440";"18";"5 лет 6 месяцев";"около 272 тысяч";"105";"108 / 15";"3994";"2850";"1342";"0";"0"
"1463947844.57577";"около 4 тысяч";"86";"нейтральный";"917";"440";"18";"5 лет 6 месяцев";"около 272 тысяч";"105";"108 / 15";"3995";"2850";"1342";"0";"0"
"1463991032.8983";"около 4 тысяч";"86";"нейтральный";"917";"440";"18";"5 лет 6 месяцев";"около 272 тысяч";"105";"108 / 15";"3995";"2850";"1342";"0";"0"
