"time";"gold_approx";"level";"alignment";"wood_cnt";"health";"pet_level";"p.gladiatorship";"p.taming";"p.alignment"
"1463857061.03283";"около 4 тысяч";"57";"нейтральный";"12";"324";"";"0";"0";"0"
"1463860920.26353";"около 4 тысяч";"57";"нейтральный";"12";"324";"";"0";"0";"0"
"1463904104.25795";"около 4 тысяч";"57";"нейтральный";"12";"324";"";"0";"0";"0"
"1463947312.77998";"около 4 тысяч";"57";"нейтральный";"12";"324";"";"0";"0";"0"
"1463990505.51688";"около 9 тысяч";"57";"нейтральный";"15";"324";"";"0";"0";"0"
"1464033712.28797";"около 5 сотен";"57";"беззлобный";"16";"324";"";"0";"0";"0"
"1464076906.17955";"около 2 тысяч";"57";"беззлобный";"16";"324";"";"0";"0";"0"
"1464120105.46037";"около тысячи";"57";"беззлобный";"17";"324";"";"0";"0";"0"
"1464163303.97634";"около тысячи";"57";"беззлобный";"17";"324";"";"0";"0";"0"
"1464206510.19093";"около тысячи";"57";"беззлобный";"17";"324";"";"0";"0";"0"
"1464249704.00785";"около 10 тысяч";"57";"добродушный";"18";"324";"";"0";"0";"0"
"1464292916.6541";"около 23 тысяч";"57";"добродушный";"19";"324";"";"0";"0";"0"
