"time";"gold_approx";"level";"alignment";"wood_cnt";"health";"pet_level";"age";"monsters_killed";"deaths";"arena_score";"p.templehood";"p.gladiatorship";"p.mastery";"p.taming";"p.survival";"p.savings";"p.alignment"
"1463855708.12053";"около 2 десятков";"55";"беззлобный";"11";"316";"";"6 лет 7 месяцев";"около 77 тысяч";"92";"20 / 27";"36981";"0";"14252";"0";"20322";"18353";"18101"
"1463859572.56605";"около 2 десятков";"55";"беззлобный";"11";"316";"";"6 лет 7 месяцев";"около 77 тысяч";"92";"20 / 27";"36981";"0";"14259";"0";"20338";"18367";"18172"
"1463902757.68194";"около 2 десятков";"55";"беззлобный";"11";"316";"";"6 лет 7 месяцев";"около 77 тысяч";"92";"20 / 27";"36981";"0";"14089";"0";"20093";"18165";"18487"
"1463945965.43531";"около 4 тысяч";"55";"нейтральный";"12";"316";"";"6 лет 7 месяцев";"около 77 тысяч";"92";"20 / 27";"36981";"0";"14196";"0";"20195";"18360";"0"
"1463989157.77757";"около тысячи";"55";"нейтральный";"13";"316";"";"6 лет 7 месяцев";"около 77 тысяч";"92";"20 / 27";"36981";"0";"14030";"0";"19984";"18158";"0"
"1464032362.22797";"около 3 тысяч";"55";"нейтральный";"14";"316";"";"6 лет 7 месяцев";"около 77 тысяч";"92";"20 / 27";"36981";"0";"14061";"0";"20108";"18364";"0"
"1464075557.03272";"около 3 тысяч";"55";"нейтральный";"14";"316";"";"6 лет 7 месяцев";"около 77 тысяч";"92";"20 / 27";"36981";"0";"13922";"0";"19918";"18171";"0"
"1464118758.06288";"около 3 тысяч";"55";"нейтральный";"14";"316";"";"6 лет 7 месяцев";"около 78 тысяч";"92";"20 / 27";"36981";"0";"14034";"0";"20067";"18401";"0"
"1464161957.66815";"около 3 тысяч";"55";"нейтральный";"14";"316";"";"6 лет 7 месяцев";"около 78 тысяч";"92";"20 / 27";"36981";"0";"13835";"0";"19774";"18161";"0"
"1464205157.10026";"около 4 тысяч";"55";"нейтральный";"16";"316";"";"6 лет 7 месяцев";"около 78 тысяч";"92";"20 / 27";"36981";"0";"14024";"0";"19911";"18386";"0"
"1464248356.65594";"около 15 сотен";"55";"нейтральный";"21";"316";"";"6 лет 7 месяцев";"около 78 тысяч";"92";"20 / 27";"36981";"0";"13808";"0";"19622";"18119";"0"
"1464291561.91221";"около 3 тысяч";"55";"нейтральный";"22";"316";"";"6 лет 7 месяцев";"около 78 тысяч";"92";"20 / 27";"36981";"0";"14033";"0";"19761";"18313";"0"
