"time";"gold_approx";"level";"alignment";"wood_cnt";"health";"pet_level";"age";"monsters_killed";"deaths";"arena_score";"p.templehood";"p.gladiatorship";"p.mastery";"p.taming";"p.survival";"p.savings";"p.alignment"
"1463856653.09848";"около 17 сотен";"47";"миролюбивый";"6";"284";"16";"1 год 3 месяца";"около 52 тысяч";"79";"63 / 32";"37097";"11764";"19549";"9322";"30608";"18459";"8706"
"1463860512.38892";"около 17 сотен";"47";"миролюбивый";"6";"284";"16";"1 год 3 месяца";"около 52 тысяч";"79";"63 / 32";"37097";"11765";"19573";"9327";"30637";"18473";"8779"
"1463903697.06388";"около 17 сотен";"47";"миролюбивый";"6";"284";"16";"1 год 3 месяца";"около 52 тысяч";"79";"63 / 32";"37097";"11770";"19333";"9270";"30205";"18269";"9236"
"1463946904.87755";"около 3 тысяч";"47";"миролюбивый";"8";"284";"16";"1 год 3 месяца";"около 53 тысяч";"80";"63 / 32";"37097";"11771";"19578";"9326";"30939";"18440";"9381"
"1463990096.83036";"около тысячи";"47";"добродушный";"8";"284";"16";"1 год 3 месяца";"около 53 тысяч";"80";"63 / 32";"37097";"11771";"19247";"9279";"30471";"18236";"9819"
"1464033303.88049";"около тысячи";"47";"добродушный";"8";"284";"16";"1 год 3 месяца";"около 53 тысяч";"80";"63 / 32";"37097";"11773";"19487";"9332";"30853";"18457";"10432"
"1464076498.5981";"около тысячи";"47";"добродушный";"8";"284";"16";"1 год 3 месяца";"около 53 тысяч";"80";"63 / 32";"37097";"11782";"19269";"9268";"30483";"18263";"10850"
"1464119697.32574";"около тысячи";"47";"добродушный";"8";"284";"16";"1 год 3 месяца";"около 53 тысяч";"80";"63 / 32";"37097";"11785";"19559";"9322";"30926";"18506";"11449"
"1464162896.56892";"около тысячи";"47";"добродушный";"8";"284";"16";"1 год 3 месяца";"около 53 тысяч";"80";"63 / 32";"37097";"11785";"19290";"9230";"30465";"18259";"11826"
"1464206102.08438";"около 3 тысяч";"47";"добродушный";"11";"284";"16";"1 год 3 месяца";"около 53 тысяч";"80";"63 / 32";"37097";"11791";"21234";"9299";"30609";"18476";"11322"
"1464249296.1966";"около тысячи";"47";"добродушный";"12";"284";"16";"1 год 3 месяца";"около 53 тысяч";"80";"63 / 32";"37097";"11792";"19372";"9204";"30057";"18210";"10200"
"1464292501.63039";"около тысячи";"47";"добродушный";"12";"284";"16";"1 год 3 месяца";"около 53 тысяч";"80";"63 / 32";"37097";"11793";"19636";"9265";"30478";"18444";"10735"
