"time";"gold_approx";"level";"alignment";"wood_cnt";"health";"pet_level";"p.gladiatorship";"p.taming";"p.alignment"
"1463856575.86819";"около 5 тысяч";"77";"озлобленный";"798";"404";"";"0";"0";"0"
"1463860435.35376";"около 5 тысяч";"77";"озлобленный";"798";"404";"";"0";"0";"0"
"1463903620.08323";"около 5 тысяч";"77";"озлобленный";"798";"404";"";"0";"0";"0"
"1463946827.89368";"около 5 тысяч";"77";"озлобленный";"798";"404";"";"0";"0";"0"
"1463990019.77736";"около 2 тысяч";"77";"озлобленный";"800";"404";"";"0";"0";"0"
"1464033226.71455";"около 2 тысяч";"77";"озлобленный";"800";"404";"";"0";"0";"0"
"1464076421.5658";"около 2 тысяч";"77";"озлобленный";"800";"404";"";"0";"0";"0"
"1464119620.24164";"около 9 тысяч";"78";"озлобленный";"804";"408";"";"0";"0";"0"
"1464162819.55188";"около 9 тысяч";"78";"озлобленный";"804";"408";"";"0";"0";"0"
"1464206025.03214";"около 9 тысяч";"78";"озлобленный";"804";"408";"";"0";"0";"0"
"1464249219.13024";"около 9 тысяч";"78";"озлобленный";"804";"408";"";"0";"0";"0"
"1464292424.55089";"около 9 тысяч";"78";"озлобленный";"804";"408";"";"0";"0";"0"
