"time";"gold_approx";"level";"alignment";"wood_cnt";"health";"pet_level";"p.gladiatorship";"p.taming";"p.alignment"
"1463857275.58329";"около тысячи";"60";"добродушный";"14";"336";"21";"0";"0";"0"
"1463861133.52444";"около тысячи";"60";"добродушный";"14";"336";"21";"0";"0";"0"
"1463904317.09929";"около 10 тысяч";"60";"миролюбивый";"15";"336";"21";"0";"0";"0"
"1463947526.20854";"около 3 тысяч";"60";"миролюбивый";"16";"336";"21";"0";"0";"0"
"1463990718.47284";"около 7 тысяч";"60";"миролюбивый";"17";"336";"21";"0";"0";"0"
"1464033927.04465";"около 2 тысяч";"60";"миролюбивый";"17";"336";"21";"0";"0";"0"
"1464077119.21855";"около 6 тысяч";"60";"миролюбивый";"18";"336";"21";"0";"0";"0"
"1464120318.95898";"около 3 тысяч";"60";"миролюбивый";"19";"336";"21";"0";"0";"0"
"1464163516.72693";"около 25 тысяч";"60";"миролюбивый";"20";"336";"21";"0";"0";"0"
"1464206723.67138";"около 7 тысяч";"60";"миролюбивый";"20";"336";"21";"0";"0";"0"
"1464249917.05065";"около 6 тысяч";"60";"миролюбивый";"20";"336";"21";"0";"0";"0"
"1464293130.45228";"около 4 тысяч";"60";"миролюбивый";"22";"336";"21";"0";"0";"0"
