"time";"gold_approx";"level";"alignment";"wood_cnt";"health";"pet_level";"age";"monsters_killed";"deaths";"arena_score";"p.might";"p.templehood";"p.gladiatorship";"p.mastery";"p.taming";"p.survival";"p.savings";"p.alignment"
"1463854360.32488";"около 13 тысяч";"78";"беззлобный";"1001";"408";"";"3 года 1 месяц";"около 165 тысяч";"185";"42 / 203";"7483";"23847";"0";"6301";"0";"17611";"7563";"15961"
"1463858216.79309";"около 4 тысяч";"78";"беззлобный";"1001";"408";"";"3 года 1 месяц";"около 165 тысяч";"185";"42 / 203";"7476";"23847";"0";"6305";"0";"17632";"7570";"16046"
"1463901412.91883";"около 10 тысяч";"78";"беззлобный";"1002";"408";"";"3 года 1 месяц";"около 165 тысяч";"186";"42 / 203";"7475";"23847";"0";"6265";"0";"17628";"7520";"16339"
"1463944614.36165";"около 5 тысяч";"78";"беззлобный";"1003";"408";"";"3 года 1 месяц";"около 165 тысяч";"186";"42 / 203";"7474";"23847";"0";"6318";"0";"17819";"7559";"16200"
"1463987811.55894";"около 2 тысяч";"78";"беззлобный";"1004";"408";"";"3 года 2 месяца";"около 165 тысяч";"187";"42 / 203";"7472";"23847";"0";"7265";"0";"17862";"7503";"14715"
"1464031014.55806";"около тысячи";"78";"добродушный";"1007";"408";"";"3 года 2 месяца";"около 165 тысяч";"187";"42 / 203";"7469";"23847";"0";"7310";"0";"18040";"7540";"14344"
"1464074211.51807";"около 3 тысяч";"78";"беззлобный";"1007";"408";"3 года 2 месяца";"около 165 тысяч";"187";"42 / 203";"7469";"23847";"0";"7250";"0";"17838";"7494";"14665"
"1464117411.97504";"около 9 десятков";"78";"беззлобный";"1007";"408";"3 года 2 месяца";"около 165 тысяч";"187";"42 / 203";"7464";"23847";"0";"7451";"0";"18068";"7536";"14776"
"1464160611.21218";"около 17 сотен";"78";"беззлобный";"1007";"408";"3 года 2 месяца";"около 166 тысяч";"187";"42 / 203";"7468";"23847";"0";"6556";"0";"17811";"7465";"15131"
"1464203811.23512";"около 2 тысяч";"78";"добродушный";"1008";"408";"3 года 2 месяца";"около 166 тысяч";"188";"42 / 203";"7467";"23847";"0";"6634";"0";"18209";"7523";"13838"
"1464247010.92051";"около 6 тысяч";"78";"добродушный";"1009";"408";"3 года 2 месяца";"около 166 тысяч";"188";"42 / 203";"7465";"23847";"0";"6441";"0";"17943";"7451";"14168"
"1464290211.32628";"около 6 сотен";"78";"добродушный";"1010";"408";"3 года 2 месяца";"около 166 тысяч";"189";"42 / 203";"7463";"23847";"0";"6446";"0";"18330";"7515";"14677"
