"time";"gold_approx";"level";"alignment";"wood_cnt";"health";"p.gladiatorship";"p.taming";"p.alignment"
"1463858577.20448";"около тысячи";"70";"нейтральный";"816";"376";"0";"0";"0"
"1463862426.88448";"около тысячи";"70";"нейтральный";"816";"376";"0";"0";"0"
"1463905612.03102";"около тысячи";"70";"нейтральный";"816";"376";"0";"0";"0"
"1463948822.13641";"около тысячи";"70";"нейтральный";"816";"376";"0";"0";"0"
"1463992009.21252";"около тысячи";"70";"нейтральный";"816";"376";"0";"0";"0"
