"time";"gold_approx";"level";"alignment";"wood_cnt";"health";"pet_level";"p.gladiatorship";"p.taming";"p.alignment"
"1463857072.74068";"около 17 сотен";"68";"миролюбивый";"836";"368";"16";"0";"0";"0"
"1463860930.89471";"около 16 сотен";"68";"миролюбивый";"836";"368";"16";"0";"0";"0"
"1463904114.83675";"около 5 тысяч";"68";"миролюбивый";"837";"368";"16";"0";"0";"0"
"1463947323.40808";"около 10 тысяч";"68";"миролюбивый";"838";"368";"16";"0";"0";"0"
"1463990516.11976";"около 10 тысяч";"68";"миролюбивый";"839";"368";"16";"0";"0";"0"
"1464033722.93984";"около сотни";"68";"миролюбивый";"841";"368";"16";"0";"0";"0"
"1464076916.79021";"около 7 тысяч";"68";"миролюбивый";"842";"368";"17";"0";"0";"0"
"1464120116.04874";"около 10 тысяч";"68";"миролюбивый";"843";"368";"17";"0";"0";"0"
"1464163314.56263";"около 19 сотен";"68";"миролюбивый";"844";"368";"17";"0";"0";"0"
"1464206520.82977";"около 5 тысяч";"68";"миролюбивый";"845";"368";"17";"0";"0";"0"
"1464249714.59245";"около 8 тысяч";"68";"миролюбивый";"846";"368";"17";"0";"0";"0"
"1464292927.26141";"около 4 тысяч";"68";"миролюбивый";"846";"368";"17";"0";"0";"0"
