"time";"gold_approx";"level";"alignment";"wood_cnt";"health";"pet_level";"age";"monsters_killed";"deaths";"arena_score";"p.templehood";"p.gladiatorship";"p.mastery";"p.taming";"p.survival";"p.savings";"p.alignment"
"1463857176.74741";"ни одного";"55";"озлобленный";"8";"316";"";"3 года 4 месяца";"около 85 тысяч";"94";"7 / 24";"37028";"0";"16419";"0";"16856";"18464";"4885"
"1463861035.00786";"ни одного";"55";"озлобленный";"8";"316";"";"3 года 4 месяца";"около 85 тысяч";"94";"7 / 24";"37028";"0";"16432";"0";"16879";"18479";"4900"
"1463904218.75178";"ни одного";"55";"озлобленный";"8";"316";"";"3 года 4 месяца";"около 85 тысяч";"94";"7 / 24";"37028";"0";"16245";"0";"16721";"18292";"4972"
"1463947427.6515";"около 5 тысяч";"55";"озлобленный";"11";"316";"";"3 года 4 месяца";"около 85 тысяч";"94";"7 / 24";"37028";"0";"16450";"0";"16802";"18483";"4668"
"1463990620.11752";"около 5 тысяч";"55";"озлобленный";"11";"316";"";"3 года 4 месяца";"около 85 тысяч";"94";"7 / 24";"37028";"0";"16231";"0";"16646";"18282";"4749"
"1464033827.27679";"около 9 десятков";"55";"озлобленный";"11";"316";"";"3 года 4 месяца";"около 85 тысяч";"95";"7 / 24";"37028";"0";"16374";"0";"17195";"18497";"4487"
"1464077020.84247";"около 9 десятков";"55";"озлобленный";"11";"316";"";"3 года 4 месяца";"около 85 тысяч";"95";"7 / 24";"37028";"0";"16190";"0";"17063";"18296";"4557"
"1464120220.22058";"около 6 тысяч";"55";"озлобленный";"16";"316";"";"3 года 4 месяца";"около 86 тысяч";"95";"7 / 24";"37028";"0";"16416";"0";"17180";"18535";"4282"
"1464163418.39906";"около 6 тысяч";"55";"озлобленный";"16";"316";"";"3 года 4 месяца";"около 86 тысяч";"95";"7 / 24";"37028";"0";"16209";"0";"16979";"18315";"4397"
"1464206625.1059";"около 4 тысяч";"55";"озлобленный";"18";"316";"";"3 года 4 месяца";"около 86 тысяч";"95";"7 / 24";"37028";"0";"16347";"0";"17044";"18493";"4115"
"1464249818.63063";"около 4 тысяч";"55";"озлобленный";"18";"316";"";"3 года 4 месяца";"около 86 тысяч";"95";"7 / 24";"37028";"0";"16089";"0";"16827";"18227";"4236"
"1464293031.60503";"около тысячи";"55";"агрессивный";"18";"316";"";"3 года 4 месяца";"около 86 тысяч";"96";"7 / 24";"37028";"0";"16239";"0";"17429";"18437";"3864"
