"time";"gold_approx";"level";"alignment";"wood_cnt";"health";"age";"monsters_killed";"deaths";"arena_score";"p.might";"p.templehood";"p.gladiatorship";"p.mastery";"p.taming";"p.survival";"p.savings";"p.alignment"
"1463857596.6749";"около 2 тысяч";"81";"добродетельный";"1001";"420";"5 лет 11 месяцев";"около 262 тысяч";"188";"82 / 105";"5997";"7235";"16038";"4479";"9954";"5615";"5530";"1139"
"1463861453.87561";"около тысячи";"81";"добродетельный";"1001";"420";"5 лет 11 месяцев";"около 262 тысяч";"188";"82 / 105";"5997";"7235";"16037";"3903";"9965";"5621";"5532";"1233"
"1463904641.46424";"около 2 тысяч";"81";"добродетельный";"1001";"420";"5 лет 11 месяцев";"около 262 тысяч";"188";"82 / 105";"5997";"7235";"16041";"3879";"9891";"5576";"5505";"1650"
"1463947849.68633";"около 8 тысяч";"81";"абсолютное добро";"1002";"420";"1";"5 лет 11 месяцев";"около 262 тысяч";"188";"82 / 105";"5996";"7235";"16049";"3826";"9961";"5616";"5532";"906"
"1463991038.05254";"около 3 тысяч";"81";"добродетельный";"1002";"420";"1";"5 лет 11 месяцев";"около 262 тысяч";"188";"82 / 105";"5981";"7235";"16052";"3779";"9917";"5553";"5507";"1325"
