"time";"gold_approx";"level";"alignment";"wood_cnt";"health";"pet_level";"p.gladiatorship";"p.taming";"p.alignment"
"1463856560.35036";"около 5 тысяч";"65";"недовольный";"810";"356";"7";"0";"0";"0"
"1463860419.83205";"около 5 тысяч";"65";"недовольный";"810";"356";"7";"0";"0";"0"
"1463903604.58846";"около 9 тысяч";"65";"нейтральный";"812";"356";"8";"0";"0";"0"
"1463946812.38512";"около 5 тысяч";"65";"нейтральный";"812";"356";"8";"0";"0";"0"
"1463990004.27439";"около 4 тысяч";"65";"нейтральный";"814";"356";"8";"0";"0";"0"
"1464033211.18996";"около 6 тысяч";"65";"нейтральный";"815";"356";"8";"0";"0";"0"
"1464076406.02704";"около 3 сотен";"65";"нейтральный";"815";"356";"8";"0";"0";"0"
"1464119604.7277";"около 5 тысяч";"65";"нейтральный";"816";"356";"8";"0";"0";"0"
"1464162803.99975";"около 5 тысяч";"65";"нейтральный";"817";"356";"8";"0";"0";"0"
"1464206009.52959";"около 5 тысяч";"65";"нейтральный";"817";"356";"8";"0";"0";"0"
"1464249203.62123";"около 3 тысяч";"66";"нейтральный";"817";"360";"8";"0";"0";"0"
"1464292409.04341";"около 19 сотен";"66";"нейтральный";"817";"360";"8";"0";"0";"0"
