"time";"gold_approx";"level";"alignment";"wood_cnt";"health";"pet_level";"p.gladiatorship";"p.taming";"p.alignment"
"1463857270.23888";"около 4 тысяч";"50";"миролюбивый";"10";"296";"6";"0";"0";"0"
"1463861128.2317";"около 5 тысяч";"50";"миролюбивый";"10";"296";"6";"0";"0";"0"
"1463904311.81482";"около 5 тысяч";"50";"миролюбивый";"10";"296";"6";"0";"0";"0"
"1463947520.92535";"около 6 тысяч";"50";"миролюбивый";"11";"296";"6";"0";"0";"0"
"1463990713.18934";"около 3 тысяч";"50";"миролюбивый";"12";"296";"6";"0";"0";"0"
"1464033921.7317";"около 3 тысяч";"50";"миролюбивый";"12";"296";"6";"0";"0";"0"
"1464077113.925";"около 3 тысяч";"50";"миролюбивый";"12";"296";"6";"0";"0";"0"
"1464120313.64479";"около 11 тысяч";"50";"миролюбивый";"17";"296";"7";"0";"0";"0"
"1464163511.43521";"около 11 тысяч";"50";"миролюбивый";"17";"296";"7";"0";"0";"0"
"1464206718.3744";"около 5 тысяч";"50";"миролюбивый";"17";"296";"7";"0";"0";"0"
"1464249911.7504";"около тысячи";"51";"миролюбивый";"18";"300";"7";"0";"0";"0"
"1464293125.16723";"около 7 тысяч";"51";"миролюбивый";"19";"300";"7";"0";"0";"0"
