"time";"gold_approx";"level";"alignment";"wood_cnt";"health";"pet_level";"age";"monsters_killed";"deaths";"arena_score";"p.templehood";"p.gladiatorship";"p.mastery";"p.taming";"p.survival";"p.savings";"p.alignment"
"1463853856.07619";"около 4 тысяч";"49";"беззлобный";"9";"292";"9";"10 месяцев";"около 59 тысяч";"54";"5 / 1";"37070";"0";"18283";"16040";"9944";"18290";"15718"
"1463857712.09881";"около 4 тысяч";"49";"беззлобный";"9";"292";"9";"10 месяцев";"около 59 тысяч";"54";"5 / 1";"37070";"0";"18298";"16054";"9954";"18305";"15797"
"1463900909.75918";"около 4 сотен";"49";"беззлобный";"9";"292";"10";"10 месяцев";"около 59 тысяч";"54";"5 / 1";"37070";"0";"18070";"14952";"9816";"18078";"15629"
"1463944112.94487";"около 4 тысяч";"49";"беззлобный";"9";"292";"10";"10 месяцев";"около 60 тысяч";"54";"5 / 1";"37070";"0";"18297";"15068";"9905";"18292";"16159"
"1463987310.07449";"около 3 тысяч";"49";"беззлобный";"15";"292";"10";"10 месяцев";"около 60 тысяч";"54";"5 / 1";"37070";"0";"18005";"14934";"9719";"18066";"16463"
"1464030511.51384";"около 3 тысяч";"49";"беззлобный";"15";"292";"10";"10 месяцев";"около 60 тысяч";"54";"5 / 1";"37070";"0";"18234";"15063";"9767";"18280";"16115"
"1464073710.27642";"около 3 тысяч";"49";"беззлобный";"15";"292";"10";"10 месяцев";"около 60 тысяч";"54";"5 / 1";"37070";"0";"18027";"14929";"9704";"18090";"16416"
"1464116910.38563";"ни одного";"49";"беззлобный";"16";"292";"10";"10 месяцев";"около 60 тысяч";"55";"5 / 1";"37070";"0";"18345";"15031";"10206";"18256";"16940"
"1464160110.00457";"ни одного";"49";"беззлобный";"16";"292";"10";"10 месяцев";"около 60 тысяч";"55";"5 / 1";"37070";"0";"18087";"14819";"10069";"18026";"17221"
"1464203309.07906";"ни одного";"49";"беззлобный";"16";"292";"10";"10 месяцев";"около 60 тысяч";"55";"5 / 1";"37070";"0";"18316";"14976";"10194";"18274";"17713"
"1464246509.75382";"ни одного";"49";"беззлобный";"16";"292";"10";"10 месяцев";"около 60 тысяч";"55";"5 / 1";"37070";"0";"18061";"14787";"10043";"18007";"17979"
"1464289709.89938";"около 3 тысяч";"49";"беззлобный";"18";"292";"11";"10 месяцев";"около 60 тысяч";"55";"5 / 1";"37070";"0";"18300";"13944";"10116";"18200";"18530"
