"time";"gold_approx";"level";"alignment";"wood_cnt";"health";"pet_level";"age";"monsters_killed";"deaths";"arena_score";"p.templehood";"p.gladiatorship";"p.mastery";"p.taming";"p.survival";"p.savings";"p.alignment"
"1463858438.75306";"около 19 сотен";"51";"добродетельный";"9";"300";"14";"1 год 3 месяца";"около 65 тысяч";"93";"1 / 0";"37087";"0";"18121";"10944";"28101";"18491";"2273"
"1463862296.8239";"около тысячи";"51";"добродетельный";"9";"300";"14";"1 год 3 месяца";"около 65 тысяч";"93";"1 / 0";"37087";"0";"18108";"10954";"28133";"18508";"2369"
"1463905482.32839";"около тысячи";"51";"добродетельный";"9";"300";"14";"1 год 3 месяца";"около 65 тысяч";"93";"1 / 0";"37087";"0";"17875";"10872";"27766";"18287";"2849"
"1463948692.21477";"около 3 тысяч";"51";"добродетельный";"14";"300";"15";"1 год 3 месяца";"около 66 тысяч";"93";"1 / 0";"37087";"0";"17966";"10331";"28008";"18484";"2671"
"1463991879.50976";"около 3 тысяч";"51";"добродетельный";"15";"300";"15";"1 год 3 месяца";"около 66 тысяч";"93";"1 / 0";"37087";"0";"17658";"10288";"27612";"18251";"2848"
