"time";"gold_approx";"level";"alignment";"wood_cnt";"health";"pet_level";"age";"monsters_killed";"deaths";"arena_score";"p.might";"p.templehood";"p.gladiatorship";"p.mastery";"p.taming";"p.survival";"p.savings";"p.alignment"
"1463854991.2196";"около 5 тысяч";"79";"нейтральный";"1008";"412";"35";"5 лет 12 месяцев";"около 205 тысяч";"173";"157 / 84";"6829";"9114";"2950";"4452";"1836";"8237";"6377";"0"
"1463858856.51294";"около 5 тысяч";"79";"нейтральный";"1008";"412";"35";"5 лет 12 месяцев";"около 205 тысяч";"173";"157 / 84";"6829";"9114";"2950";"4454";"1836";"8245";"6381";"0"
"1463902041.89064";"около 5 тысяч";"79";"нейтральный";"1008";"412";"35";"5 лет 12 месяцев";"около 205 тысяч";"173";"157 / 84";"6832";"9114";"2951";"0";"0"
"1463945243.75495";"около 5 тысяч";"79";"нейтральный";"1008";"412";"35";"5 лет 12 месяцев";"около 205 тысяч";"173";"157 / 84";"6835";"9114";"2952";"0";"0"
"1463988441.59953";"около 5 тысяч";"79";"нейтральный";"1008";"412";"35";"5 лет 12 месяцев";"около 205 тысяч";"173";"157 / 84";"6842";"9114";"2952";"0";"0"
"1464031644.75692";"около 5 тысяч";"79";"нейтральный";"1008";"412";"35";"5 лет 12 месяцев";"около 205 тысяч";"173";"157 / 84";"6847";"9114";"2952";"0";"0"
"1464074840.63993";"около 9 тысяч";"79";"нейтральный";"1021";"412";"35";"5 лет 12 месяцев";"около 206 тысяч";"174";"157 / 84";"6803";"9114";"2952";"4427";"1836";"8228";"6338";"0"
"1464118041.62178";"около 9 тысяч";"79";"нейтральный";"1021";"412";"35";"5 лет 12 месяцев";"около 206 тысяч";"174";"157 / 84";"6805";"9114";"2956";"4455";"1843";"8315";"6374";"0"
"1464161241.60344";"около 9 тысяч";"79";"нейтральный";"1021";"412";"35";"5 лет 12 месяцев";"около 206 тысяч";"174";"157 / 84";"6808";"9114";"2955";"4429";"1830";"8216";"6328";"0"
"1464204440.82811";"около 9 тысяч";"79";"нейтральный";"1021";"412";"35";"5 лет 12 месяцев";"около 206 тысяч";"174";"157 / 84";"6812";"9114";"2956";"4458";"1837";"8309";"6375";"0"
"1464247640.24791";"около 9 тысяч";"79";"нейтральный";"1021";"412";"35";"5 лет 12 месяцев";"около 206 тысяч";"174";"157 / 84";"6815";"9114";"2956";"4421";"1808";"8198";"6336";"0"
"1464290845.09876";"около 9 тысяч";"79";"нейтральный";"1021";"412";"35";"5 лет 12 месяцев";"около 206 тысяч";"174";"157 / 84";"6817";"9114";"2957";"4466";"1813";"8302";"6395";"0"
