"time";"gold_approx";"level";"alignment";"wood_cnt";"health";"pet_level";"p.gladiatorship";"p.taming";"p.alignment"
"1463858134.16078";"около 7 тысяч";"69";"добродушный";"844";"372";"20";"0";"0";"0"
"1463861991.68045";"около 7 тысяч";"69";"добродушный";"844";"372";"20";"0";"0";"0"
"1463905178.03102";"около 7 тысяч";"69";"добродушный";"844";"372";"20";"0";"0";"0"
"1463948387.17084";"около 3 тысяч";"69";"добродушный";"847";"372";"20";"0";"0";"0"
"1463991575.02719";"около 6 тысяч";"69";"добродушный";"848";"372";"20";"0";"0";"0"
