"time";"gold_approx";"level";"alignment";"wood_cnt";"health";"pet_level";"p.gladiatorship";"p.taming";"p.alignment"
"1463856296.02574";"около 3 тысяч";"81";"недовольный";"807";"420";"";"0";"0";"0"
"1463860160.84191";"около 3 тысяч";"81";"недовольный";"807";"420";"";"0";"0";"0"
"1463903345.67245";"около 3 тысяч";"81";"недовольный";"807";"420";"";"0";"0";"0"
"1463946553.07442";"около 3 тысяч";"81";"недовольный";"807";"420";"";"0";"0";"0"
"1463989745.15302";"около 5 тысяч";"81";"озлобленный";"811";"420";"";"0";"0";"0"
"1464032951.44909";"около 6 тысяч";"81";"недовольный";"811";"420";"";"0";"0";"0"
"1464076146.85906";"около 6 тысяч";"81";"недовольный";"811";"420";"";"0";"0";"0"
"1464119345.54762";"около 17 сотен";"81";"озлобленный";"813";"420";"";"0";"0";"0"
"1464162544.84814";"около 17 сотен";"81";"озлобленный";"813";"420";"";"0";"0";"0"
"1464205749.38384";"около 17 сотен";"81";"озлобленный";"813";"420";"";"0";"0";"0"
"1464248944.55622";"около 17 сотен";"81";"озлобленный";"813";"420";"";"0";"0";"0"
"1464292149.55257";"около 17 сотен";"81";"озлобленный";"813";"420";"";"0";"0";"0"
