"time";"gold_approx";"level";"alignment";"wood_cnt";"health";"pet_level";"p.gladiatorship";"p.taming";"p.alignment"
"1463856389.19959";"около 4 тысяч";"59";"беззлобный";"11";"332";"";"0";"0";"0"
"1463860253.8054";"около 4 тысяч";"59";"беззлобный";"11";"332";"";"0";"0";"0"
"1463903438.5629";"около 4 тысяч";"59";"беззлобный";"11";"332";"";"0";"0";"0"
"1463946646.09407";"около тысячи";"59";"беззлобный";"17";"332";"";"0";"0";"0"
"1463989838.14536";"около 5 тысяч";"59";"беззлобный";"18";"332";"";"0";"0";"0"
"1464033044.67836";"около 5 тысяч";"59";"беззлобный";"18";"332";"";"0";"0";"0"
"1464076239.81907";"около 5 тысяч";"59";"беззлобный";"18";"332";"";"0";"0";"0"
"1464119438.51487";"около 4 тысяч";"59";"беззлобный";"19";"332";"";"0";"0";"0"
"1464162637.81254";"около тысячи";"59";"беззлобный";"20";"332";"";"0";"0";"0"
"1464205843.39106";"около 2 тысяч";"59";"беззлобный";"21";"332";"";"0";"0";"0"
"1464249037.43518";"около 2 тысяч";"59";"беззлобный";"21";"332";"";"0";"0";"0"
"1464292242.59674";"около 4 тысяч";"59";"добродушный";"23";"332";"";"0";"0";"0"
