"time";"gold_approx";"level";"alignment";"wood_cnt";"health";"pet_level";"p.gladiatorship";"p.taming";"p.alignment"
"1463856720.63756";"около 8 тысяч";"72";"нейтральный";"812";"384";"";"0";"0";"0"
"1463860579.87023";"около 8 тысяч";"72";"нейтральный";"812";"384";"";"0";"0";"0"
"1463903764.51472";"около 8 тысяч";"72";"нейтральный";"812";"384";"";"0";"0";"0"
"1463946972.37522";"около 8 тысяч";"72";"нейтральный";"812";"384";"";"0";"0";"0"
"1463990164.40237";"около 8 тысяч";"72";"нейтральный";"812";"384";"";"0";"0";"0"
"1464033371.53301";"около 9 тысяч";"72";"нейтральный";"814";"384";"";"0";"0";"0"
"1464076566.09392";"около 9 тысяч";"72";"нейтральный";"814";"384";"";"0";"0";"0"
"1464119764.89152";"около 9 тысяч";"72";"нейтральный";"814";"384";"";"0";"0";"0"
"1464162964.08598";"около 9 тысяч";"72";"нейтральный";"814";"384";"";"0";"0";"0"
"1464206169.6686";"около 9 тысяч";"72";"нейтральный";"814";"384";"";"0";"0";"0"
"1464249363.79779";"около 6 тысяч";"72";"нейтральный";"816";"384";"";"0";"0";"0"
"1464292569.16183";"около 3 тысяч";"72";"нейтральный";"817";"384";"";"0";"0";"0"
