"time";"gold_approx";"level";"alignment";"wood_cnt";"health";"pet_level";"p.gladiatorship";"p.taming";"p.alignment"
"1463857067.3723";"около 3 тысяч";"69";"нейтральный";"813";"372";"7";"0";"0";"0"
"1463860925.60106";"около 3 тысяч";"69";"нейтральный";"813";"372";"7";"0";"0";"0"
"1463904109.54654";"около 3 тысяч";"69";"нейтральный";"813";"372";"7";"0";"0";"0"
"1463947318.08273";"около 3 тысяч";"69";"нейтральный";"813";"372";"7";"0";"0";"0"
"1463990510.82884";"около 3 тысяч";"69";"нейтральный";"813";"372";"7";"0";"0";"0"
"1464033717.64057";"около 3 тысяч";"69";"нейтральный";"813";"372";"7";"0";"0";"0"
"1464076911.48745";"около 3 тысяч";"69";"нейтральный";"813";"372";"7";"0";"0";"0"
"1464120110.75703";"около 3 тысяч";"69";"нейтральный";"813";"372";"7";"0";"0";"0"
"1464163309.27257";"около 3 тысяч";"69";"нейтральный";"813";"372";"7";"0";"0";"0"
"1464206515.5379";"около 3 тысяч";"69";"нейтральный";"813";"372";"7";"0";"0";"0"
"1464249709.29772";"около 3 тысяч";"69";"нейтральный";"813";"372";"7";"0";"0";"0"
"1464292921.9524";"около 3 тысяч";"69";"нейтральный";"813";"372";"7";"0";"0";"0"
