"time";"gold_approx";"level";"alignment";"wood_cnt";"health";"pet_level";"p.gladiatorship";"p.taming";"p.alignment"
"1463858299.27559";"около 2 тысяч";"73";"беззлобный";"985";"388";"";"0";"0";"0"
"1463862157.07784";"около 2 тысяч";"73";"беззлобный";"985";"388";"";"0";"0";"0"
"1463905342.99421";"около 2 тысяч";"73";"беззлобный";"985";"388";"";"0";"0";"0"
"1463948552.55504";"около 2 тысяч";"73";"беззлобный";"985";"388";"";"0";"0";"0"
"1463991740.06477";"около 2 тысяч";"73";"нейтральный";"985";"388";"";"0";"0";"0"
