"time";"gold_approx";"level";"alignment";"wood_cnt";"health";"pet_level";"p.gladiatorship";"p.taming";"p.alignment"
"1463856895.55098";"около 3 тысяч";"50";"абсолютное добро";"15";"296";"12";"0";"0";"0"
"1463860754.69612";"около 5 тысяч";"50";"абсолютное добро";"15";"296";"12";"0";"0";"0"
"1463903939.17969";"около 3 тысяч";"50";"абсолютное добро";"16";"296";"12";"0";"0";"0"
"1463947147.24663";"около 19 тысяч";"50";"абсолютное добро";"18";"296";"12";"0";"0";"0"
"1463990340.20384";"около 3 тысяч";"50";"абсолютное добро";"18";"296";"12";"0";"0";"0"
"1464033546.73859";"около 4 тысяч";"50";"абсолютное добро";"19";"296";"12";"0";"0";"0"
"1464076740.82954";"около 6 сотен";"50";"абсолютное добро";"19";"296";"12";"0";"0";"0"
"1464119939.79973";"около 8 сотен";"50";"абсолютное добро";"19";"296";"12";"0";"0";"0"
"1464163138.81183";"около 8 тысяч";"50";"добродетельный";"21";"296";"12";"0";"0";"0"
"1464206344.4412";"около 3 тысяч";"50";"абсолютное добро";"21";"296";"12";"0";"0";"0"
"1464249538.58178";"около 5 тысяч";"50";"абсолютное добро";"22";"296";"13";"0";"0";"0"
"1464292750.82233";"около 15 тысяч";"50";"абсолютное добро";"23";"296";"13";"0";"0";"0"
