"time";"gold_approx";"level";"alignment";"wood_cnt";"health";"pet_level";"age";"monsters_killed";"deaths";"arena_score";"p.templehood";"p.gladiatorship";"p.mastery";"p.taming";"p.survival";"p.savings";"p.alignment"
"1463854868.40468";"около 4 тысяч";"44";"миролюбивый";"6";"272";"9";"8 месяцев";"около 44 тысяч";"40";"95 / 77";"37238";"9401";"21009";"16325";"9780";"18365";"9245"
"1463858733.9032";"около 4 тысяч";"44";"миролюбивый";"6";"272";"9";"8 месяцев";"около 44 тысяч";"40";"95 / 77";"37238";"9401";"21066";"16339";"9788";"18379";"9326"
"1463901919.13188";"около 8 тысяч";"44";"миролюбивый";"7";"272";"9";"8 месяцев";"около 44 тысяч";"40";"95 / 77";"37239";"9401";"20800";"16134";"9653";"18120";"7536"
"1463945121.01016";"около 17 тысяч";"45";"миролюбивый";"8";"276";"9";"8 месяцев";"около 44 тысяч";"40";"95 / 77";"37239";"9406";"20962";"16284";"9713";"18322";"7649"
"1463988318.87509";"около 11 тысяч";"45";"миролюбивый";"9";"276";"9";"8 месяцев";"около 44 тысяч";"40";"95 / 77";"37239";"9408";"20638";"16120";"9538";"18067";"8129"
"1464031521.86597";"около 6 тысяч";"45";"миролюбивый";"10";"276";"9";"8 месяцев";"около 44 тысяч";"40";"95 / 77";"37239";"9407";"20909";"16261";"9603";"18262";"5879"
"1464074717.86756";"около 7 сотен";"45";"миролюбивый";"10";"276";"9";"8 месяцев";"около 45 тысяч";"41";"95 / 78";"37239";"9512";"20658";"16074";"10083";"18049";"5761"
"1464117918.85559";"около 6 тысяч";"45";"миролюбивый";"12";"276";"9";"8 месяцев";"около 45 тысяч";"41";"95 / 78";"37239";"9521";"20805";"16183";"10159";"18219";"5256"
"1464161118.94872";"около 8 тысяч";"45";"миролюбивый";"12";"276";"9";"8 месяцев";"около 45 тысяч";"41";"95 / 78";"37239";"9524";"20426";"15941";"9969";"17962";"5114"
"1464204318.10997";"около 7 тысяч";"45";"миролюбивый";"12";"276";"9";"8 месяцев";"около 45 тысяч";"41";"95 / 78";"37239";"9527";"20680";"16104";"10018";"18174";"5767"
"1464247517.54477";"около 9 сотен";"45";"миролюбивый";"13";"276";"9";"8 месяцев";"около 45 тысяч";"41";"95 / 78";"37239";"9527";"20309";"15885";"9821";"17897";"6194"
"1464290722.27671";"около 3 тысяч";"45";"миролюбивый";"13";"276";"9";"8 месяцев";"около 45 тысяч";"41";"95 / 78";"37239";"9535";"20529";"15971";"9915";"18120";"6498"
