"time";"gold_approx";"level";"alignment";"wood_cnt";"health";"exp_progress";"quest_progress"
"1461056402.26021";"около 10 тысяч";"61";"добродушный";"714";"184";"14";"33"
"1461057602.55362";"около 10 тысяч";"61";"добродушный";"714";"293";"14";"33"
"1461058802.39547";"около 12 тысяч";"61";"добродушный";"714";"340";"14";"33"
"1461060002.58596";"около 8 тысяч";"61";"добродушный";"714";"340";"14";"33"
"1461061202.96089";"около 8 тысяч";"61";"добродушный";"714";"265";"14";"35"
"1461062402.57718";"около 9 тысяч";"61";"добродушный";"714";"333";"14";"38"
"1461063602.81534";"около 17 тысяч";"61";"добродушный";"715";"150";"14";"40"
"1461064802.04508";"около 17 тысяч";"61";"добродушный";"715";"27";"14";"42"
"1461066002.45911";"около 17 тысяч";"61";"добродушный";"715";"33";"14";"45"
"1461067202.7843";"около 17 тысяч";"61";"добродушный";"715";"21";"14";"48"
"1461068402.4042";"около 17 тысяч";"61";"добродушный";"715";"44";"14";"50"
"1461069602.65894";"около 23 тысяч";"61";"беззлобный";"716";"340";"15";"51"
"1461070802.12538";"около 22 тысяч";"61";"беззлобный";"716";"334";"15";"53"
"1461072002.5405";"около 22 тысяч";"61";"беззлобный";"716";"224";"15";"56"
"1461073202.68686";"около 22 тысяч";"61";"беззлобный";"716";"49";"15";"66"
"1461074402.98271";"около 22 тысяч";"61";"беззлобный";"716";"157";"15";"68"
"1461075602.34746";"около 22 тысяч";"61";"беззлобный";"716";"321";"15";"69"
"1461076802.58901";"около 22 тысяч";"61";"беззлобный";"716";"82";"15";"71"
"1461078002.54067";"около 22 тысяч";"61";"беззлобный";"716";"24";"15";"72"
"1461079202.63142";"около 22 тысяч";"61";"беззлобный";"716";"278";"15";"72"
"1461080402.8104";"около 22 тысяч";"61";"беззлобный";"716";"308";"15";"73"
"1461081602.67836";"около 22 тысяч";"61";"беззлобный";"716";"162";"15";"74"
"1461082802.97048";"около 22 тысяч";"61";"беззлобный";"716";"29";"15";"76"
"1461084002.13967";"около 23 тысяч";"61";"беззлобный";"716";"262";"15";"76"
"1461085202.26835";"около 24 тысяч";"61";"беззлобный";"716";"340";"15";"76"
"1461086402.56959";"около 14 тысяч";"61";"беззлобный";"716";"301";"15";"76"
"1461087602.73103";"около 17 тысяч";"61";"беззлобный";"716";"340";"15";"76"
"1461088802.88597";"около 30 тысяч";"61";"беззлобный";"718";"213";"15";"76"
"1461090001.90981";"около 30 тысяч";"61";"беззлобный";"718";"100";"16";"79"
"1461091202.87326";"около 30 тысяч";"61";"беззлобный";"718";"122";"16";"83"
"1461092402.17488";"около 30 тысяч";"61";"беззлобный";"718";"107";"16";"85"
"1461093602.56547";"около 30 тысяч";"61";"беззлобный";"718";"21";"16";"88"
"1461094802.67305";"около 31 тысяч";"61";"беззлобный";"718";"92";"16";"92"
"1461096002.79548";"около 31 тысяч";"61";"беззлобный";"718";"190";"16";"94"
"1461097202.77987";"около 31 тысяч";"61";"беззлобный";"718";"295";"16";"94"
"1461098402.9736";"около 37 тысяч";"61";"беззлобный";"718";"340";"16";"94"
"1461099602.06849";"около 37 тысяч";"61";"беззлобный";"718";"340";"16";"94"
"1461100802.19034";"около 21 тысяч";"61";"беззлобный";"718";"221";"16";"95"
"1461102002.34405";"около 22 тысяч";"61";"беззлобный";"718";"96";"16";"98"
"1461103202.48061";"около 22 тысяч";"61";"беззлобный";"718";"148";"16";"100"
"1461104402.65946";"около 7 тысяч";"61";"беззлобный";"719";"132";"16";"100"
"1461105602.7053";"около 5 тысяч";"61";"беззлобный";"719";"124";"16";"0"
"1461106802.84619";"около 5 тысяч";"61";"беззлобный";"719";"24";"16";"3"
"1461108002.10633";"около 5 тысяч";"61";"беззлобный";"719";"290";"16";"3"
"1461109202.28695";"около 5 тысяч";"61";"беззлобный";"719";"255";"16";"6"
"1461110402.29124";"около 5 тысяч";"61";"беззлобный";"719";"169";"16";"9"
"1461111602.37879";"около 6 тысяч";"61";"беззлобный";"719";"130";"16";"12"
"1461112802.56937";"около 7 тысяч";"61";"беззлобный";"719";"60";"16";"15"
"1461114002.89438";"около 7 тысяч";"61";"беззлобный";"719";"86";"17";"18"
"1461115202.03344";"около 7 тысяч";"61";"беззлобный";"719";"32";"17";"19"
"1461116402.17456";"около 8 тысяч";"61";"беззлобный";"719";"14";"17";"21"
"1461117602.33556";"около 8 тысяч";"61";"беззлобный";"719";"273";"17";"21"
"1461118802.57257";"около 8 тысяч";"61";"беззлобный";"719";"257";"17";"23"
"1461120002.48492";"около 8 тысяч";"61";"беззлобный";"719";"173";"17";"27"
"1461121202.6817";"около 8 тысяч";"61";"беззлобный";"719";"189";"17";"29"
"1461122402.83381";"около 8 тысяч";"61";"беззлобный";"719";"80";"17";"32"
"1461123602.02713";"около 8 тысяч";"61";"беззлобный";"719";"38";"17";"34"
"1461124802.18996";"около 8 тысяч";"61";"беззлобный";"719";"37";"17";"38"
"1461126002.35568";"около 8 тысяч";"61";"беззлобный";"719";"33";"17";"38"
"1461127202.71257";"около 8 тысяч";"61";"беззлобный";"720";"340";"17";"38"
"1461128402.88132";"около 8 тысяч";"61";"беззлобный";"720";"340";"17";"38"
"1461129602.89092";"около 5 тысяч";"61";"беззлобный";"720";"280";"17";"38"
"1461130802.19195";"ни одного";"61";"добродушный";"720";"304";"17";"38"
"1461132002.37525";"около 6 тысяч";"61";"беззлобный";"720";"340";"17";"38"
"1461133202.43161";"около 6 тысяч";"61";"беззлобный";"720";"310";"17";"38"
"1461134402.78229";"около 6 тысяч";"61";"беззлобный";"720";"192";"17";"41"
"1461135602.90724";"около 6 тысяч";"61";"беззлобный";"720";"98";"18";"43"
"1461136802.16145";"около 6 тысяч";"61";"беззлобный";"720";"55";"18";"45"
"1461138002.19677";"около 6 тысяч";"61";"беззлобный";"720";"148";"18";"45"
"1461139202.45374";"около 7 тысяч";"61";"беззлобный";"720";"340";"18";"45"
"1461140402.90324";"около 5 тысяч";"61";"беззлобный";"720";"340";"18";"45"
"1461141602.02402";"около 5 тысяч";"61";"беззлобный";"720";"264";"18";"46"
"1461142802.7219";"около 5 тысяч";"61";"беззлобный";"720";"66";"18";"48"
"1461144002.93497";"около 5 тысяч";"61";"беззлобный";"720";"30";"18";"51"
"1461145202.07908";"около 5 тысяч";"61";"беззлобный";"720";"30";"18";"56"
"1461146402.19261";"около 5 тысяч";"61";"беззлобный";"720";"19";"18";"60"
"1461147602.41782";"около 5 тысяч";"61";"беззлобный";"720";"75";"18";"64"
"1461148802.68296";"около 5 тысяч";"61";"беззлобный";"720";"340";"18";"64"
"1461150002.73077";"около 5 тысяч";"61";"беззлобный";"720";"227";"18";"67"
"1461151202.02704";"около 5 тысяч";"61";"беззлобный";"720";"105";"18";"69"
"1461152402.43735";"около 5 тысяч";"61";"беззлобный";"720";"40";"18";"71"
"1461153602.7629";"около 5 тысяч";"61";"беззлобный";"720";"34";"18";"78"
"1461154802.14515";"около 5 тысяч";"61";"беззлобный";"720";"51";"18";"82"
"1461156002.51164";"около 5 тысяч";"61";"беззлобный";"720";"33";"18";"84"
"1461157202.10154";"около 5 тысяч";"61";"беззлобный";"720";"120";"18";"88"
"1461158402.54193";"около 5 тысяч";"61";"беззлобный";"720";"340";"18";"88"
"1461159603.06402";"около 8 тысяч";"61";"добродушный";"720";"340";"18";"88"
"1461160802.33622";"около 22 тысяч";"61";"беззлобный";"720";"167";"19";"88"
"1461162002.97987";"около 37 тысяч";"61";"добродушный";"720";"300";"19";"88"
"1461163201.91398";"около 26 тысяч";"61";"добродушный";"720";"300";"19";"88"
"1461164402.08826";"около 17 тысяч";"61";"добродушный";"720";"238";"19";"90"
"1461165602.16637";"около 17 тысяч";"61";"беззлобный";"720";"137";"19";"93"
"1461166802.26597";"около 17 тысяч";"61";"беззлобный";"720";"33";"19";"96"
"1461168002.39899";"около 17 тысяч";"61";"беззлобный";"720";"60";"19";"99"
"1461169202.66335";"около 17 тысяч";"61";"беззлобный";"720";"58";"19";"100"
"1461170402.07465";"около 18 тысяч";"61";"беззлобный";"721";"58";"19";"100"
"1461171602.48319";"около 18 тысяч";"61";"беззлобный";"721";"320";"19";"100"
"1461172802.68895";"около 11 тысяч";"61";"беззлобный";"721";"314";"19";"1"
"1461174002.94816";"около 12 тысяч";"61";"беззлобный";"721";"215";"19";"6"
"1461175202.21011";"около 13 тысяч";"61";"беззлобный";"721";"94";"20";"9"
"1461176402.6766";"около 13 тысяч";"61";"беззлобный";"721";"1";"20";"12"
"1461177602.00707";"около 13 тысяч";"61";"беззлобный";"721";"220";"20";"12"
"1461178802.40398";"около 13 тысяч";"61";"беззлобный";"721";"298";"20";"13"
"1461180002.7022";"около 13 тысяч";"61";"беззлобный";"721";"249";"20";"15"
"1461181202.86201";"около 13 тысяч";"61";"беззлобный";"721";"176";"20";"20"
"1461182402.28326";"около 14 тысяч";"61";"беззлобный";"721";"121";"20";"24"
"1461183602.79324";"около 14 тысяч";"61";"добродушный";"721";"335";"20";"25"
"1461184802.33813";"около 16 тысяч";"61";"добродушный";"721";"274";"20";"25"
"1461186002.03102";"около 20 тысяч";"61";"нейтральный";"721";"326";"20";"25"
"1461187202.45575";"около 43 тысяч";"61";"нейтральный";"723";"243";"20";"29"
"1461188402.11291";"около 43 тысяч";"61";"нейтральный";"723";"164";"21";"33"
"1461189602.33788";"около 43 тысяч";"61";"нейтральный";"723";"92";"21";"35"
"1461190802.49258";"около 46 тысяч";"61";"нейтральный";"723";"340";"21";"35"
"1461192002.55557";"около 47 тысяч";"61";"нейтральный";"723";"340";"21";"35"
"1461193202.7137";"около 30 тысяч";"61";"нейтральный";"723";"279";"21";"37"
"1461194402.90694";"около 30 тысяч";"61";"нейтральный";"723";"185";"21";"41"
"1461195601.96042";"около 30 тысяч";"61";"нейтральный";"723";"34";"21";"44"
"1461196802.21967";"около 30 тысяч";"61";"нейтральный";"723";"189";"21";"44"
"1461198002.51816";"около 30 тысяч";"61";"нейтральный";"723";"340";"21";"44"
"1461199202.85091";"около 30 тысяч";"61";"нейтральный";"723";"190";"21";"47"
"1461200402.08157";"около 31 тысяч";"61";"нейтральный";"723";"77";"21";"51"
"1461201602.45539";"около 31 тысяч";"61";"нейтральный";"723";"148";"21";"56"
"1461202802.61274";"около 31 тысяч";"61";"нейтральный";"723";"110";"21";"58"
"1461204002.93229";"около 31 тысяч";"61";"нейтральный";"723";"12";"21";"61"
"1461205202.63084";"около 31 тысяч";"61";"нейтральный";"723";"340";"21";"61"
"1461206402.89395";"около 23 тысяч";"61";"нейтральный";"723";"340";"21";"61"
"1461207602.1024";"около 22 тысяч";"61";"нейтральный";"723";"245";"21";"62"
"1461208802.57272";"около 23 тысяч";"61";"нейтральный";"723";"127";"21";"65"
"1461210002.8295";"около 23 тысяч";"61";"нейтральный";"723";"52";"21";"69"
"1461211202.99998";"около 23 тысяч";"61";"нейтральный";"723";"154";"21";"71"
"1461212402.34586";"около 23 тысяч";"61";"нейтральный";"723";"85";"21";"74"
"1461213602.84652";"около 23 тысяч";"61";"нейтральный";"723";"41";"21";"76"
"1461214802.87185";"около 24 тысяч";"61";"нейтральный";"723";"272";"22";"78"
"1461216002.08842";"около 27 тысяч";"61";"нейтральный";"723";"250";"22";"78"
"1461217202.42336";"около 52 тысяч";"61";"беззлобный";"724";"218";"22";"81"
"1461218402.64604";"около 52 тысяч";"61";"беззлобный";"724";"82";"22";"85"
"1461219602.98375";"около 52 тысяч";"61";"беззлобный";"724";"21";"22";"88"
"1461220802.3442";"около 52 тысяч";"61";"беззлобный";"724";"47";"22";"91"
"1461222002.50306";"около 52 тысяч";"61";"беззлобный";"724";"75";"22";"94"
"1461223202.65026";"около 52 тысяч";"61";"беззлобный";"724";"29";"22";"99"
"1461224402.87874";"около 52 тысяч";"61";"беззлобный";"724";"22";"23";"100"
"1461225602.23039";"около 24 тысяч";"61";"беззлобный";"724";"22";"31";"100"
"1461226802.36635";"около 27 тысяч";"61";"беззлобный";"724";"78";"31";"100"
"1461228002.45087";"около 27 тысяч";"61";"беззлобный";"724";"340";"31";"100"
"1461229202.53295";"около 27 тысяч";"61";"беззлобный";"724";"296";"31";"1"
"1461230402.671";"около 27 тысяч";"61";"беззлобный";"724";"151";"31";"4"
"1461231602.89151";"около 27 тысяч";"61";"беззлобный";"724";"39";"31";"6"
"1461232802.00748";"около 27 тысяч";"61";"беззлобный";"724";"165";"31";"6"
"1461234002.22261";"около 27 тысяч";"61";"беззлобный";"724";"326";"31";"6"
"1461235202.30279";"около 27 тысяч";"61";"беззлобный";"724";"247";"31";"10"
"1461236402.41577";"около 27 тысяч";"61";"беззлобный";"724";"96";"31";"17"
"1461237602.50532";"около 27 тысяч";"61";"беззлобный";"724";"36";"31";"18"
"1461238802.93004";"около 27 тысяч";"61";"беззлобный";"724";"273";"31";"19"
"1461240002.13352";"около 29 тысяч";"61";"беззлобный";"724";"340";"31";"19"
"1461241202.38008";"около 12 тысяч";"61";"беззлобный";"724";"296";"31";"21"
"1461242402.67771";"около 12 тысяч";"61";"беззлобный";"724";"197";"31";"25"
"1461243602.87339";"около 12 тысяч";"61";"беззлобный";"724";"114";"31";"29"
"1461244801.97352";"около 12 тысяч";"61";"беззлобный";"724";"75";"31";"33"
"1461246002.24459";"около 12 тысяч";"61";"беззлобный";"724";"340";"31";"33"
"1461247202.40149";"около 13 тысяч";"61";"беззлобный";"724";"195";"31";"36"
"1461248402.93017";"около 13 тысяч";"61";"беззлобный";"724";"81";"31";"39"
"1461249602.29171";"около 14 тысяч";"61";"беззлобный";"724";"52";"32";"41"
"1461250802.34286";"около 14 тысяч";"61";"беззлобный";"724";"71";"32";"42"
"1461252002.80641";"около 14 тысяч";"61";"беззлобный";"724";"163";"32";"42"
"1461253203.04409";"около 14 тысяч";"61";"беззлобный";"724";"268";"32";"42"
"1461254402.29647";"около 15 тысяч";"61";"беззлобный";"724";"340";"32";"42"
"1461255602.55613";"около 16 тысяч";"61";"беззлобный";"724";"340";"32";"42"
"1461256802.86979";"около 9 тысяч";"61";"беззлобный";"724";"243";"32";"47"
"1461258002.1358";"около 9 тысяч";"61";"беззлобный";"724";"152";"32";"50"
"1461259202.31777";"около 9 тысяч";"61";"беззлобный";"724";"37";"32";"53"
"1461260402.70214";"около 9 тысяч";"61";"беззлобный";"724";"35";"32";"55"
"1461261602.03494";"около 9 тысяч";"61";"беззлобный";"724";"44";"32";"58"
"1461262802.63038";"около 9 тысяч";"61";"беззлобный";"724";"42";"32";"63"
"1461264002.09429";"около 9 тысяч";"61";"беззлобный";"724";"25";"32";"69"
"1461265202.37099";"около 8 тысяч";"61";"беззлобный";"724";"21";"32";"73"
"1461266402.56052";"около 8 тысяч";"61";"беззлобный";"724";"223";"32";"73"
"1461267602.61646";"около 8 тысяч";"61";"беззлобный";"724";"301";"32";"75"
"1461268802.0718";"около 8 тысяч";"61";"беззлобный";"724";"223";"32";"80"
"1461270002.49694";"около 8 тысяч";"61";"беззлобный";"724";"114";"32";"84"
"1461271202.66767";"около 8 тысяч";"61";"беззлобный";"724";"32";"32";"87"
"1461272402.84373";"около 8 тысяч";"61";"беззлобный";"724";"18";"32";"91"
"1461273603.02054";"около 8 тысяч";"61";"беззлобный";"724";"84";"32";"93"
"1461274802.14423";"около 8 тысяч";"61";"беззлобный";"724";"340";"32";"93"
"1461276002.16802";"около 9 тысяч";"61";"беззлобный";"724";"340";"32";"93"
"1461277202.32538";"около 7 тысяч";"61";"беззлобный";"724";"340";"32";"93"
"1461278402.60178";"около 7 тысяч";"61";"беззлобный";"724";"239";"32";"97"
"1461279602.51478";"около 7 тысяч";"61";"беззлобный";"724";"155";"32";"100"
"1461280802.68146";"около 7 тысяч";"61";"беззлобный";"724";"195";"32";"100"
"1461282002.92178";"около 7 тысяч";"61";"беззлобный";"724";"195";"32";"100"
"1461283202.31271";"около 5 тысяч";"61";"беззлобный";"724";"173";"32";"0"
"1461284402.47106";"около 6 тысяч";"61";"беззлобный";"724";"75";"33";"3"
"1461285602.81967";"около 6 тысяч";"61";"беззлобный";"724";"95";"33";"5"
"1461286802.04331";"около 6 тысяч";"61";"беззлобный";"724";"340";"33";"5"
"1461288002.25653";"около 6 тысяч";"61";"беззлобный";"724";"209";"33";"7"
"1461289202.31506";"около 6 тысяч";"61";"беззлобный";"724";"107";"33";"10"
"1461290402.53795";"около 6 тысяч";"61";"беззлобный";"724";"74";"33";"13"
"1461291602.60792";"около 6 тысяч";"61";"беззлобный";"724";"128";"33";"16"
"1461292802.93657";"около 6 тысяч";"61";"беззлобный";"724";"98";"33";"18"
"1461294002.31912";"около 7 тысяч";"61";"беззлобный";"724";"340";"33";"18"
"1461295202.56938";"около 8 тысяч";"61";"беззлобный";"724";"340";"33";"18"
"1461296402.71787";"около 8 тысяч";"61";"беззлобный";"724";"340";"33";"18"
"1461297602.74537";"около 8 тысяч";"61";"беззлобный";"724";"340";"33";"18"
"1461298802.01705";"около 8 тысяч";"61";"беззлобный";"724";"340";"33";"18"
"1461300002.49849";"около 8 тысяч";"61";"беззлобный";"724";"340";"33";"18"
"1461301202.6655";"около 8 тысяч";"61";"беззлобный";"724";"340";"33";"18"
"1461302402.81028";"около 7 тысяч";"61";"беззлобный";"724";"290";"33";"51"
"1461303602.02985";"около 17 тысяч";"61";"беззлобный";"725";"242";"34";"51"
"1461304802.20361";"около 17 тысяч";"61";"беззлобный";"725";"43";"34";"55"
"1461306002.22482";"около 17 тысяч";"61";"беззлобный";"725";"58";"34";"60"
"1461307202.34995";"ни одного";"61";"беззлобный";"725";"322";"34";"62"
"1461308402.20227";"около сотни";"61";"беззлобный";"725";"195";"34";"64"
"1461309602.17212";"около сотни";"61";"беззлобный";"725";"117";"34";"69"
"1461310802.38337";"около 2 сотен";"61";"беззлобный";"725";"93";"34";"72"
"1461312002.46629";"около 2 сотен";"61";"беззлобный";"725";"34";"34";"75"
"1461313202.24639";"около 3 сотен";"61";"беззлобный";"725";"23";"34";"79"
"1461314402.55522";"около 3 сотен";"61";"беззлобный";"725";"61";"34";"81"
"1461315602.3997";"около 3 сотен";"61";"беззлобный";"725";"334";"34";"81"
"1461316802.74672";"около 3 сотен";"61";"беззлобный";"725";"281";"34";"83"
"1461318002.65919";"около 4 сотен";"61";"беззлобный";"725";"117";"34";"87"
"1461319202.21165";"около 6 сотен";"61";"беззлобный";"725";"44";"34";"90"
"1461320402.62767";"около 2 тысяч";"61";"добродушный";"725";"257";"34";"90"
"1461321602.83956";"около 6 тысяч";"61";"добродушный";"725";"340";"34";"90"
"1461322802.12243";"около 11 тысяч";"61";"добродушный";"725";"302";"35";"90"
"1461324002.34894";"около 16 тысяч";"61";"беззлобный";"725";"298";"35";"90"
"1461325202.45494";"около 43 тысяч";"61";"беззлобный";"726";"298";"35";"90"
"1461326402.70354";"около 30 тысяч";"61";"беззлобный";"726";"254";"35";"93"
"1461327602.8186";"около 30 тысяч";"61";"беззлобный";"726";"215";"35";"98"
"1461328802.23415";"около 30 тысяч";"61";"беззлобный";"726";"134";"35";"100"
"1461330002.63582";"около 30 тысяч";"61";"беззлобный";"726";"340";"35";"100"
"1461331202.10121";"около 2 тысяч";"61";"беззлобный";"726";"340";"42";"100"
"1461332402.26636";"около тысячи";"61";"беззлобный";"726";"257";"42";"0"
"1461333602.55818";"около тысячи";"61";"беззлобный";"726";"104";"43";"3"
"1461334802.97967";"около тысячи";"61";"беззлобный";"726";"82";"43";"6"
"1461336002.36616";"около тысячи";"61";"беззлобный";"726";"22";"43";"10"
"1461337202.01965";"около тысячи";"61";"беззлобный";"726";"72";"43";"15"
"1461338402.29521";"около 16 сотен";"61";"беззлобный";"726";"26";"43";"17"
"1461339602.67218";"около 3 тысяч";"61";"беззлобный";"726";"340";"43";"17"
"1461340801.96658";"около тысячи";"61";"беззлобный";"726";"340";"43";"17"
"1461342002.38596";"около тысячи";"61";"беззлобный";"726";"267";"43";"18"
"1461343202.85725";"около тысячи";"61";"беззлобный";"726";"158";"43";"21"
"1461344402.42926";"около тысячи";"61";"беззлобный";"726";"66";"43";"25"
"1461345602.71442";"около тысячи";"61";"беззлобный";"726";"67";"43";"28"
"1461346802.9448";"около 16 сотен";"61";"беззлобный";"726";"56";"43";"30"
"1461348002.13081";"около 3 тысяч";"61";"беззлобный";"726";"267";"43";"32"
"1461349202.57979";"около 9 тысяч";"61";"добродушный";"726";"72";"43";"32"
"1461350402.82028";"около 9 тысяч";"61";"добродушный";"726";"27";"44";"35"
"1461351601.98204";"около 9 тысяч";"61";"добродушный";"726";"26";"44";"39"
"1461352802.14243";"около 9 тысяч";"61";"добродушный";"726";"41";"44";"44"
"1461354002.35866";"около 9 тысяч";"61";"добродушный";"726";"138";"44";"47"
"1461355202.53942";"около 9 тысяч";"61";"добродушный";"726";"50";"44";"50"
"1461356402.95261";"около 9 тысяч";"61";"добродушный";"726";"1";"44";"51"
"1461357602.16757";"около 10 тысяч";"61";"добродушный";"727";"324";"44";"51"
"1461358802.40924";"около 13 тысяч";"61";"добродушный";"727";"340";"44";"51"
"1461360002.53932";"около 6 тысяч";"61";"добродушный";"727";"335";"44";"51"
"1461361202.63457";"около 6 тысяч";"61";"добродушный";"727";"268";"44";"52"
"1461362402.80783";"около 6 тысяч";"61";"добродушный";"727";"129";"44";"55"
"1461363602.16565";"около 7 тысяч";"61";"добродушный";"726";"258";"44";"58"
"1461364802.34413";"около 10 тысяч";"61";"добродушный";"726";"340";"44";"58"
"1461366002.54544";"около 13 тысяч";"61";"добродушный";"726";"340";"44";"58"
"1461367202.64154";"около 31 тысяч";"61";"добродушный";"727";"275";"44";"58"
"1461368402.78076";"около 31 тысяч";"61";"добродушный";"727";"139";"45";"62"
"1461369602.95525";"около 32 тысяч";"61";"добродушный";"727";"34";"45";"62"
"1461370802.13942";"около 31 тысяч";"61";"добродушный";"727";"34";"45";"65"
"1461372002.57139";"около 31 тысяч";"61";"добродушный";"727";"25";"45";"67"
"1461373202.80729";"около 31 тысяч";"61";"добродушный";"727";"30";"45";"71"
"1461374402.84929";"около 31 тысяч";"61";"добродушный";"727";"16";"45";"73"
"1461375602.84389";"около 31 тысяч";"61";"добродушный";"727";"340";"45";"73"
"1461376802.84127";"около 33 тысяч";"61";"добродушный";"727";"340";"45";"73"
"1461378002.06422";"около 15 тысяч";"61";"добродушный";"727";"319";"45";"74"
"1461379202.11637";"около 15 тысяч";"61";"добродушный";"727";"207";"45";"78"
"1461380402.2068";"около 15 тысяч";"61";"добродушный";"727";"53";"45";"81"
"1461381602.2936";"около 15 тысяч";"61";"добродушный";"727";"71";"45";"84"
"1461382802.36103";"около 15 тысяч";"61";"добродушный";"727";"90";"45";"88"
"1461384002.52819";"около 15 тысяч";"61";"добродушный";"727";"139";"45";"91"
"1461385202.61143";"около 15 тысяч";"61";"добродушный";"727";"99";"45";"95"
"1461386402.95678";"около 15 тысяч";"61";"добродушный";"727";"95";"45";"96"
"1461387602.00726";"около 15 тысяч";"61";"добродушный";"727";"43";"45";"100"
"1461388802.14327";"около 6 тысяч";"61";"добродушный";"727";"43";"47";"100"
"1461390002.28696";"около 8 тысяч";"61";"добродушный";"727";"59";"47";"100"
"1461391202.33773";"около 8 тысяч";"61";"добродушный";"727";"340";"47";"100"
"1461392402.52003";"около 8 тысяч";"61";"добродушный";"727";"245";"47";"100"
"1461393602.7394";"около 22 тысяч";"61";"миролюбивый";"728";"295";"48";"100"
"1461394802.66189";"около 14 тысяч";"61";"миролюбивый";"728";"227";"48";"1"
"1461396002.50385";"около 14 тысяч";"61";"миролюбивый";"728";"159";"48";"4"
"1461397202.97726";"около 14 тысяч";"61";"миролюбивый";"728";"67";"48";"11"
"1461398402.10772";"около 14 тысяч";"61";"миролюбивый";"728";"155";"48";"13"
"1461399602.21562";"около 14 тысяч";"61";"миролюбивый";"728";"63";"48";"16"
"1461400802.49651";"около 14 тысяч";"61";"миролюбивый";"728";"56";"48";"20"
"1461402002.61123";"около 15 тысяч";"61";"миролюбивый";"728";"174";"48";"43"
"1461403202.75946";"около 15 тысяч";"61";"миролюбивый";"728";"88";"48";"48"
"1461404402.05348";"около 15 тысяч";"61";"миролюбивый";"728";"18";"48";"52"
"1461405602.68417";"около 15 тысяч";"61";"миролюбивый";"728";"72";"48";"52"
"1461406802.07266";"около 7 тысяч";"61";"миролюбивый";"728";"340";"49";"52"
"1461408002.26745";"около 9 тысяч";"61";"миролюбивый";"728";"340";"49";"52"
"1461409202.84959";"около 4 тысяч";"61";"миролюбивый";"728";"340";"49";"52"
"1461410402.19026";"около 4 тысяч";"61";"миролюбивый";"728";"311";"50";"53"
"1461411602.6224";"около 4 тысяч";"61";"миролюбивый";"728";"269";"50";"56"
"1461412802.59145";"около 4 тысяч";"61";"миролюбивый";"728";"159";"50";"57"
"1461414002.7954";"около 5 тысяч";"61";"миролюбивый";"728";"20";"50";"61"
"1461415201.99034";"около 5 тысяч";"61";"миролюбивый";"728";"39";"50";"64"
"1461416402.28495";"около 5 тысяч";"61";"миролюбивый";"728";"23";"50";"68"
"1461417602.53478";"около 5 тысяч";"61";"миролюбивый";"728";"25";"50";"72"
"1461418802.9186";"около 5 тысяч";"61";"миролюбивый";"728";"35";"50";"76"
"1461420002.24562";"около 5 тысяч";"61";"миролюбивый";"728";"340";"50";"80"
"1461421202.65445";"около 6 тысяч";"61";"добродушный";"728";"281";"50";"80"
"1461422402.01151";"около 23 тысяч";"61";"добродушный";"729";"306";"50";"80"
"1461423602.48001";"около 26 тысяч";"61";"добродушный";"729";"285";"50";"81"
"1461424802.64755";"около 26 тысяч";"61";"добродушный";"729";"104";"50";"84"
"1461426001.96796";"около 26 тысяч";"61";"добродушный";"729";"71";"50";"88"
"1461427202.22073";"около 27 тысяч";"61";"добродушный";"729";"70";"50";"93"
"1461428402.29362";"около 27 тысяч";"61";"добродушный";"729";"31";"50";"95"
"1461429602.63138";"около 27 тысяч";"61";"добродушный";"729";"340";"50";"95"
"1461430802.93985";"около 27 тысяч";"61";"добродушный";"729";"291";"50";"98"
"1461432002.27783";"около 28 тысяч";"61";"добродушный";"729";"218";"51";"100"
"1461433202.54859";"около 10 тысяч";"61";"добродушный";"729";"218";"54";"100"
"1461434402.88759";"около 8 тысяч";"61";"добродушный";"729";"218";"54";"100"
"1461435602.12462";"около 7 тысяч";"61";"добродушный";"729";"106";"54";"2"
"1461436802.04836";"около 7 тысяч";"61";"добродушный";"729";"21";"54";"3"
"1461438002.77113";"около 7 тысяч";"61";"добродушный";"730";"278";"54";"3"
"1461439201.99454";"около 12 тысяч";"61";"добродушный";"730";"255";"54";"3"
"1461440402.27327";"около 21 тысяч";"61";"добродушный";"730";"340";"54";"3"
"1461441603.53585";"около 21 тысяч";"61";"добродушный";"730";"198";"54";"5"
"1461442802.94124";"около 21 тысяч";"61";"добродушный";"730";"90";"54";"8"
"1461444002.16675";"около 21 тысяч";"61";"добродушный";"730";"198";"54";"10"
"1461445202.41866";"около 23 тысяч";"61";"добродушный";"730";"340";"54";"10"
"1461446402.83396";"около 7 тысяч";"61";"добродушный";"730";"340";"54";"10"
"1461447601.97215";"около 7 тысяч";"61";"добродушный";"730";"138";"54";"11"
"1461448802.09516";"около 7 тысяч";"61";"добродушный";"730";"50";"54";"13"
"1461450002.11547";"около 8 тысяч";"61";"добродушный";"730";"49";"54";"16"
"1461451202.11566";"около 8 тысяч";"61";"добродушный";"730";"329";"54";"16"
"1461452402.28492";"около 8 тысяч";"61";"добродушный";"730";"254";"54";"19"
"1461453602.26058";"около 8 тысяч";"61";"добродушный";"730";"113";"54";"22"
"1461454802.36111";"около 8 тысяч";"61";"добродушный";"730";"147";"54";"23"
"1461456002.39929";"около 8 тысяч";"61";"добродушный";"730";"43";"54";"26"
"1461457202.61086";"около 8 тысяч";"61";"добродушный";"730";"16";"54";"29"
