"time";"gold_approx";"level";"alignment";"wood_cnt";"health";"exp_progress";"quest_progress"
"1460275202.27076";"около 14 тысяч";"60";"миролюбивый";"686";"36";"51";"73"
"1460276402.47715";"около 14 тысяч";"60";"миролюбивый";"686";"124";"51";"73"
"1460277602.50255";"около 14 тысяч";"60";"миролюбивый";"686";"336";"51";"73"
"1460278802.34045";"около 14 тысяч";"60";"миролюбивый";"686";"273";"51";"74"
"1460280002.40653";"около 14 тысяч";"60";"миролюбивый";"686";"220";"51";"74"
"1460281202.47512";"около 14 тысяч";"60";"миролюбивый";"686";"58";"51";"75"
"1460282402.66981";"около 15 тысяч";"60";"миролюбивый";"686";"55";"51";"75"
"1460283602.83147";"около 15 тысяч";"60";"миролюбивый";"686";"178";"51";"80"
"1460284802.01895";"около 15 тысяч";"60";"миролюбивый";"686";"34";"51";"81"
"1460286002.29782";"около 15 тысяч";"60";"миролюбивый";"686";"58";"51";"81"
"1460287202.48198";"около 15 тысяч";"60";"миролюбивый";"686";"141";"51";"82"
"1460288402.82251";"около 15 тысяч";"60";"миролюбивый";"686";"28";"51";"82"
"1460289602.15392";"около 15 тысяч";"60";"миролюбивый";"686";"39";"51";"84"
"1460290802.65328";"около 15 тысяч";"60";"миролюбивый";"686";"29";"51";"85"
"1460292002.12686";"около 15 тысяч";"60";"миролюбивый";"686";"30";"51";"86"
"1460293202.50705";"около 15 тысяч";"60";"миролюбивый";"686";"41";"51";"86"
"1460294402.666";"около 15 тысяч";"60";"миролюбивый";"686";"336";"51";"86"
"1460295602.16953";"около 15 тысяч";"60";"миролюбивый";"686";"313";"51";"86"
"1460296802.49621";"около 15 тысяч";"60";"миролюбивый";"686";"190";"51";"87"
"1460298002.74927";"около 15 тысяч";"60";"миролюбивый";"686";"86";"51";"88"
"1460299202.40611";"около 15 тысяч";"60";"миролюбивый";"686";"36";"51";"89"
"1460300402.59796";"около 15 тысяч";"60";"миролюбивый";"686";"45";"51";"91"
"1460301602.79039";"около 15 тысяч";"60";"миролюбивый";"686";"156";"51";"91"
"1460302802.7491";"около 16 тысяч";"60";"миролюбивый";"686";"336";"51";"91"
"1460304002.64107";"около 17 тысяч";"60";"миролюбивый";"686";"336";"51";"91"
"1460305202.56991";"около 10 тысяч";"60";"миролюбивый";"686";"259";"52";"91"
"1460306402.7872";"около 10 тысяч";"60";"миролюбивый";"686";"156";"52";"92"
"1460307602.00517";"около 11 тысяч";"60";"миролюбивый";"686";"37";"52";"92"
"1460308802.35818";"около 11 тысяч";"60";"миролюбивый";"686";"39";"52";"93"
"1460310002.53526";"около 11 тысяч";"60";"миролюбивый";"686";"25";"52";"92"
"1460311202.85858";"около 11 тысяч";"60";"миролюбивый";"686";"39";"52";"93"
"1460312402.97455";"около 11 тысяч";"60";"миролюбивый";"686";"23";"52";"94"
"1460313602.36672";"около 11 тысяч";"60";"миролюбивый";"686";"121";"52";"95"
"1460314802.54471";"около 11 тысяч";"60";"миролюбивый";"686";"12";"52";"96"
"1460316003.09133";"около 11 тысяч";"60";"миролюбивый";"686";"114";"52";"95"
"1460317202.09539";"около 11 тысяч";"60";"миролюбивый";"686";"281";"52";"95"
"1460318402.39508";"около 14 тысяч";"60";"миролюбивый";"686";"283";"52";"95"
"1460319602.39386";"около 14 тысяч";"60";"миролюбивый";"686";"216";"52";"95"
"1460320802.47185";"около 18 тысяч";"60";"миролюбивый";"686";"224";"52";"95"
"1460322002.95012";"около 18 тысяч";"60";"миролюбивый";"686";"324";"52";"95"
"1460323202.23051";"около 19 тысяч";"60";"миролюбивый";"686";"199";"52";"96"
"1460324402.6359";"около 19 тысяч";"60";"миролюбивый";"686";"132";"53";"97"
"1460325602.95934";"около 19 тысяч";"60";"миролюбивый";"686";"1";"53";"97"
"1460326802.27452";"около 21 тысяч";"60";"миролюбивый";"686";"153";"53";"97"
"1460328002.85427";"около 21 тысяч";"60";"миролюбивый";"686";"336";"53";"97"
"1460329202.38063";"около 8 тысяч";"60";"миролюбивый";"686";"336";"53";"97"
"1460330402.62294";"около 6 тысяч";"60";"миролюбивый";"686";"336";"53";"97"
"1460331602.03496";"около 6 тысяч";"60";"миролюбивый";"686";"228";"53";"98"
"1460332802.36344";"около 6 тысяч";"60";"миролюбивый";"686";"111";"53";"99"
"1460334002.6686";"около 6 тысяч";"60";"миролюбивый";"686";"26";"53";"99"
"1460335202.04316";"около 13 тысяч";"60";"миролюбивый";"692";"130";"54";"100"
"1460336402.2687";"около 4 тысяч";"60";"миролюбивый";"692";"130";"57";"100"
"1460337602.47918";"около 3 тысяч";"60";"миролюбивый";"692";"130";"57";"100"
"1460338802.72571";"около 3 тысяч";"60";"миролюбивый";"692";"53";"57";"1"
"1460340002.0308";"около 3 тысяч";"60";"миролюбивый";"692";"231";"57";"2"
"1460341202.27206";"около 3 тысяч";"60";"миролюбивый";"692";"249";"57";"4"
"1460342402.641";"около 3 тысяч";"60";"миролюбивый";"692";"162";"57";"5"
"1460343602.70573";"около 3 тысяч";"60";"миролюбивый";"692";"36";"57";"7"
"1460344802.85548";"около 3 тысяч";"60";"миролюбивый";"692";"207";"57";"0"
"1460346002.94747";"около 3 тысяч";"60";"миролюбивый";"692";"290";"57";"1"
"1460347201.99339";"около 3 тысяч";"60";"миролюбивый";"692";"232";"57";"3"
"1460348402.08372";"около 3 тысяч";"60";"миролюбивый";"692";"124";"57";"6"
"1460349602.52225";"около 3 тысяч";"60";"миролюбивый";"692";"13";"57";"8"
"1460350802.601";"около 3 тысяч";"60";"миролюбивый";"692";"272";"57";"8"
"1460352002.56413";"около 6 тысяч";"60";"миролюбивый";"692";"228";"57";"8"
"1460353202.52639";"около 8 тысяч";"60";"миролюбивый";"692";"308";"58";"8"
"1460354402.66372";"около 24 тысяч";"60";"добродушный";"693";"266";"58";"8"
"1460355602.80779";"около 25 тысяч";"60";"добродушный";"693";"295";"58";"10"
"1460356802.03615";"около 25 тысяч";"60";"добродушный";"693";"163";"58";"11"
"1460358002.32659";"около 25 тысяч";"60";"добродушный";"693";"13";"58";"14"
"1460359202.53191";"около 25 тысяч";"60";"добродушный";"693";"14";"58";"18"
"1460360402.67946";"около 27 тысяч";"60";"добродушный";"693";"336";"58";"18"
"1460361602.96177";"около 7 тысяч";"60";"добродушный";"693";"336";"58";"18"
"1460362802.30891";"около 7 тысяч";"60";"добродушный";"693";"293";"58";"20"
"1460364002.60627";"около 7 тысяч";"60";"добродушный";"693";"149";"58";"25"
"1460365202.19911";"около 7 тысяч";"60";"добродушный";"693";"60";"58";"27"
"1460366402.64751";"около 7 тысяч";"60";"добродушный";"693";"137";"58";"32"
"1460367602.90284";"около 7 тысяч";"60";"добродушный";"693";"24";"58";"35"
"1460368802.90725";"около 7 тысяч";"60";"добродушный";"693";"36";"58";"37"
"1460370002.07739";"около 9 тысяч";"60";"миролюбивый";"693";"290";"58";"37"
"1460371202.31919";"около 28 тысяч";"60";"миролюбивый";"694";"292";"59";"37"
"1460372402.58518";"около 33 тысяч";"60";"миролюбивый";"694";"291";"59";"39"
"1460373602.98242";"около 33 тысяч";"60";"миролюбивый";"694";"123";"59";"41"
"1460374802.60333";"около 34 тысяч";"60";"миролюбивый";"694";"74";"59";"43"
"1460376002.20849";"около 34 тысяч";"60";"миролюбивый";"694";"54";"59";"46"
"1460377202.8863";"около 34 тысяч";"60";"миролюбивый";"694";"18";"59";"49"
"1460378402.3552";"около 34 тысяч";"60";"миролюбивый";"694";"291";"59";"49"
"1460379602.65683";"около 34 тысяч";"60";"миролюбивый";"694";"260";"59";"53"
"1460380802.79053";"около 34 тысяч";"60";"миролюбивый";"694";"136";"59";"55"
"1460382002.03396";"около 34 тысяч";"60";"миролюбивый";"694";"43";"59";"59"
"1460383202.31901";"около 34 тысяч";"60";"миролюбивый";"694";"17";"59";"61"
"1460384402.37942";"около 4 тысяч";"60";"миролюбивый";"695";"202";"64";"61"
"1460385602.92667";"около 5 тысяч";"60";"миролюбивый";"695";"336";"64";"61"
"1460386802.41185";"около 3 тысяч";"60";"миролюбивый";"695";"286";"64";"61"
"1460388002.72103";"около 9 тысяч";"60";"миролюбивый";"695";"227";"64";"61"
"1460389202.12907";"около 25 тысяч";"60";"миролюбивый";"696";"243";"65";"61"
"1460390402.33759";"около 16 тысяч";"60";"миролюбивый";"696";"243";"65";"61"
"1460391602.52509";"около 16 тысяч";"60";"миролюбивый";"696";"163";"65";"64"
"1460392802.25693";"около 22 тысяч";"60";"миролюбивый";"696";"65";"65";"68"
"1460394002.50766";"около 22 тысяч";"60";"миролюбивый";"696";"29";"65";"71"
"1460395202.78637";"около 22 тысяч";"60";"миролюбивый";"696";"109";"65";"77"
"1460396401.92724";"около 22 тысяч";"60";"миролюбивый";"696";"28";"65";"79"
"1460397602.34652";"около 22 тысяч";"60";"миролюбивый";"696";"16";"65";"84"
"1460398802.80495";"около 22 тысяч";"60";"миролюбивый";"696";"28";"65";"86"
"1460400002.27118";"около 22 тысяч";"60";"миролюбивый";"696";"12";"65";"90"
"1460401202.52187";"около 22 тысяч";"60";"миролюбивый";"696";"162";"65";"90"
"1460402402.91551";"около 22 тысяч";"60";"миролюбивый";"696";"298";"65";"90"
"1460403602.1532";"около 24 тысяч";"60";"миролюбивый";"696";"336";"65";"90"
"1460404802.30828";"около 13 тысяч";"60";"миролюбивый";"696";"259";"65";"90"
"1460406002.69685";"около 17 тысяч";"60";"миролюбивый";"696";"336";"65";"90"
"1460407202.84253";"около 28 тысяч";"60";"миролюбивый";"696";"249";"65";"91"
"1460408402.0204";"около 28 тысяч";"60";"миролюбивый";"696";"87";"66";"93"
"1460409602.38698";"около 28 тысяч";"60";"миролюбивый";"696";"27";"66";"97"
"1460410802.58776";"около 30 тысяч";"60";"миролюбивый";"696";"48";"66";"100"
"1460412002.74809";"около 30 тысяч";"60";"миролюбивый";"696";"118";"66";"100"
"1460413202.96105";"около 12 тысяч";"60";"миролюбивый";"696";"123";"69";"100"
"1460414402.14427";"около 7 тысяч";"60";"миролюбивый";"696";"99";"69";"2"
"1460415602.2228";"около 7 тысяч";"60";"миролюбивый";"696";"58";"69";"5"
"1460416802.30507";"около 7 тысяч";"60";"миролюбивый";"696";"128";"69";"7"
"1460418002.37321";"около 7 тысяч";"60";"миролюбивый";"696";"319";"69";"20"
"1460419202.49251";"около 7 тысяч";"60";"миролюбивый";"696";"222";"69";"80"
"1460420402.61397";"около 7 тысяч";"60";"миролюбивый";"696";"181";"69";"60"
"1460421602.89586";"около 7 тысяч";"60";"миролюбивый";"696";"295";"69";"7"
"1460422802.08228";"около 7 тысяч";"60";"миролюбивый";"696";"151";"69";"11"
"1460424002.10686";"около 7 тысяч";"60";"миролюбивый";"696";"65";"69";"20"
"1460425202.17566";"около 7 тысяч";"60";"миролюбивый";"696";"76";"69";"24"
"1460426402.19737";"около 8 тысяч";"60";"миролюбивый";"696";"336";"69";"24"
"1460427602.44847";"около 5 тысяч";"60";"миролюбивый";"696";"336";"69";"24"
"1460428802.60589";"около 5 тысяч";"60";"миролюбивый";"696";"265";"69";"28"
"1460430002.70959";"около 5 тысяч";"60";"миролюбивый";"696";"115";"69";"34"
"1460431202.77951";"около 5 тысяч";"60";"миролюбивый";"696";"50";"70";"38"
"1460432402.96323";"около 5 тысяч";"60";"миролюбивый";"696";"28";"70";"40"
"1460433601.98745";"около 5 тысяч";"60";"миролюбивый";"696";"29";"70";"43"
"1460434802.05029";"около 5 тысяч";"60";"миролюбивый";"696";"22";"70";"46"
"1460436002.12463";"около 5 тысяч";"60";"миролюбивый";"696";"29";"70";"51"
"1460437202.22622";"около 5 тысяч";"60";"миролюбивый";"696";"24";"70";"57"
"1460438402.40115";"около 5 тысяч";"60";"миролюбивый";"696";"18";"70";"61"
"1460439602.59062";"около 5 тысяч";"60";"миролюбивый";"696";"311";"70";"61"
"1460440802.66269";"около 7 тысяч";"60";"миролюбивый";"696";"336";"70";"61"
"1460442002.71154";"около 3 тысяч";"60";"миролюбивый";"696";"332";"70";"63"
"1460443202.66141";"около 3 тысяч";"60";"миролюбивый";"696";"214";"70";"67"
"1460444402.85512";"около 3 тысяч";"60";"миролюбивый";"696";"115";"70";"70"
"1460445601.99435";"около 3 тысяч";"60";"миролюбивый";"696";"148";"70";"74"
"1460446802.05382";"около 3 тысяч";"60";"миролюбивый";"696";"169";"70";"76"
"1460448002.11509";"около 3 тысяч";"60";"миролюбивый";"696";"62";"70";"81"
"1460449202.2784";"около 3 тысяч";"60";"миролюбивый";"696";"25";"70";"82"
"1460450402.15447";"около 3 тысяч";"60";"миролюбивый";"696";"11";"70";"88"
"1460451602.39702";"около 5 тысяч";"60";"миролюбивый";"696";"336";"70";"88"
"1460452802.58842";"около 3 тысяч";"60";"миролюбивый";"696";"336";"70";"88"
"1460454002.70754";"около 3 тысяч";"60";"миролюбивый";"696";"127";"70";"90"
"1460455202.74203";"около 3 тысяч";"60";"миролюбивый";"696";"80";"70";"93"
"1460456402.82754";"около 3 тысяч";"60";"миролюбивый";"696";"59";"70";"96"
"1460457602.03629";"около 3 тысяч";"60";"миролюбивый";"696";"41";"71";"100"
"1460458802.14459";"около 4 тысяч";"60";"миролюбивый";"696";"46";"71";"100"
"1460460002.35872";"около 5 тысяч";"60";"миролюбивый";"696";"263";"71";"100"
"1460461202.47023";"около 5 тысяч";"60";"миролюбивый";"696";"296";"71";"1"
"1460462402.71062";"около 5 тысяч";"60";"миролюбивый";"696";"192";"71";"1"
"1460463602.11445";"около 7 тысяч";"60";"миролюбивый";"696";"274";"71";"1"
"1460464802.45042";"около 20 тысяч";"60";"миролюбивый";"698";"256";"71";"1"
"1460466002.58426";"около 20 тысяч";"60";"миролюбивый";"698";"137";"71";"4"
"1460467202.92643";"около 20 тысяч";"60";"миролюбивый";"698";"18";"71";"7"
"1460468402.0848";"около 20 тысяч";"60";"миролюбивый";"698";"270";"71";"7"
"1460469602.45484";"около 20 тысяч";"60";"миролюбивый";"698";"306";"71";"9"
"1460470802.91962";"около 20 тысяч";"60";"миролюбивый";"698";"327";"71";"12"
"1460472002.54049";"около 20 тысяч";"60";"миролюбивый";"698";"245";"71";"15"
"1460473202.97758";"около 20 тысяч";"60";"миролюбивый";"698";"8";"71";"16"
"1460474402.4415";"около 20 тысяч";"60";"миролюбивый";"698";"246";"71";"16"
"1460475602.08664";"около 22 тысяч";"60";"миролюбивый";"698";"336";"71";"16"
"1460476802.63726";"около 4 тысяч";"60";"миролюбивый";"698";"336";"71";"16"
"1460478002.22118";"около 4 тысяч";"60";"миролюбивый";"698";"262";"72";"19"
"1460479202.95764";"около 4 тысяч";"60";"миролюбивый";"698";"171";"72";"24"
"1460480402.3903";"около 4 тысяч";"60";"миролюбивый";"698";"26";"72";"26"
"1460481602.78041";"около 4 тысяч";"60";"миролюбивый";"698";"34";"72";"29"
"1460482802.49673";"около 4 тысяч";"60";"миролюбивый";"698";"48";"72";"33"
"1460484002.26278";"около 4 тысяч";"60";"миролюбивый";"698";"47";"72";"37"
"1460485202.16272";"около 4 тысяч";"60";"миролюбивый";"698";"62";"72";"50"
"1460486402.6113";"около 4 тысяч";"60";"миролюбивый";"698";"336";"72";"50"
"1460487602.9362";"около 4 тысяч";"60";"миролюбивый";"698";"239";"72";"53"
"1460488802.28508";"около 4 тысяч";"60";"миролюбивый";"698";"137";"72";"72"
"1460490002.44355";"около 4 тысяч";"60";"миролюбивый";"698";"16";"72";"73"
"1460491202.11186";"около 4 тысяч";"60";"миролюбивый";"698";"278";"72";"73"
"1460492402.95412";"около 6 тысяч";"60";"миролюбивый";"698";"336";"72";"73"
"1460493602.11513";"около 3 тысяч";"60";"миролюбивый";"698";"295";"72";"74"
"1460494802.73153";"около 3 тысяч";"60";"миролюбивый";"698";"205";"72";"76"
"1460496002.46949";"около 4 тысяч";"60";"миролюбивый";"698";"102";"72";"78"
"1460497202.19412";"около 4 тысяч";"60";"миролюбивый";"698";"64";"72";"81"
"1460498402.82701";"около 3 тысяч";"60";"миролюбивый";"698";"35";"72";"82"
"1460499602.96167";"около 3 тысяч";"60";"миролюбивый";"698";"21";"72";"85"
"1460500802.40424";"около 3 тысяч";"60";"миролюбивый";"698";"35";"72";"98"
"1460502002.32622";"около 3 тысяч";"60";"миролюбивый";"698";"50";"73";"100"
"1460503202.62265";"около 3 тысяч";"60";"миролюбивый";"699";"47";"73";"100"
"1460504402.50101";"около 4 тысяч";"60";"миролюбивый";"699";"326";"73";"100"
"1460505602.25414";"около 4 тысяч";"60";"миролюбивый";"699";"277";"73";"2"
"1460506802.33124";"около 4 тысяч";"60";"миролюбивый";"699";"122";"73";"5"
"1460508002.2893";"около 5 тысяч";"60";"миролюбивый";"699";"16";"73";"7"
"1460509202.07177";"около 5 тысяч";"60";"миролюбивый";"699";"281";"73";"7"
"1460510402.34204";"около 5 тысяч";"60";"миролюбивый";"699";"210";"73";"8"
"1460511602.92994";"около 5 тысяч";"60";"миролюбивый";"699";"66";"73";"10"
"1460512802.23435";"около 4 тысяч";"60";"миролюбивый";"699";"219";"73";"10"
"1460514002.27449";"около 4 тысяч";"60";"миролюбивый";"699";"227";"73";"11"
"1460515202.46577";"около 4 тысяч";"60";"миролюбивый";"699";"81";"73";"16"
"1460516402.43835";"около 4 тысяч";"60";"миролюбивый";"699";"30";"73";"17"
"1460517602.54187";"около 6 тысяч";"60";"миролюбивый";"699";"158";"73";"17"
"1460518802.09853";"около 6 тысяч";"60";"миролюбивый";"699";"306";"73";"17"
"1460520002.71457";"около 6 тысяч";"60";"миролюбивый";"699";"306";"73";"17"
"1460521202.83464";"около 6 тысяч";"60";"миролюбивый";"699";"306";"73";"17"
"1460522402.63826";"около 6 тысяч";"60";"миролюбивый";"699";"306";"73";"17"
"1460523602.31363";"около 6 тысяч";"60";"миролюбивый";"699";"306";"73";"17"
"1460524802.51308";"около 6 тысяч";"60";"миролюбивый";"699";"306";"73";"17"
"1460526002.13577";"около 7 тысяч";"60";"миролюбивый";"699";"156";"73";"46"
"1460527202.16475";"около 9 тысяч";"60";"миролюбивый";"699";"133";"73";"47"
"1460528402.55437";"около 9 тысяч";"60";"миролюбивый";"699";"56";"73";"52"
"1460529602.86263";"около 9 тысяч";"60";"миролюбивый";"699";"59";"73";"57"
"1460530802.48981";"около 10 тысяч";"60";"миролюбивый";"699";"64";"73";"62"
"1460532002.26968";"около 10 тысяч";"60";"миролюбивый";"699";"157";"73";"67"
"1460533202.74993";"около 10 тысяч";"60";"миролюбивый";"699";"40";"73";"71"
"1460534402.46993";"около 10 тысяч";"60";"миролюбивый";"699";"27";"73";"84"
"1460535602.956";"около 14 тысяч";"60";"миролюбивый";"699";"245";"73";"84"
"1460536802.98354";"около 15 тысяч";"60";"миролюбивый";"699";"336";"73";"84"
"1460538002.46599";"около 6 тысяч";"60";"миролюбивый";"699";"335";"73";"84"
"1460539202.68257";"около 6 тысяч";"60";"миролюбивый";"699";"299";"74";"86"
"1460540402.21026";"около 6 тысяч";"60";"миролюбивый";"699";"136";"74";"87"
"1460541602.73321";"около 7 тысяч";"60";"миролюбивый";"699";"134";"74";"89"
"1460542802.54402";"около 7 тысяч";"60";"миролюбивый";"699";"68";"74";"90"
"1460544002.33148";"около 7 тысяч";"60";"миролюбивый";"699";"109";"74";"93"
"1460545202.95004";"около 7 тысяч";"60";"миролюбивый";"699";"23";"74";"98"
"1460546402.38358";"около 7 тысяч";"60";"миролюбивый";"699";"190";"74";"100"
"1460547602.06627";"около 8 тысяч";"60";"миролюбивый";"699";"190";"74";"100"
"1460548802.56813";"около 5 тысяч";"60";"миролюбивый";"699";"190";"74";"100"
"1460550002.56947";"около 5 тысяч";"60";"миролюбивый";"699";"111";"74";"1"
"1460551202.52565";"около 5 тысяч";"60";"миролюбивый";"700";"39";"74";"3"
"1460552402.64804";"около 5 тысяч";"60";"миролюбивый";"700";"273";"74";"3"
"1460553602.15532";"около 5 тысяч";"60";"миролюбивый";"700";"251";"74";"5"
"1460554801.98227";"около 5 тысяч";"60";"миролюбивый";"700";"41";"74";"6"
"1460556002.30211";"около 9 тысяч";"60";"миролюбивый";"700";"132";"74";"6"
"1460557202.37045";"около 9 тысяч";"60";"миролюбивый";"700";"336";"74";"6"
"1460558402.78978";"около 9 тысяч";"60";"миролюбивый";"700";"231";"74";"9"
"1460559602.60838";"около 9 тысяч";"60";"миролюбивый";"700";"133";"74";"14"
"1460560802.86614";"около 8 тысяч";"60";"миролюбивый";"700";"27";"74";"17"
"1460562002.09654";"около 9 тысяч";"60";"миролюбивый";"700";"336";"74";"17"
"1460563202.42765";"около 4 тысяч";"60";"миролюбивый";"700";"336";"74";"17"
"1460564402.21005";"около 3 тысяч";"60";"миролюбивый";"700";"289";"74";"19"
"1460565602.33639";"около 3 тысяч";"60";"миролюбивый";"700";"206";"74";"23"
"1460566802.54128";"около 3 тысяч";"60";"миролюбивый";"700";"85";"75";"27"
"1460568002.63458";"около 3 тысяч";"60";"миролюбивый";"700";"112";"75";"30"
"1460569202.72342";"около 3 тысяч";"60";"миролюбивый";"700";"198";"75";"33"
"1460570402.90733";"около 4 тысяч";"60";"миролюбивый";"700";"256";"75";"33"
"1460571602.28271";"около 7 тысяч";"60";"миролюбивый";"700";"336";"75";"33"
"1460572802.79554";"около 7 тысяч";"60";"миролюбивый";"700";"336";"75";"33"
"1460574002.10391";"около 23 тысяч";"60";"миролюбивый";"701";"213";"75";"34"
"1460575202.63259";"около 23 тысяч";"60";"миролюбивый";"701";"70";"75";"36"
"1460576402.96549";"около 23 тысяч";"60";"миролюбивый";"701";"98";"75";"37"
"1460577602.14328";"около 22 тысяч";"60";"миролюбивый";"701";"333";"75";"37"
"1460578802.29705";"около 27 тысяч";"60";"миролюбивый";"701";"336";"75";"37"
"1460580002.43049";"около 24 тысяч";"60";"миролюбивый";"701";"336";"75";"37"
"1460581202.70554";"около 24 тысяч";"60";"миролюбивый";"701";"244";"75";"39"
"1460582402.96302";"около 24 тысяч";"60";"миролюбивый";"701";"27";"75";"39"
"1460583602.23416";"около 24 тысяч";"60";"миролюбивый";"701";"23";"75";"54"
"1460584802.5596";"около 24 тысяч";"60";"миролюбивый";"701";"21";"75";"55"
"1460586002.91094";"около 24 тысяч";"60";"миролюбивый";"701";"22";"75";"58"
"1460587202.2481";"около 24 тысяч";"60";"миролюбивый";"701";"38";"75";"63"
"1460588402.59014";"около 24 тысяч";"60";"миролюбивый";"701";"150";"75";"65"
"1460589601.98306";"около 24 тысяч";"60";"миролюбивый";"701";"331";"75";"36"
"1460590802.47801";"около 24 тысяч";"60";"миролюбивый";"701";"124";"75";"98"
"1460592002.87845";"около 24 тысяч";"60";"миролюбивый";"701";"25";"76";"21"
"1460593202.49163";"около 24 тысяч";"60";"миролюбивый";"701";"23";"76";"91"
"1460594402.63861";"около 24 тысяч";"60";"миролюбивый";"701";"30";"76";"68"
"1460595602.17829";"около 24 тысяч";"60";"миролюбивый";"701";"20";"76";"71"
"1460596802.48625";"около 25 тысяч";"60";"миролюбивый";"701";"27";"76";"73"
"1460598002.73305";"около 25 тысяч";"60";"миролюбивый";"701";"34";"76";"76"
"1460599201.90679";"около 25 тысяч";"60";"миролюбивый";"701";"201";"76";"76"
"1460600402.21725";"около 25 тысяч";"60";"миролюбивый";"701";"296";"76";"77"
"1460601602.53329";"около 25 тысяч";"60";"миролюбивый";"701";"145";"76";"80"
"1460602802.77548";"около 25 тысяч";"60";"миролюбивый";"701";"42";"76";"80"
"1460604002.02593";"около 25 тысяч";"60";"миролюбивый";"701";"16";"76";"84"
"1460605202.28226";"около 25 тысяч";"60";"миролюбивый";"701";"285";"76";"84"
"1460606402.73945";"около 11 тысяч";"60";"миролюбивый";"701";"336";"76";"84"
"1460607602.97362";"около 6 тысяч";"60";"миролюбивый";"701";"324";"76";"85"
"1460608802.46472";"около 9 тысяч";"60";"миролюбивый";"701";"336";"76";"86"
"1460610002.62794";"около 11 тысяч";"60";"миролюбивый";"701";"336";"76";"86"
"1460611202.84865";"около 28 тысяч";"60";"миролюбивый";"702";"267";"76";"88"
"1460612403.00359";"около 28 тысяч";"60";"миролюбивый";"702";"125";"76";"90"
"1460613602.20254";"около 28 тысяч";"60";"миролюбивый";"702";"98";"77";"92"
"1460614802.35433";"около 28 тысяч";"60";"миролюбивый";"702";"81";"77";"95"
"1460616002.44372";"около 31 тысяч";"60";"миролюбивый";"702";"112";"77";"96"
"1460617202.54678";"около 22 тысяч";"60";"миролюбивый";"702";"99";"77";"97"
"1460618402.87218";"около 22 тысяч";"60";"миролюбивый";"702";"17";"77";"99"
"1460619602.19089";"около 22 тысяч";"60";"миролюбивый";"702";"191";"77";"100"
"1460620802.60303";"около 3 тысяч";"60";"миролюбивый";"702";"191";"83";"100"
"1460622002.97283";"около 2 тысяч";"60";"миролюбивый";"702";"105";"83";"1"
"1460623202.00973";"около 2 тысяч";"60";"миролюбивый";"702";"40";"83";"2"
"1460624402.12622";"около 2 тысяч";"60";"миролюбивый";"702";"36";"83";"6"
"1460625602.33976";"около 2 тысяч";"60";"миролюбивый";"702";"17";"83";"9"
"1460626802.62606";"около 2 тысяч";"60";"миролюбивый";"703";"142";"83";"9"
"1460628003.01436";"около 3 тысяч";"60";"миролюбивый";"702";"336";"83";"9"
"1460629201.93921";"около 14 тысяч";"60";"миролюбивый";"704";"246";"84";"9"
"1460630402.13948";"около 14 тысяч";"60";"миролюбивый";"704";"336";"84";"9"
"1460631602.16262";"около 14 тысяч";"60";"миролюбивый";"704";"287";"84";"13"
"1460632802.27144";"около 14 тысяч";"60";"миролюбивый";"704";"51";"84";"14"
"1460634002.23846";"около 14 тысяч";"60";"миролюбивый";"704";"192";"84";"14"
"1460635202.48488";"около 19 тысяч";"60";"миролюбивый";"704";"336";"84";"14"
"1460636402.83763";"около 4 тысяч";"60";"миролюбивый";"704";"336";"84";"14"
"1460637602.21381";"около 4 тысяч";"60";"миролюбивый";"704";"230";"84";"17"
"1460638802.40338";"около 4 тысяч";"60";"миролюбивый";"704";"46";"84";"18"
"1460640002.44628";"около 4 тысяч";"60";"миролюбивый";"704";"159";"84";"18"
"1460641202.64984";"около 4 тысяч";"60";"миролюбивый";"704";"310";"84";"18"
"1460642402.04171";"около 4 тысяч";"60";"миролюбивый";"704";"148";"84";"18"
"1460643602.34708";"около 4 тысяч";"60";"миролюбивый";"704";"181";"84";"19"
"1460644802.79046";"около 6 тысяч";"60";"миролюбивый";"704";"54";"84";"21"
"1460646002.13503";"около 6 тысяч";"60";"миролюбивый";"704";"53";"84";"24"
"1460647202.46818";"около 6 тысяч";"60";"миролюбивый";"704";"290";"84";"25"
"1460648402.7523";"около 12 тысяч";"60";"миролюбивый";"704";"248";"85";"25"
"1460649602.95024";"около 12 тысяч";"60";"добродетельный";"704";"73";"85";"25"
"1460650802.36682";"около 4 тысяч";"60";"добродетельный";"704";"37";"85";"22"
"1460652002.63987";"около 3 тысяч";"60";"добродетельный";"704";"30";"85";"25"
"1460653202.95183";"около 3 тысяч";"60";"добродетельный";"704";"15";"85";"27"
"1460654402.54475";"около 3 тысяч";"60";"добродетельный";"704";"243";"85";"27"
"1460655602.76201";"около 3 тысяч";"60";"добродетельный";"704";"336";"85";"27"
"1460656802.06172";"около 3 тысяч";"60";"добродетельный";"704";"252";"85";"29"
"1460658002.2277";"около 3 тысяч";"60";"добродетельный";"704";"202";"85";"32"
"1460659202.64416";"около 4 тысяч";"60";"добродетельный";"704";"39";"85";"34"
"1460660402.92509";"около 4 тысяч";"60";"добродетельный";"704";"78";"85";"38"
"1460661602.49881";"около 4 тысяч";"60";"добродетельный";"704";"160";"85";"40"
"1460662802.85721";"около 4 тысяч";"60";"добродетельный";"704";"28";"85";"43"
"1460664002.21839";"около 4 тысяч";"60";"добродетельный";"704";"36";"85";"47"
