"";"gold_approx";"level";"alignment";"bricks_cnt";"health";"exp_progress";"quest_progress"
"1423906801.82411";"около 14 тысяч";"105";"абсолютное добро";"1000";"263";"32";"89"
"1423908002.29044";"около 14 тысяч";"105";"абсолютное добро";"1000";"164";"32";"90"
"1423909201.78425";"около 14 тысяч";"105";"абсолютное добро";"1000";"26";"32";"91"
"1423910402.09437";"около 14 тысяч";"105";"абсолютное добро";"1000";"47";"32";"93"
"1423911601.56282";"около 14 тысяч";"105";"абсолютное добро";"1000";"37";"32";"93"
"1423912801.78395";"около 14 тысяч";"105";"абсолютное добро";"1000";"21";"32";"94"
"1423914002.06484";"около 14 тысяч";"105";"абсолютное добро";"1000";"28";"32";"95"
"1423915201.53456";"около 14 тысяч";"105";"абсолютное добро";"1000";"135";"32";"96"
"1423916401.60215";"около 14 тысяч";"105";"абсолютное добро";"1000";"131";"32";"96"
"1423917601.90803";"около 14 тысяч";"105";"абсолютное добро";"1000";"131";"32";"96"
"1423918802.36046";"около 14 тысяч";"105";"абсолютное добро";"1000";"131";"32";"96"
"1423920001.98771";"около 14 тысяч";"105";"абсолютное добро";"1000";"131";"32";"96"
"1423921202.27599";"около 14 тысяч";"105";"абсолютное добро";"1000";"131";"32";"96"
"1423922401.77395";"около 14 тысяч";"105";"абсолютное добро";"1000";"131";"32";"96"
"1423923601.35008";"около 14 тысяч";"105";"абсолютное добро";"1000";"131";"32";"96"
"1423924801.65192";"около 14 тысяч";"105";"абсолютное добро";"1000";"131";"32";"96"
"1423926002.12812";"около 14 тысяч";"105";"абсолютное добро";"1000";"131";"32";"96"
"1423927201.41698";"около 14 тысяч";"105";"абсолютное добро";"1000";"131";"32";"96"
"1423928401.78832";"около 14 тысяч";"105";"абсолютное добро";"1000";"131";"32";"96"
"1423929602.25639";"около 5 тысяч";"105";"абсолютное добро";"1000";"412";"34";"9"
"1423930801.42804";"около 5 тысяч";"105";"абсолютное добро";"1000";"318";"34";"13"
"1423932001.7158";"около 6 тысяч";"105";"абсолютное добро";"1000";"132";"34";"16"
"1423933202.18762";"около 6 тысяч";"105";"абсолютное добро";"1000";"21";"34";"19"
"1423934401.98065";"около 6 тысяч";"105";"абсолютное добро";"1000";"482";"34";"19"
"1423935602.27072";"около 6 тысяч";"105";"абсолютное добро";"1000";"410";"34";"21"
"1423936801.70329";"около 6 тысяч";"105";"абсолютное добро";"1000";"309";"34";"23"
"1423938001.28376";"около 6 тысяч";"105";"абсолютное добро";"1000";"219";"34";"27"
"1423939201.57706";"около 6 тысяч";"105";"абсолютное добро";"1000";"105";"34";"30"
"1423940402.06824";"около 6 тысяч";"105";"абсолютное добро";"1000";"87";"34";"30"
"1423941601.34998";"около 6 тысяч";"105";"абсолютное добро";"1000";"87";"34";"30"
"1423942801.68866";"около 6 тысяч";"105";"абсолютное добро";"1000";"498";"34";"30"
"1423944001.96864";"около 8 тысяч";"105";"абсолютное добро";"1000";"465";"34";"31"
"1423945202.25837";"около 8 тысяч";"105";"абсолютное добро";"1000";"350";"34";"33"
"1423946401.54102";"около 8 тысяч";"105";"абсолютное добро";"1000";"230";"34";"36"
"1423947601.84688";"около 8 тысяч";"105";"абсолютное добро";"1000";"115";"34";"40"
"1423948802.13857";"около 9 тысяч";"105";"абсолютное добро";"1000";"23";"34";"44"
"1423950001.4225";"около 9 тысяч";"105";"абсолютное добро";"1000";"35";"34";"47"
"1423951201.7101";"около 9 тысяч";"105";"абсолютное добро";"1000";"46";"34";"49"
"1423952402.00244";"около 10 тысяч";"105";"абсолютное добро";"1000";"362";"34";"49"
"1423953601.30042";"около 11 тысяч";"105";"абсолютное добро";"1000";"516";"34";"49"
"1423954801.58302";"около 13 тысяч";"105";"абсолютное добро";"1000";"488";"34";"49"
"1423956001.86461";"около 9 тысяч";"105";"абсолютное добро";"1000";"470";"34";"51"
"1423957202.14925";"около 9 тысяч";"105";"абсолютное добро";"1000";"470";"34";"60"
"1423958401.43495";"около 9 тысяч";"105";"абсолютное добро";"1000";"470";"34";"68"
"1423959601.72261";"около 9 тысяч";"105";"абсолютное добро";"1000";"470";"34";"80"
"1423960802.0053";"около 10 тысяч";"105";"абсолютное добро";"1000";"470";"34";"88"
"1423962001.28322";"около 10 тысяч";"105";"абсолютное добро";"1000";"415";"34";"93"
"1423964401.7206";"около 10 тысяч";"105";"абсолютное добро";"1000";"128";"34";"99"
"1423965602.00811";"около 10 тысяч";"105";"абсолютное добро";"1000";"94";"34";"100"
"1423966801.30114";"около 12 тысяч";"105";"абсолютное добро";"1000";"269";"34";"100"
"1423968001.61134";"около 12 тысяч";"105";"абсолютное добро";"1000";"516";"34";"100"
"1423969201.90169";"около 10 тысяч";"105";"абсолютное добро";"1000";"397";"34";"0"
"1423970402.19911";"около 10 тысяч";"105";"абсолютное добро";"1000";"247";"34";"2"
"1423971601.50252";"около 10 тысяч";"105";"абсолютное добро";"1000";"100";"34";"3"
"1423972801.82095";"около 10 тысяч";"105";"абсолютное добро";"1000";"88";"34";"5"
"1423974002.10735";"около 10 тысяч";"105";"абсолютное добро";"1000";"5";"34";"6"
"1423975201.4617";"около 13 тысяч";"105";"абсолютное добро";"1000";"267";"34";"6"
"1423976401.91988";"около 13 тысяч";"105";"абсолютное добро";"1000";"267";"34";"6"
"1423977602.23458";"около 13 тысяч";"105";"абсолютное добро";"1000";"267";"34";"6"
"1423978801.52004";"около 13 тысяч";"105";"абсолютное добро";"1000";"267";"34";"6"
"1423980001.99463";"около 13 тысяч";"105";"абсолютное добро";"1000";"267";"34";"6"
"1423981201.96849";"около 13 тысяч";"105";"абсолютное добро";"1000";"267";"34";"6"
"1423982402.26942";"около 13 тысяч";"105";"абсолютное добро";"1000";"267";"34";"6"
"1423983601.71681";"около 13 тысяч";"105";"абсолютное добро";"1000";"267";"34";"6"
"1423984801.62387";"около 13 тысяч";"105";"абсолютное добро";"1000";"267";"34";"6"
"1423986001.92339";"около 13 тысяч";"105";"абсолютное добро";"1000";"267";"34";"6"
"1423987202.49756";"около 13 тысяч";"105";"абсолютное добро";"1000";"267";"34";"6"
"1423988402.06579";"около 13 тысяч";"105";"абсолютное добро";"1000";"267";"34";"6"
"1423989601.34979";"около 13 тысяч";"105";"абсолютное добро";"1000";"267";"34";"6"
"1423990801.75701";"около 13 тысяч";"105";"абсолютное добро";"1000";"267";"34";"6"
"1423992001.64744";"около 13 тысяч";"105";"абсолютное добро";"1000";"267";"34";"6"
"1423993201.93333";"около 13 тысяч";"105";"абсолютное добро";"1000";"267";"34";"6"
"1423994402.3709";"около 13 тысяч";"105";"абсолютное добро";"1000";"267";"34";"6"
"1423995601.6189";"около 13 тысяч";"105";"абсолютное добро";"1000";"267";"34";"6"
"1423996801.91663";"около 12 тысяч";"105";"абсолютное добро";"1000";"427";"34";"56"
"1423998002.36999";"около 12 тысяч";"105";"абсолютное добро";"1000";"359";"34";"60"
"1423999201.39862";"около 12 тысяч";"105";"абсолютное добро";"1000";"183";"34";"63"
"1424000401.70261";"около 12 тысяч";"105";"абсолютное добро";"1000";"89";"34";"66"
"1424001602.16945";"около 12 тысяч";"105";"абсолютное добро";"1000";"416";"34";"70"
"1424002801.40069";"около 12 тысяч";"105";"абсолютное добро";"1000";"280";"34";"72"
"1424004001.81616";"около 12 тысяч";"105";"абсолютное добро";"1000";"108";"34";"84"
"1424005202.27859";"около 13 тысяч";"105";"абсолютное добро";"1000";"51";"34";"87"
"1424006401.45456";"около 13 тысяч";"105";"абсолютное добро";"1000";"126";"34";"90"
"1424007601.73784";"около 13 тысяч";"105";"абсолютное добро";"1000";"27";"34";"94"
"1424008802.16983";"около 13 тысяч";"105";"абсолютное добро";"1000";"64";"34";"95"
"1424010001.62998";"около 13 тысяч";"105";"абсолютное добро";"1000";"311";"34";"95"
"1424011201.92734";"около 13 тысяч";"105";"абсолютное добро";"1000";"473";"34";"95"
"1424012402.3619";"около 15 тысяч";"105";"абсолютное добро";"1000";"516";"34";"95"
"1424013601.72761";"около 17 тысяч";"105";"абсолютное добро";"1000";"516";"34";"95"
"1424014802.02079";"около 12 тысяч";"105";"абсолютное добро";"1000";"485";"34";"97"
"1424016001.46616";"около 12 тысяч";"105";"абсолютное добро";"1000";"477";"34";"100"
"1424017201.833";"около 3 тысяч";"105";"абсолютное добро";"1000";"477";"36";"100"
"1424018402.11139";"около тысячи";"105";"абсолютное добро";"1000";"453";"36";"0"
"1424019601.57413";"около тысячи";"105";"абсолютное добро";"1000";"321";"36";"3"
"1424020801.5297";"около 16 сотен";"105";"абсолютное добро";"1000";"462";"36";"5"
"1424022002.41263";"около 16 сотен";"105";"абсолютное добро";"1000";"332";"36";"7"
"1424023201.87129";"около 18 сотен";"105";"абсолютное добро";"1000";"380";"36";"15"
"1424024401.51323";"около 18 сотен";"105";"абсолютное добро";"1000";"230";"36";"16"
"1424025601.90001";"около 19 сотен";"105";"абсолютное добро";"1000";"133";"36";"18"
"1424026802.32269";"около 2 тысяч";"105";"абсолютное добро";"1000";"365";"36";"21"
"1424028001.60545";"около 2 тысяч";"105";"абсолютное добро";"1000";"284";"36";"25"
"1424029201.9087";"около 2 тысяч";"105";"абсолютное добро";"1000";"199";"36";"27"
"1424030402.20007";"около 3 тысяч";"105";"абсолютное добро";"1000";"446";"36";"29"
"1424031601.51254";"около 3 тысяч";"105";"абсолютное добро";"1000";"357";"36";"32"
"1424032801.82271";"около 4 тысяч";"105";"абсолютное добро";"1000";"220";"36";"33"
"1424034002.12438";"около 4 тысяч";"105";"абсолютное добро";"1000";"141";"36";"37"
"1424035201.45837";"около 4 тысяч";"105";"абсолютное добро";"1000";"420";"36";"37"
"1424036401.799";"около 6 тысяч";"105";"абсолютное добро";"1000";"516";"36";"37"
"1424037602.10546";"около 8 тысяч";"105";"абсолютное добро";"1000";"516";"36";"37"
"1424038801.39007";"около 6 тысяч";"105";"абсолютное добро";"1000";"510";"36";"37"
"1424040001.69563";"около 6 тысяч";"105";"абсолютное добро";"1000";"432";"36";"40"
"1424041201.99902";"около 6 тысяч";"105";"абсолютное добро";"1000";"350";"36";"44"
"1424042401.41482";"около 6 тысяч";"105";"абсолютное добро";"1000";"230";"36";"48"
"1424043601.70937";"около 6 тысяч";"105";"абсолютное добро";"1000";"204";"36";"53"
"1424044802.00952";"около 6 тысяч";"105";"абсолютное добро";"1000";"204";"36";"60"
"1424046001.30619";"около 6 тысяч";"105";"абсолютное добро";"1000";"204";"36";"66"
"1424047201.5965";"около 7 тысяч";"105";"абсолютное добро";"1000";"154";"36";"70"
"1424048401.8944";"около 7 тысяч";"105";"абсолютное добро";"1000";"26";"36";"72"
"1424049602.19177";"около 6 тысяч";"105";"абсолютное добро";"1000";"154";"36";"83"
"1424050801.48111";"около 7 тысяч";"105";"абсолютное добро";"1000";"34";"36";"85"
"1424052001.77799";"около 7 тысяч";"105";"абсолютное добро";"1000";"56";"36";"88"
"1424053203.00958";"около 8 тысяч";"105";"абсолютное добро";"1000";"267";"36";"89"
"1424054401.31552";"около 10 тысяч";"105";"абсолютное добро";"1000";"247";"36";"90"
"1424055601.60951";"около 10 тысяч";"105";"абсолютное добро";"1000";"142";"36";"92"
"1424056801.93723";"около 10 тысяч";"105";"абсолютное добро";"1000";"71";"36";"100"
"1424058002.25043";"около 11 тысяч";"105";"абсолютное добро";"1000";"71";"36";"100"
"1424059201.55537";"около 11 тысяч";"105";"абсолютное добро";"1000";"395";"36";"100"
"1424060401.90536";"около 11 тысяч";"105";"абсолютное добро";"1000";"463";"36";"0"
"1424061601.31994";"около 11 тысяч";"105";"абсолютное добро";"1000";"302";"36";"4"
"1424062801.86722";"около 11 тысяч";"105";"абсолютное добро";"1000";"181";"36";"8"
"1424064001.55507";"около 11 тысяч";"105";"абсолютное добро";"1000";"462";"36";"11"
"1424065201.85639";"около 11 тысяч";"105";"абсолютное добро";"1000";"344";"36";"31"
"1424066402.33759";"около 11 тысяч";"105";"абсолютное добро";"1000";"215";"36";"34"
"1424067601.69852";"около 11 тысяч";"105";"абсолютное добро";"1000";"509";"36";"38"
"1424068802.01352";"около 11 тысяч";"105";"абсолютное добро";"1000";"405";"36";"42"
"1424070001.4884";"около 12 тысяч";"105";"абсолютное добро";"1000";"286";"36";"46"
"1424071202.17154";"около 12 тысяч";"105";"абсолютное добро";"1000";"121";"36";"49"
"1424072401.47708";"около 12 тысяч";"105";"абсолютное добро";"1000";"516";"36";"53"
"1424073601.92913";"около 12 тысяч";"105";"абсолютное добро";"1000";"421";"36";"58"
"1424074802.36726";"около 12 тысяч";"105";"абсолютное добро";"1000";"340";"36";"64"
"1424076001.66066";"около 12 тысяч";"105";"абсолютное добро";"1000";"222";"36";"67"
"1424077202.13376";"около 12 тысяч";"105";"абсолютное добро";"1000";"134";"36";"71"
"1424078401.80636";"около 12 тысяч";"105";"абсолютное добро";"1000";"516";"36";"71"
"1424079602.09063";"около 15 тысяч";"105";"абсолютное добро";"1000";"516";"36";"71"
"1424080801.60026";"около 15 тысяч";"105";"абсолютное добро";"1000";"504";"36";"71"
"1424082001.96006";"около 8 тысяч";"105";"абсолютное добро";"1000";"471";"36";"71"
"1424083202.26666";"около 8 тысяч";"105";"абсолютное добро";"1000";"423";"36";"74"
"1424084401.7645";"около 8 тысяч";"105";"абсолютное добро";"1000";"347";"36";"80"
"1424085601.61334";"около 8 тысяч";"105";"абсолютное добро";"1000";"132";"36";"82"
"1424086801.91545";"около 8 тысяч";"105";"абсолютное добро";"1000";"428";"36";"85"
"1424088002.3566";"около 9 тысяч";"105";"абсолютное добро";"1000";"228";"36";"88"
"1424089201.62732";"около 9 тысяч";"105";"абсолютное добро";"1000";"146";"36";"92"
"1424090401.91459";"около 9 тысяч";"105";"абсолютное добро";"1000";"153";"36";"95"
"1424091602.34168";"около 9 тысяч";"105";"абсолютное добро";"1000";"44";"36";"98"
"1424092801.77796";"около 10 тысяч";"105";"абсолютное добро";"1000";"44";"36";"100"
"1424094002.07037";"около 12 тысяч";"105";"абсолютное добро";"1000";"62";"36";"100"
"1424095201.50638";"около 12 тысяч";"105";"абсолютное добро";"1000";"394";"36";"100"
"1424096402.03725";"около 11 тысяч";"105";"абсолютное добро";"1000";"500";"36";"0"
"1424097601.32893";"около 11 тысяч";"105";"абсолютное добро";"1000";"469";"36";"2"
"1424098801.75693";"около 11 тысяч";"105";"абсолютное добро";"1000";"394";"36";"7"
"1424100001.68182";"около 11 тысяч";"105";"абсолютное добро";"1000";"401";"36";"10"
"1424101201.96838";"около 12 тысяч";"105";"абсолютное добро";"1000";"300";"36";"13"
"1424102402.41017";"около 12 тысяч";"105";"абсолютное добро";"1000";"387";"36";"16"
"1424103601.38517";"около 12 тысяч";"105";"абсолютное добро";"1000";"464";"36";"19"
"1424104801.68925";"около 12 тысяч";"105";"абсолютное добро";"1000";"455";"36";"21"
"1424106002.14808";"около 12 тысяч";"105";"абсолютное добро";"1000";"362";"36";"25"
"1424107201.73824";"около 12 тысяч";"105";"абсолютное добро";"1000";"272";"36";"28"
"1424108402.02634";"около 12 тысяч";"105";"абсолютное добро";"1000";"212";"36";"33"
"1424109601.50547";"около 12 тысяч";"105";"абсолютное добро";"1000";"109";"36";"35"
"1424110801.95189";"около 12 тысяч";"105";"абсолютное добро";"1000";"480";"36";"40"
"1424112002.26012";"около 15 тысяч";"105";"абсолютное добро";"1000";"516";"36";"40"
"1424113201.69867";"около 16 тысяч";"105";"абсолютное добро";"1000";"516";"36";"40"
"1424114401.50005";"около 13 тысяч";"105";"абсолютное добро";"1000";"435";"36";"42"
"1424115601.7882";"около 14 тысяч";"105";"абсолютное добро";"1000";"170";"36";"44"
"1424116802.13684";"около 14 тысяч";"105";"абсолютное добро!";"1000";"279";"36";"51"
"1424118001.43243";"около 15 тысяч";"105";"абсолютное добро!";"1000";"127";"36";"53"
"1424119201.7304";"около 15 тысяч";"105";"абсолютное добро!";"1000";"383";"36";"58"
"1424120402.01651";"около 15 тысяч";"105";"абсолютное добро";"1000";"221";"36";"59"
"1424121601.30306";"около 15 тысяч";"105";"абсолютное добро";"1000";"394";"36";"63"
"1424122801.58546";"около 17 тысяч";"105";"абсолютное добро";"1000";"386";"36";"64"
"1424124001.87619";"около 17 тысяч";"105";"абсолютное добро";"1000";"290";"36";"66"
"1424125202.18711";"около 17 тысяч";"105";"абсолютное добро";"1000";"187";"36";"68"
"1424126401.47081";"около 17 тысяч";"105";"абсолютное добро";"1000";"106";"36";"72"
"1424127601.76837";"около 17 тысяч";"105";"абсолютное добро";"1000";"207";"36";"74"
"1424128802.05442";"около 17 тысяч";"105";"абсолютное добро";"1000";"71";"36";"97"
"1424130001.33196";"около 17 тысяч";"105";"абсолютное добро";"1000";"30";"36";"100"
"1424131201.61034";"около 8 тысяч";"105";"абсолютное добро";"1000";"24";"38";"100"
"1424132401.90559";"около 8 тысяч";"105";"абсолютное добро";"1000";"492";"38";"100"
"1424133602.19809";"около 8 тысяч";"105";"абсолютное добро";"1000";"458";"38";"5"
"1424134801.48116";"около 8 тысяч";"105";"абсолютное добро";"1000";"349";"38";"7"
"1424136001.76389";"около 8 тысяч";"105";"абсолютное добро";"1000";"251";"38";"10"
"1424137202.0522";"около 8 тысяч";"105";"абсолютное добро";"1000";"77";"38";"24"
"1424138401.33074";"около 8 тысяч";"105";"абсолютное добро";"1000";"423";"38";"27"
"1424139601.62035";"около 8 тысяч";"105";"абсолютное добро";"1000";"287";"38";"30"
"1424140801.90593";"около 8 тысяч";"105";"абсолютное добро";"1000";"189";"38";"34"
"1424142002.19126";"около 8 тысяч";"105";"абсолютное добро";"1000";"77";"38";"37"
"1424144401.74816";"около 8 тысяч";"105";"абсолютное добро";"1000";"294";"38";"40"
"1424145602.06257";"около 11 тысяч";"105";"абсолютное добро";"1000";"516";"38";"40"
"1424146801.35458";"около 6 тысяч";"105";"абсолютное добро";"1000";"516";"38";"40"
"1424148001.65549";"около 6 тысяч";"105";"абсолютное добро";"1000";"448";"38";"44"
"1424149202.11123";"около 7 тысяч";"105";"абсолютное добро";"1000";"340";"38";"48"
"1424150402.27398";"около 7 тысяч";"105";"абсолютное добро";"1000";"268";"38";"53"
"1424151601.56474";"около 7 тысяч";"105";"абсолютное добро";"1000";"147";"38";"55"
"1424152802.03899";"около 7 тысяч";"105";"абсолютное добро";"1000";"418";"38";"59"
"1424154001.41298";"около 8 тысяч";"105";"абсолютное добро";"1000";"300";"38";"61"
"1424155201.705";"около 8 тысяч";"105";"абсолютное добро";"1000";"458";"38";"65"
"1424156402.23553";"около 8 тысяч";"105";"абсолютное добро";"1000";"209";"38";"67"
"1424157601.93408";"около 8 тысяч";"105";"абсолютное добро!";"1000";"418";"38";"71"
"1424158802.22299";"около 8 тысяч";"105";"абсолютное добро!";"1000";"296";"38";"73"
"1424160001.70016";"около 9 тысяч";"105";"абсолютное добро!";"1000";"240";"38";"77"
"1424161202.00417";"около 9 тысяч";"105";"абсолютное добро!";"1000";"112";"38";"79"
"1424162401.31949";"около 9 тысяч";"105";"абсолютное добро!";"1000";"439";"38";"82"
"1424163601.78936";"около 9 тысяч";"105";"абсолютное добро";"1000";"312";"38";"87"
"1424164801.9679";"около 9 тысяч";"105";"абсолютное добро";"1000";"241";"38";"89"
"1424166002.2678";"около 10 тысяч";"105";"абсолютное добро";"1000";"516";"38";"89"
"1424167201.75016";"около 12 тысяч";"105";"абсолютное добро";"1000";"516";"38";"89"
"1424168401.75262";"около 6 тысяч";"105";"абсолютное добро";"1000";"516";"38";"89"
"1424169602.05528";"около 6 тысяч";"105";"абсолютное добро";"1000";"495";"38";"100"
"1424170801.50244";"около 7 тысяч";"105";"абсолютное добро";"1000";"495";"38";"100"
"1424172001.99532";"около 3 тысяч";"105";"абсолютное добро";"1000";"407";"38";"1"
"1424173201.28072";"около 3 тысяч";"105";"абсолютное добро";"1000";"265";"38";"22"
"1424174401.74725";"около 3 тысяч";"105";"абсолютное добро";"1000";"200";"38";"26"
"1424175602.18967";"около 3 тысяч";"105";"абсолютное добро";"1000";"56";"38";"27"
"1424176801.47717";"около 3 тысяч";"105";"абсолютное добро";"1000";"107";"38";"30"
"1424178001.94105";"около 3 тысяч";"105";"абсолютное добро!";"1000";"424";"38";"32"
"1424179201.97641";"около 3 тысяч";"105";"абсолютное добро!";"1000";"306";"38";"35"
"1424180402.27035";"около 3 тысяч";"105";"абсолютное добро!";"1000";"196";"38";"39"
"1424181601.82996";"около 3 тысяч";"105";"абсолютное добро!";"1000";"367";"38";"43"
"1424182801.40834";"около 3 тысяч";"105";"абсолютное добро!";"1000";"241";"38";"47"
"1424184001.69882";"около 4 тысяч";"105";"абсолютное добро!";"1000";"196";"38";"52"
"1424185202.20005";"около 4 тысяч";"105";"абсолютное добро";"1000";"90";"38";"55"
"1424186401.63689";"около 4 тысяч";"105";"абсолютное добро";"1000";"238";"38";"58"
"1424187601.93107";"около 5 тысяч";"105";"абсолютное добро";"1000";"224";"38";"59"
"1424188802.42039";"около 6 тысяч";"105";"абсолютное добро";"1000";"179";"38";"61"
"1424190002.01221";"около 7 тысяч";"105";"абсолютное добро";"1000";"81";"38";"66"
"1424191201.30313";"около 7 тысяч";"105";"абсолютное добро";"1000";"57";"38";"68"
"1424192401.77189";"около 7 тысяч";"105";"абсолютное добро!";"1000";"453";"38";"72"
"1424193601.63415";"около 7 тысяч";"105";"абсолютное добро!";"1000";"274";"38";"75"
"1424194801.91999";"около 8 тысяч";"105";"абсолютное добро!";"1000";"164";"38";"79"
"1424196002.3763";"около 8 тысяч";"105";"абсолютное добро!";"1000";"113";"38";"85"
"1424197202.21631";"около 8 тысяч";"105";"абсолютное добро!";"1000";"282";"38";"86"
"1424198401.55071";"около 8 тысяч";"105";"абсолютное добро!";"1000";"101";"38";"88"
"1424199602.1333";"около 8 тысяч";"105";"абсолютное добро!";"1000";"92";"38";"91"
"1424200801.50441";"около 8 тысяч";"105";"абсолютное добро!";"1000";"150";"38";"92"
"1424202001.79891";"около 8 тысяч";"105";"абсолютное добро!";"1000";"167";"38";"93"
"1424203202.09305";"около 9 тысяч";"105";"абсолютное добро!";"1000";"65";"38";"96"
"1424204401.39247";"около 9 тысяч";"105";"абсолютное добро!";"1000";"69";"38";"100"
"1424205601.68453";"около 9 тысяч";"105";"абсолютное добро!";"1000";"69";"38";"100"
"1424206801.96756";"около 14 тысяч";"105";"абсолютное добро!";"1000";"69";"38";"100"
"1424208002.26449";"около 14 тысяч";"105";"абсолютное добро!";"1000";"376";"38";"100"
"1424209201.54537";"около 14 тысяч";"105";"абсолютное добро!";"1000";"480";"38";"0"
"1424210401.84257";"около 14 тысяч";"105";"абсолютное добро!";"1000";"510";"38";"10"
"1424211602.13504";"около 14 тысяч";"105";"абсолютное добро!";"1000";"498";"38";"20"
"1424212801.53175";"около 14 тысяч";"105";"абсолютное добро!";"1000";"486";"38";"30"
"1424214001.81851";"около 14 тысяч";"105";"абсолютное добро!";"1000";"332";"38";"51"
"1424215202.10004";"около 14 тысяч";"105";"абсолютное добро!";"1000";"198";"38";"56"
"1424216401.39599";"около 14 тысяч";"105";"абсолютное добро!";"1000";"141";"38";"62"
"1424217601.68248";"около 14 тысяч";"105";"абсолютное добро!";"1000";"82";"38";"69"
"1424218801.97021";"около 14 тысяч";"105";"абсолютное добро!";"1000";"228";"38";"73"
"1424220002.27105";"около 14 тысяч";"105";"абсолютное добро!";"1000";"242";"38";"78"
"1424221201.59044";"около 14 тысяч";"105";"абсолютное добро!";"1000";"139";"38";"81"
"1424222401.88428";"около 15 тысяч";"105";"абсолютное добро!";"1000";"47";"38";"88"
"1424223602.1691";"около 15 тысяч";"105";"абсолютное добро!";"1000";"165";"38";"94"
"1424224801.55956";"около 15 тысяч";"105";"абсолютное добро!";"1000";"39";"38";"96"
"1424226001.84537";"около 15 тысяч";"105";"абсолютное добро!";"1000";"50";"38";"97"
"1424227202.1499";"около 15 тысяч";"105";"абсолютное добро!";"1000";"157";"38";"100"
"1424228401.43862";"около 6 тысяч";"105";"абсолютное добро";"1000";"175";"40";"100"
"1424229601.73958";"около 8 тысяч";"105";"абсолютное добро";"1000";"175";"40";"100"
"1424230802.03622";"около 4 тысяч";"105";"абсолютное добро";"1000";"168";"40";"0"
"1424232001.35801";"около 4 тысяч";"105";"абсолютное добро";"1000";"58";"40";"3"
"1424233201.67497";"ни одного";"105";"абсолютное добро";"1000";"516";"40";"4"
"1424234401.98124";"около сотни";"105";"абсолютное добро";"1000";"407";"40";"7"
"1424235602.44622";"около сотни";"105";"абсолютное добро";"1000";"300";"40";"11"
"1424236802.1561";"около сотни";"105";"абсолютное добро";"1000";"77";"40";"13"
"1424238001.4593";"около 2 сотен";"105";"абсолютное добро";"1000";"450";"40";"18"
"1424239202.05773";"около 3 сотен";"105";"абсолютное добро";"1000";"309";"40";"22"
"1424240401.75879";"около 4 сотен";"105";"абсолютное добро";"1000";"495";"40";"23"
"1424241602.05574";"около 4 сотен";"105";"абсолютное добро";"1000";"423";"40";"25"
"1424242801.5364";"около 6 сотен";"105";"абсолютное добро";"1000";"310";"40";"28"
"1424244001.32288";"около 6 сотен";"105";"абсолютное добро";"1000";"189";"40";"33"
"1424245201.63736";"около 7 сотен";"105";"абсолютное добро";"1000";"124";"40";"36"
"1424246402.06186";"около тысячи";"105";"абсолютное добро!";"1000";"395";"40";"41"
"1424247601.51718";"около тысячи";"105";"абсолютное добро!";"1000";"315";"40";"45"
"1424248801.80526";"около 2 тысяч";"105";"абсолютное добро!";"1000";"229";"40";"50"
"1424250002.24584";"около 2 тысяч";"105";"абсолютное добро";"1000";"118";"40";"52"
"1424251201.41592";"около 2 тысяч";"105";"абсолютное добро";"1000";"272";"40";"55"
"1424252401.69476";"около 5 тысяч";"105";"абсолютное добро!";"1000";"441";"40";"55"
"1424253602.13469";"около 5 тысяч";"105";"абсолютное добро!";"1000";"398";"40";"58"
"1424254801.60595";"около 5 тысяч";"105";"абсолютное добро!";"1000";"298";"40";"63"
"1424256001.90015";"около 6 тысяч";"105";"абсолютное добро!";"1000";"140";"40";"64"
"1424257202.36313";"около 6 тысяч";"105";"абсолютное добро!";"1000";"162";"40";"67"
"1424258401.68942";"около 6 тысяч";"105";"абсолютное добро!";"1000";"444";"40";"69"
"1424259601.97473";"около 6 тысяч";"105";"абсолютное добро!";"1000";"387";"40";"73"
"1424260802.4318";"около 6 тысяч";"105";"абсолютное добро!";"1000";"298";"40";"77"
"1424262001.90179";"около 6 тысяч";"105";"абсолютное добро!";"1000";"431";"40";"81"
"1424263202.21147";"около 6 тысяч";"105";"абсолютное добро!";"1000";"451";"40";"84"
"1424264401.67503";"около 6 тысяч";"105";"абсолютное добро!";"1000";"332";"40";"89"
"1424265601.30168";"около 6 тысяч";"105";"абсолютное добро!";"1000";"347";"40";"94"
"1424266801.59402";"около 6 тысяч";"105";"абсолютное добро!";"1000";"213";"40";"98"
"1424268002.04914";"около 6 тысяч";"105";"абсолютное добро!";"1000";"167";"40";"100"
"1424269201.41469";"около 8 тысяч";"105";"абсолютное добро!";"1000";"167";"40";"100"
"1424270401.70153";"около 12 тысяч";"105";"абсолютное добро!";"1000";"168";"40";"100"
"1424272801.50143";"около 9 тысяч";"105";"абсолютное добро!";"1000";"441";"40";"2"
"1424274001.79381";"около 9 тысяч";"105";"абсолютное добро!";"1000";"359";"40";"7"
"1424275202.24826";"около 9 тысяч";"105";"абсолютное добро!";"1000";"343";"40";"11"
"1424276401.91544";"около 10 тысяч";"105";"абсолютное добро!";"1000";"207";"40";"15"
"1424278801.60168";"около 9 тысяч";"105";"абсолютное добро!";"1000";"230";"40";"20"
"1424280001.63067";"около 10 тысяч";"105";"абсолютное добро!";"1000";"85";"40";"25"
"1424281201.97836";"около 10 тысяч";"105";"абсолютное добро!";"1000";"368";"40";"28"
