"";"gold_approx";"level";"alignment";"bricks_cnt";"health";"exp_progress";"quest_progress"
"1423794002.04774";"ни одного";"31";"агрессивный";"712";"0";"82";"27"
"1423795201.37286";"ни одного";"31";"агрессивный";"712";"0";"82";"27"
"1423796401.69165";"ни одного";"31";"агрессивный";"712";"0";"82";"27"
"1423797602.00078";"ни одного";"31";"агрессивный";"712";"0";"82";"27"
"1423798801.35626";"ни одного";"31";"агрессивный";"712";"0";"82";"27"
"1423800001.69834";"ни одного";"31";"агрессивный";"712";"0";"82";"27"
"1423801202.00091";"десяток";"31";"агрессивный";"712";"181";"82";"27"
"1423802401.36624";"около 7 десятков";"31";"агрессивный";"712";"91";"83";"30"
"1423803601.87592";"около сотни";"31";"агрессивный";"712";"33";"83";"34"
"1423804801.30991";"около 2 сотен";"31";"агрессивный";"712";"20";"83";"38"
"1423806001.62675";"около 3 сотен";"31";"агрессивный";"712";"19";"83";"39"
"1423807202.09262";"около 3 тысяч";"31";"агрессивный";"712";"220";"83";"39"
"1423808401.47542";"около 3 сотен";"31";"агрессивный";"713";"220";"83";"39"
"1423809601.76425";"около 4 сотен";"31";"агрессивный";"713";"207";"83";"40"
"1423810802.31022";"около 4 сотен";"31";"агрессивный";"713";"137";"83";"46"
"1423812001.40385";"около 5 сотен";"31";"агрессивный";"713";"37";"84";"49"
"1423813201.71098";"около 3 сотен";"31";"агрессивный";"713";"17";"84";"52"
"1423814402.16801";"около 3 сотен";"31";"агрессивный";"713";"93";"84";"52"
"1423815601.8662";"около 3 сотен";"31";"агрессивный";"713";"220";"84";"52"
"1423816802.1628";"около 5 сотен";"31";"агрессивный";"713";"160";"84";"56"
"1423818001.60681";"около 6 сотен";"31";"агрессивный";"713";"19";"84";"59"
"1423819201.64624";"около 6 сотен";"31";"агрессивный";"713";"17";"84";"59"
"1423820401.99782";"около 16 сотен";"31";"агрессивный";"713";"220";"84";"59"
"1423821601.52158";"около тысячи";"31";"агрессивный";"713";"220";"84";"59"
"1423822802.19219";"около тысячи";"31";"агрессивный";"713";"220";"84";"59"
"1423824001.5354";"около тысячи";"31";"агрессивный";"713";"58";"84";"61"
"1423825202.04272";"около тысячи";"31";"агрессивный";"713";"15";"85";"65"
"1423826401.23491";"около тысячи";"31";"агрессивный";"713";"30";"85";"71"
"1423827601.56189";"около тысячи";"31";"агрессивный";"713";"32";"85";"77"
"1423828802.06637";"около тысячи";"31";"агрессивный";"713";"15";"85";"78"
"1423830001.68551";"около 4 сотен";"31";"агрессивный";"714";"105";"85";"78"
"1423831201.98571";"около 8 сотен";"31";"агрессивный";"714";"220";"85";"78"
"1423832401.50348";"около 8 сотен";"31";"агрессивный";"714";"196";"85";"79"
"1423833601.76586";"около 9 сотен";"31";"агрессивный";"714";"42";"85";"81"
"1423834802.07336";"около 8 сотен";"31";"агрессивный";"714";"22";"86";"85"
"1423836001.60498";"около 8 сотен";"31";"агрессивный";"714";"31";"86";"93"
"1423837201.9464";"около тысячи";"31";"агрессивный";"714";"29";"86";"96"
"1423838401.23113";"около тысячи";"31";"агрессивный";"714";"12";"86";"99"
"1423839601.66919";"около тысячи";"31";"агрессивный";"714";"125";"86";"99"
"1423840801.32004";"около тысячи";"31";"агрессивный";"714";"210";"88";"100"
"1423842001.64612";"около 18 сотен";"31";"агрессивный";"714";"210";"88";"100"
"1423844401.5018";"около тысячи";"31";"агрессивный";"714";"210";"88";"100"
"1423845601.81289";"около тысячи";"31";"агрессивный";"714";"61";"88";"0"
"1423846802.28713";"около тысячи";"31";"агрессивный";"714";"185";"88";"1"
"1423848001.64079";"около тысячи";"31";"агрессивный";"714";"220";"88";"1"
"1423849201.94041";"около 9 сотен";"31";"агрессивный";"715";"148";"88";"2"
"1423850401.45557";"около тысячи";"31";"агрессивный";"715";"41";"88";"3"
"1423851601.61175";"около тысячи";"31";"агрессивный";"715";"195";"89";"4"
"1423852801.94017";"около тысячи";"31";"агрессивный";"715";"99";"89";"5"
"1423854001.40246";"около тысячи";"31";"агрессивный";"715";"23";"89";"6"
"1423855201.88079";"около тысячи";"31";"агрессивный";"715";"23";"89";"7"
"1423856402.17252";"около тысячи";"31";"агрессивный";"715";"13";"89";"8"
"1423857601.51752";"около тысячи";"31";"агрессивный";"715";"148";"89";"8"
"1423858801.81829";"около 2 тысяч";"31";"агрессивный";"715";"220";"89";"8"
"1423860002.10789";"несколько";"31";"агрессивный";"716";"195";"89";"8"
"1423861202.35531";"около 3 десятков";"31";"агрессивный";"716";"168";"90";"9"
"1423862401.98867";"около сотни";"31";"агрессивный";"716";"67";"90";"9"
"1423863601.41026";"около 4 сотен";"31";"агрессивный";"716";"89";"90";"10"
"1423864801.73461";"около 7 сотен";"31";"агрессивный";"716";"16";"90";"11"
"1423866002.04531";"около 8 сотен";"31";"агрессивный";"716";"40";"91";"12"
"1423867201.32359";"около 8 сотен";"31";"агрессивный";"716";"32";"91";"13"
"1423868401.71479";"около 7 сотен";"31";"агрессивный";"716";"12";"91";"13"
"1423869602.06014";"около 7 сотен";"31";"агрессивный";"716";"203";"91";"13"
"1423870801.35321";"около 8 сотен";"31";"агрессивный";"716";"117";"91";"14"
"1423872001.65";"около 15 сотен";"31";"агрессивный";"716";"28";"91";"15"
"1423873201.94716";"около 15 сотен";"31";"агрессивный";"716";"121";"91";"15"
"1423874401.26374";"около 2 тысяч";"31";"агрессивный";"716";"220";"91";"15"
"1423875601.56612";"около 16 сотен";"31";"агрессивный";"716";"213";"91";"15"
"1423876801.86638";"около 16 сотен";"31";"агрессивный";"716";"123";"92";"16"
"1423878002.16076";"около 17 сотен";"31";"агрессивный";"716";"64";"92";"17"
"1423879201.46103";"около 18 сотен";"31";"агрессивный";"716";"22";"92";"18"
"1423880401.77612";"около 19 сотен";"31";"агрессивный";"716";"38";"92";"19"
"1423881602.19123";"около тысячи";"31";"агрессивный";"716";"35";"92";"19"
"1423882801.48499";"около тысячи";"31";"агрессивный";"716";"34";"93";"20"
"1423884001.78853";"около тысячи";"31";"агрессивный";"716";"27";"93";"22"
"1423885202.1093";"около 2 тысяч";"31";"агрессивный";"716";"220";"93";"22"
"1423886401.41606";"около тысячи";"31";"агрессивный";"716";"207";"93";"22"
"1423887601.71012";"около тысячи";"31";"агрессивный";"716";"130";"93";"23"
"1423888802.15946";"около тысячи";"31";"агрессивный";"716";"35";"93";"24"
"1423890001.62336";"около 15 сотен";"31";"агрессивный";"716";"25";"94";"25"
"1423891201.94114";"около 16 сотен";"31";"агрессивный";"716";"13";"94";"26"
"1423892401.22314";"около 16 сотен";"31";"агрессивный";"716";"25";"94";"27"
"1423893601.89239";"около 16 сотен";"31";"агрессивный";"716";"28";"94";"30"
"1423894801.56163";"около 16 сотен";"31";"агрессивный";"716";"117";"94";"30"
"1423896001.84031";"около 16 сотен";"31";"агрессивный";"716";"220";"94";"30"
"1423897202.29331";"около 16 сотен";"31";"агрессивный";"716";"14";"94";"29"
"1423898401.87158";"около тысячи";"31";"агрессивный";"716";"22";"94";"30"
"1423899602.16928";"около тысячи";"31";"агрессивный";"716";"17";"94";"31"
"1423900801.62328";"около тысячи";"31";"агрессивный";"716";"11";"94";"32"
"1423902001.21963";"около тысячи";"31";"агрессивный";"716";"155";"94";"32"
"1423903201.52755";"около тысячи";"31";"агрессивный";"716";"190";"94";"33"
"1423904401.96724";"около 15 сотен";"31";"агрессивный";"716";"128";"94";"34"
"1423905601.43532";"около 16 сотен";"31";"агрессивный";"716";"28";"94";"34"
"1423906801.72395";"около 16 сотен";"31";"агрессивный";"716";"18";"95";"36"
"1423908002.18194";"около 16 сотен";"31";"агрессивный";"716";"17";"95";"37"
"1423909201.68118";"около 3 тысяч";"31";"агрессивный";"716";"220";"95";"37"
"1423910401.99214";"около 17 сотен";"31";"агрессивный";"716";"220";"95";"37"
"1423911601.44845";"около 18 сотен";"31";"агрессивный";"716";"141";"95";"37"
"1423912801.67981";"около 2 тысяч";"31";"агрессивный";"716";"33";"95";"38"
"1423914001.96954";"около 2 тысяч";"31";"агрессивный";"716";"19";"95";"39"
"1423915201.41773";"около 2 тысяч";"31";"агрессивный";"716";"92";"95";"39"
"1423916401.4912";"около 2 тысяч";"31";"агрессивный";"716";"205";"95";"39"
"1423917601.80487";"около 2 тысяч";"31";"агрессивный";"716";"101";"96";"40"
"1423918802.25135";"около 2 тысяч";"31";"агрессивный";"716";"33";"96";"40"
"1423920001.88193";"около 17 сотен";"31";"агрессивный";"716";"38";"96";"41"
"1423921202.1753";"около 17 сотен";"31";"агрессивный";"716";"26";"96";"42"
"1423922401.70215";"около 17 сотен";"31";"агрессивный";"716";"17";"96";"43"
"1423923601.24849";"около 17 сотен";"31";"агрессивный";"716";"184";"96";"43"
"1423924801.54796";"около 19 сотен";"31";"агрессивный";"716";"220";"96";"43"
"1423926002.04352";"около 9 сотен";"31";"агрессивный";"716";"199";"96";"43"
"1423927201.31101";"около тысячи";"31";"агрессивный";"716";"112";"97";"44"
"1423928401.69291";"около тысячи";"31";"агрессивный";"716";"26";"97";"45"
"1423929602.15366";"около тысячи";"31";"агрессивный";"716";"43";"97";"45"
"1423930801.33028";"около тысячи";"31";"агрессивный";"716";"10";"97";"46"
"1423932001.61585";"около тысячи";"31";"агрессивный";"716";"160";"97";"46"
"1423933202.08911";"около тысячи";"31";"агрессивный";"716";"220";"97";"46"
"1423934401.88274";"около 17 сотен";"31";"агрессивный";"716";"150";"97";"46"
"1423935602.1791";"около 18 сотен";"31";"агрессивный";"716";"68";"98";"47"
"1423936801.60075";"около 2 тысяч";"31";"агрессивный";"716";"22";"98";"48"
"1423938001.18244";"около 2 тысяч";"31";"агрессивный";"716";"20";"98";"49"
"1423939201.46576";"около 2 тысяч";"31";"агрессивный";"716";"26";"98";"50"
"1423940401.96473";"около 2 тысяч";"31";"агрессивный";"716";"32";"98";"51"
"1423941601.26079";"около 2 тысяч";"31";"агрессивный";"716";"17";"98";"52"
"1423942801.58973";"около 2 тысяч";"31";"агрессивный";"716";"200";"98";"52"
"1423944001.87343";"около 2 тысяч";"31";"агрессивный";"716";"215";"98";"52"
"1423945202.15819";"около 2 тысяч";"31";"агрессивный";"716";"108";"99";"53"
"1423946401.43434";"около 3 тысяч";"31";"агрессивный";"716";"25";"99";"54"
"1423947601.74531";"около 3 тысяч";"31";"агрессивный";"716";"39";"99";"54"
"1423948802.03319";"около 3 тысяч";"31";"агрессивный";"716";"33";"99";"55"
"1423950001.32261";"около 3 тысяч";"31";"агрессивный";"716";"135";"99";"55"
"1423951201.61168";"около тысячи";"31";"агрессивный";"717";"175";"99";"55"
"1423952401.89915";"около 4 сотен";"31";"агрессивный";"717";"185";"99";"55"
"1423953601.19282";"около 3 сотен";"32";"агрессивный";"717";"187";"0";"56"
"1423954801.4871";"около 4 сотен";"32";"агрессивный";"717";"71";"0";"57"
"1423956001.76678";"около 4 сотен";"32";"агрессивный";"717";"69";"0";"57"
"1423957202.04906";"около 5 сотен";"32";"агрессивный";"717";"41";"0";"58"
"1423958401.34061";"около 5 сотен";"32";"агрессивный";"717";"26";"1";"59"
"1423959601.63358";"около 6 сотен";"32";"агрессивный";"717";"104";"1";"59"
"1423960801.90497";"около тысячи";"32";"агрессивный";"717";"224";"1";"59"
"1423962001.18152";"около 8 сотен";"32";"агрессивный";"717";"224";"1";"59"
"1423964401.62262";"около тысячи";"32";"агрессивный";"717";"72";"1";"60"
"1423965601.90792";"около тысячи";"32";"агрессивный";"717";"33";"1";"62"
"1423966801.19715";"около тысячи";"32";"агрессивный";"717";"16";"1";"62"
"1423968001.50689";"около тысячи";"32";"агрессивный";"717";"185";"1";"62"
"1423969201.80368";"около тысячи";"32";"агрессивный";"717";"221";"1";"62"
"1423970402.10195";"около тысячи";"32";"агрессивный";"717";"143";"2";"63"
"1423971601.40226";"около тысячи";"32";"агрессивный";"717";"85";"2";"64"
"1423972801.72571";"около тысячи";"32";"агрессивный";"717";"100";"2";"64"
"1423974002.00633";"около 18 сотен";"32";"агрессивный";"717";"224";"2";"64"
"1423975201.36904";"около 18 сотен";"32";"агрессивный";"717";"224";"2";"64"
"1423976401.81561";"около 17 сотен";"32";"агрессивный";"717";"114";"2";"65"
"1423977602.13608";"около 17 сотен";"32";"агрессивный";"717";"52";"3";"68"
"1423978801.42017";"около 2 тысяч";"32";"агрессивный";"717";"22";"3";"68"
"1423980001.89755";"около 2 тысяч";"32";"агрессивный";"717";"43";"3";"69"
"1423981201.86218";"около 2 тысяч";"32";"агрессивный";"717";"139";"3";"70"
"1423982402.15281";"около сотни";"32";"агрессивный";"718";"224";"3";"70"
"1423983601.61815";"около 6 десятков";"32";"агрессивный";"718";"224";"3";"70"
"1423984801.52033";"около сотни";"32";"агрессивный";"718";"103";"4";"70"
"1423986001.82115";"около сотни";"32";"агрессивный";"718";"30";"4";"70"
"1423987202.38962";"около сотни";"32";"агрессивный";"718";"25";"4";"71"
"1423988401.96859";"около сотни";"32";"агрессивный";"718";"42";"4";"72"
"1423989601.25176";"около 3 сотен";"32";"агрессивный";"718";"26";"4";"73"
"1423990801.65842";"около 3 сотен";"32";"агрессивный";"718";"18";"5";"74"
"1423992001.54835";"около 3 сотен";"32";"агрессивный";"718";"55";"5";"74"
"1423993201.85129";"около 3 сотен";"32";"агрессивный";"718";"224";"5";"74"
"1423994402.27232";"около 3 сотен";"32";"агрессивный";"718";"186";"5";"74"
"1423995601.52169";"около 4 сотен";"32";"агрессивный";"718";"107";"5";"76"
"1423996801.81448";"около 5 сотен";"32";"агрессивный";"718";"32";"5";"76"
"1423998002.26994";"около 5 сотен";"32";"агрессивный";"718";"81";"5";"77"
"1423999201.29251";"около тысячи";"32";"агрессивный";"718";"224";"5";"77"
"1424000401.59882";"около 4 сотен";"32";"агрессивный";"718";"224";"5";"77"
"1424001602.06559";"около 4 сотен";"32";"агрессивный";"718";"134";"5";"77"
"1424002801.30695";"около 5 сотен";"32";"агрессивный";"718";"34";"6";"78"
"1424004001.71567";"около 5 сотен";"32";"агрессивный";"718";"26";"6";"79"
"1424005202.16862";"около 6 сотен";"32";"агрессивный";"719";"43";"6";"80"
"1424006401.35094";"около 6 сотен";"32";"агрессивный";"719";"25";"6";"81"
"1424007601.63714";"около 6 сотен";"32";"агрессивный";"719";"160";"6";"81"
"1424008802.06184";"около 6 сотен";"32";"агрессивный";"719";"195";"6";"82"
"1424010001.53632";"около 7 сотен";"32";"агрессивный";"719";"114";"7";"83"
"1424011201.82768";"около тысячи";"32";"агрессивный";"719";"75";"7";"84"
"1424012402.26259";"около тысячи";"32";"агрессивный";"719";"32";"7";"84"
"1424013601.68616";"около тысячи";"32";"агрессивный";"719";"23";"7";"85"
"1424014801.92087";"около тысячи";"32";"агрессивный";"719";"24";"7";"86"
"1424016001.36439";"около тысячи";"32";"агрессивный";"719";"32";"7";"87"
"1424017201.72698";"около тысячи";"32";"агрессивный";"719";"17";"7";"88"
"1424018402.0105";"около тысячи";"32";"агрессивный";"719";"67";"7";"88"
"1424019601.49425";"около тысячи";"32";"агрессивный";"719";"224";"7";"88"
"1424020801.42931";"около тысячи";"32";"агрессивный";"719";"158";"8";"88"
"1424022002.24905";"около 3 тысяч";"32";"агрессивный";"719";"36";"8";"89"
"1424023201.77388";"около 3 тысяч";"32";"агрессивный";"719";"97";"8";"89"
"1424024401.40983";"около тысячи";"32";"агрессивный";"720";"224";"8";"89"
"1424025601.79384";"около 4 сотен";"32";"агрессивный";"720";"224";"8";"89"
"1424026802.22139";"около 5 сотен";"32";"агрессивный";"720";"97";"8";"90"
"1424028001.50694";"около 6 сотен";"32";"агрессивный";"720";"74";"8";"90"
"1424029201.82266";"около 7 сотен";"32";"агрессивный";"720";"208";"9";"91"
"1424030402.09648";"около тысячи";"32";"агрессивный";"720";"89";"9";"94"
"1424031601.40625";"около тысячи";"32";"агрессивный";"720";"58";"9";"94"
"1424032801.72726";"около тысячи";"32";"агрессивный";"720";"32";"10";"95"
"1424034002.02445";"около тысячи";"32";"агрессивный";"720";"30";"10";"96"
"1424035201.35148";"около тысячи";"32";"агрессивный";"720";"16";"10";"97"
"1424036401.69926";"около тысячи";"32";"агрессивный";"720";"15";"10";"98"
"1424037602.00567";"около тысячи";"32";"агрессивный";"720";"191";"10";"98"
"1424038801.29293";"около 3 тысяч";"32";"агрессивный";"720";"224";"10";"98"
"1424040001.59922";"около 2 тысяч";"32";"агрессивный";"720";"209";"10";"98"
"1424041201.89984";"около 2 тысяч";"32";"агрессивный";"720";"133";"10";"99"
"1424042401.31717";"около 27 тысяч";"32";"агрессивный";"720";"76";"17";"100"
"1424043601.60688";"около 30 тысяч";"32";"агрессивный";"720";"76";"17";"100"
"1424044801.90391";"около 20 тысяч";"32";"агрессивный";"720";"76";"17";"100"
"1424046001.20676";"около 15 тысяч";"32";"агрессивный";"720";"49";"17";"2"
"1424047201.50283";"около 15 тысяч";"32";"агрессивный";"720";"93";"17";"4"
"1424048401.78902";"около 15 тысяч";"32";"агрессивный";"720";"201";"17";"5"
"1424049602.08831";"около 15 тысяч";"32";"агрессивный";"720";"103";"18";"8"
"1424050801.38088";"около 15 тысяч";"32";"агрессивный";"720";"18";"18";"10"
"1424052001.68136";"около 15 тысяч";"32";"агрессивный";"720";"221";"18";"10"
"1424053202.83239";"около 15 тысяч";"32";"агрессивный";"720";"150";"18";"14"
"1424054401.21548";"около 15 тысяч";"32";"агрессивный";"720";"118";"18";"16"
"1424055601.50645";"около 3 тысяч";"32";"агрессивный";"724";"108";"20";"44"
"1424056801.83844";"около тысячи";"32";"агрессивный";"726";"17";"20";"46"
"1424058002.1531";"около 3 тысяч";"32";"агрессивный";"726";"224";"20";"46"
"1424059201.45405";"около тысячи";"32";"агрессивный";"727";"224";"20";"46"
"1424060401.8012";"около тысячи";"32";"агрессивный";"727";"64";"20";"49"
"1424061601.22193";"около тысячи";"32";"агрессивный";"727";"23";"20";"51"
"1424062801.76353";"около тысячи";"32";"агрессивный";"727";"31";"20";"57"
"1424064001.43401";"около тысячи";"32";"агрессивный";"727";"20";"20";"59"
"1424065201.75463";"около тысячи";"32";"агрессивный";"727";"224";"20";"59"
"1424066402.23029";"около тысячи";"32";"агрессивный";"727";"200";"20";"60"
"1424067601.59565";"около тысячи";"32";"агрессивный";"727";"126";"20";"66"
"1424068801.91067";"около тысячи";"32";"агрессивный";"727";"31";"21";"69"
"1424070001.38701";"около тысячи";"32";"агрессивный";"727";"21";"21";"80"
"1424071202.07547";"около тысячи";"32";"агрессивный";"727";"197";"21";"81"
"1424072401.37738";"около 3 тысяч";"32";"агрессивный";"727";"184";"21";"81"
"1424073601.82149";"около 3 тысяч";"32";"агрессивный";"728";"43";"22";"81"
"1424074802.27275";"около 3 тысяч";"32";"агрессивный";"728";"38";"22";"85"
"1424076001.55835";"около 6 сотен";"32";"агрессивный";"731";"62";"22";"89"
"1424077202.03211";"около 6 сотен";"32";"агрессивный";"731";"40";"22";"92"
"1424078401.7025";"около 7 сотен";"32";"агрессивный";"731";"29";"22";"96"
"1424079601.99597";"около 7 сотен";"32";"агрессивный";"732";"31";"24";"100"
"1424080801.4641";"около 2 тысяч";"32";"агрессивный";"732";"141";"24";"100"
"1424082001.86142";"около 2 тысяч";"32";"агрессивный";"732";"171";"24";"0"
"1424083202.16819";"около 2 тысяч";"32";"агрессивный";"732";"77";"24";"3"
"1424084401.63702";"около 2 тысяч";"32";"агрессивный";"732";"33";"24";"4"
"1424085601.50299";"около 2 тысяч";"32";"агрессивный";"732";"224";"24";"35"
"1424086801.81368";"около 3 тысяч";"32";"агрессивный";"732";"142";"24";"98"
"1424088002.25028";"около 3 тысяч";"32";"агрессивный";"732";"54";"25";"54"
"1424089201.5141";"около 3 тысяч";"32";"агрессивный";"732";"15";"25";"4"
"1424090401.80848";"около тысячи";"32";"агрессивный";"733";"209";"25";"4"
"1424091602.23778";"около тысячи";"32";"агрессивный";"733";"172";"25";"5"
"1424092801.66908";"около 2 тысяч";"32";"агрессивный";"733";"114";"25";"7"
"1424094001.96827";"около 2 тысяч";"32";"агрессивный";"733";"67";"25";"8"
"1424095201.4097";"около 2 тысяч";"32";"агрессивный";"733";"16";"25";"10"
"1424096401.9411";"около 2 тысяч";"32";"агрессивный";"733";"182";"25";"10"
"1424097601.22083";"около 2 тысяч";"32";"агрессивный";"733";"190";"25";"12"
"1424098801.65552";"около 2 тысяч";"32";"агрессивный";"733";"87";"26";"15"
"1424100001.58211";"около 2 тысяч";"32";"агрессивный";"733";"26";"26";"17"
"1424101201.86672";"около 2 тысяч";"32";"агрессивный";"733";"41";"26";"27"
"1424102402.30211";"около 2 тысяч";"32";"агрессивный";"733";"12";"26";"29"
"1424103601.28234";"около 2 тысяч";"32";"агрессивный";"733";"213";"26";"29"
"1424104801.59011";"около 2 тысяч";"32";"агрессивный";"733";"179";"26";"32"
"1424106002.04938";"около 2 тысяч";"32";"агрессивный";"733";"41";"26";"35"
"1424107201.63178";"около 3 тысяч";"32";"агрессивный";"733";"28";"26";"38"
"1424108401.92065";"около 3 тысяч";"32";"агрессивный";"733";"30";"27";"41"
"1424109601.40424";"около 3 тысяч";"32";"агрессивный";"733";"32";"27";"44"
"1424110801.8435";"около 3 тысяч";"32";"агрессивный";"733";"20";"27";"48"
"1424112002.15132";"около 3 тысяч";"32";"агрессивный";"733";"209";"27";"49"
"1424113201.59944";"около 5 сотен";"32";"агрессивный";"734";"204";"27";"49"
"1424114401.39603";"около 3 сотен";"32";"агрессивный";"734";"62";"27";"50"
"1424115601.68958";"около 4 сотен";"32";"агрессивный";"734";"17";"27";"54"
"1424116802.02805";"около 5 сотен";"32";"агрессивный";"734";"35";"27";"57"
"1424118001.3388";"около 5 сотен";"32";"агрессивный";"734";"31";"27";"61"
"1424119201.64243";"около 6 сотен";"32";"агрессивный";"734";"22";"27";"64"
"1424120401.91257";"около 6 сотен";"32";"агрессивный";"734";"22";"28";"68"
"1424121601.2029";"около 7 сотен";"32";"агрессивный";"734";"17";"28";"70"
"1424122801.48342";"около тысячи";"32";"агрессивный";"734";"224";"28";"70"
"1424124001.77078";"около 6 сотен";"32";"агрессивный";"734";"224";"28";"70"
"1424125202.08413";"около 7 сотен";"32";"агрессивный";"734";"137";"28";"74"
"1424126401.37071";"около 8 сотен";"32";"агрессивный";"734";"21";"28";"77"
"1424127601.6667";"около 8 сотен";"32";"агрессивный";"734";"28";"29";"80"
"1424128801.95476";"около тысячи";"32";"агрессивный";"734";"24";"29";"82"
"1424130001.23216";"около тысячи";"32";"агрессивный";"734";"30";"29";"86"
"1424131201.51153";"около тысячи";"32";"агрессивный";"734";"50";"29";"87"
"1424132401.81018";"около тысячи";"32";"агрессивный";"734";"171";"29";"87"
"1424133602.09678";"около 2 тысяч";"32";"агрессивный";"734";"224";"29";"87"
"1424134801.37885";"около тысячи";"32";"агрессивный";"734";"224";"29";"87"
"1424136001.66386";"около тысячи";"32";"агрессивный";"734";"73";"29";"89"
"1424137201.95013";"около тысячи";"32";"агрессивный";"734";"17";"29";"92"
"1424138401.22941";"около тысячи";"32";"агрессивный";"734";"214";"29";"93"
"1424139601.51496";"около 15 сотен";"32";"агрессивный";"734";"112";"30";"96"
"1424140801.80135";"около 16 сотен";"32";"агрессивный";"734";"24";"30";"99"
"1424142002.08959";"около 3 тысяч";"32";"агрессивный";"734";"12";"32";"100"
"1424144401.64554";"около 3 тысяч";"32";"агрессивный";"734";"200";"32";"2"
"1424145601.95953";"около 3 тысяч";"32";"агрессивный";"734";"95";"32";"6"
"1424146801.2612";"около сотни";"32";"агрессивный";"735";"93";"33";"11"
"1424148001.55858";"около сотни";"32";"агрессивный";"735";"29";"33";"16"
"1424149202.01364";"около сотни";"32";"агрессивный";"735";"19";"33";"17"
"1424150402.16954";"около 3 сотен";"32";"агрессивный";"735";"21";"33";"23"
"1424151601.45848";"около тысячи";"32";"агрессивный";"735";"224";"33";"23"
"1424152801.93701";"около 4 сотен";"32";"агрессивный";"735";"191";"33";"23"
"1424154001.31099";"около 4 сотен";"32";"агрессивный";"735";"156";"33";"28"
"1424155201.60376";"около 4 сотен";"32";"агрессивный";"735";"28";"34";"30"
"1424156402.16004";"около 4 сотен";"32";"агрессивный";"735";"27";"34";"34"
"1424157601.82988";"около 4 сотен";"32";"агрессивный";"735";"93";"34";"36"
"1424158802.1178";"около 4 сотен";"32";"агрессивный";"735";"187";"34";"36"
"1424160001.58744";"около 2 тысяч";"32";"агрессивный";"735";"83";"34";"40"
"1424161201.89796";"около 2 тысяч";"32";"агрессивный";"735";"56";"35";"42"
"1424162401.20749";"около 2 тысяч";"32";"агрессивный";"735";"73";"35";"47"
"1424163601.68441";"около 2 тысяч";"32";"агрессивный";"735";"19";"35";"51"
"1424164801.86337";"около 2 тысяч";"32";"агрессивный";"735";"23";"35";"55"
"1424166002.16117";"около 2 тысяч";"32";"агрессивный";"735";"33";"35";"58"
"1424167201.64235";"около 2 тысяч";"32";"агрессивный";"735";"96";"35";"60"
"1424168401.65706";"около 2 тысяч";"32";"агрессивный";"735";"192";"35";"61"
"1424169601.95573";"около 2 тысяч";"32";"агрессивный";"735";"88";"35";"65"
"1424170801.4067";"около 2 тысяч";"32";"агрессивный";"735";"26";"36";"68"
"1424172001.89358";"около 3 тысяч";"32";"агрессивный";"735";"224";"36";"69"
"1424173201.18166";"около 3 сотен";"32";"агрессивный";"736";"224";"36";"69"
"1424174401.64094";"около 3 сотен";"32";"агрессивный";"736";"181";"36";"74"
"1424175602.09031";"около 4 сотен";"32";"агрессивный";"736";"69";"36";"76"
"1424176801.37854";"около 3 сотен";"32";"агрессивный";"736";"16";"36";"78"
"1424178001.85061";"около 4 сотен";"32";"агрессивный";"736";"22";"36";"81"
"1424179201.8743";"около 4 сотен";"32";"агрессивный";"736";"37";"36";"82"
"1424180402.1704";"около 2 тысяч";"32";"агрессивный";"736";"224";"36";"82"
"1424181601.72651";"около 2 тысяч";"32";"агрессивный";"736";"162";"36";"83"
"1424182801.28905";"около 2 тысяч";"32";"агрессивный";"736";"80";"37";"87"
"1424184001.59945";"около 2 тысяч";"32";"агрессивный";"736";"41";"37";"92"
"1424185202.10346";"около 2 тысяч";"32";"агрессивный";"737";"16";"39";"100"
"1424186401.53397";"около 3 тысяч";"32";"агрессивный";"737";"16";"39";"100"
"1424187601.82642";"около сотни";"32";"агрессивный";"738";"216";"39";"100"
"1424188802.32287";"около сотни";"32";"агрессивный";"738";"160";"39";"2"
"1424190001.9201";"около 4 сотен";"32";"агрессивный";"738";"56";"39";"7"
"1424191201.19885";"около 4 сотен";"32";"агрессивный";"738";"43";"39";"11"
"1424192401.66321";"около 4 сотен";"32";"агрессивный";"738";"9";"39";"11"
"1424193601.52797";"около 4 сотен";"32";"агрессивный";"738";"224";"39";"11"
"1424194801.81662";"около 4 сотен";"32";"агрессивный";"738";"207";"39";"11"
"1424196002.27909";"около 6 сотен";"32";"агрессивный";"738";"75";"40";"14"
"1424197202.11088";"около 7 сотен";"32";"агрессивный";"738";"20";"40";"18"
"1424198401.44997";"около 7 сотен";"32";"агрессивный";"738";"24";"40";"22"
"1424199602.0025";"около 8 сотен";"32";"агрессивный";"738";"31";"40";"25"
"1424200801.40444";"около 8 сотен";"32";"агрессивный";"738";"224";"40";"27"
"1424202001.69168";"около тысячи";"32";"агрессивный";"738";"224";"40";"27"
"1424203201.98668";"около тысячи";"32";"агрессивный";"738";"184";"40";"30"
"1424204401.28443";"около 15 сотен";"32";"агрессивный";"738";"97";"41";"33"
"1424205601.5877";"около 17 сотен";"32";"агрессивный";"738";"46";"41";"37"
"1424206801.86713";"около 9 сотен";"32";"агрессивный";"738";"25";"41";"39"
"1424208002.17882";"около тысячи";"32";"агрессивный";"738";"17";"41";"44"
"1424209201.44485";"около тысячи";"32";"агрессивный";"738";"15";"41";"48"
