"";"gold_approx";"level";"alignment";"bricks_cnt";"health";"exp_progress";"quest_progress"
"1425151201.9268";"около 16 сотен";"33";"добродушный";"803";"37";"66";"94"
"1425152401.21964";"около 17 сотен";"33";"добродушный";"803";"106";"66";"95"
"1425153601.55492";"около 17 сотен";"33";"добродушный";"803";"38";"66";"96"
"1425154801.84028";"около 18 сотен";"33";"добродушный";"803";"32";"66";"97"
"1425156002.13731";"около 18 сотен";"33";"добродушный";"803";"34";"66";"98"
"1425157201.47285";"около 2 тысяч";"33";"добродушный";"803";"96";"66";"98"
"1425158401.73699";"около 2 тысяч";"33";"добродушный";"803";"53";"67";"99"
"1425159602.02235";"около тысячи";"33";"миролюбивый";"807";"228";"73";"100"
"1425160801.31555";"около 3 тысяч";"33";"миролюбивый";"807";"228";"73";"100"
"1425162001.615";"около 17 сотен";"33";"миролюбивый";"807";"228";"73";"100"
"1425163201.92402";"около 17 сотен";"33";"миролюбивый";"807";"105";"73";"2"
"1425164401.24104";"около 18 сотен";"33";"миролюбивый";"807";"29";"73";"5"
"1425165601.53422";"около 18 сотен";"33";"миролюбивый";"807";"1";"73";"8"
"1425166801.83058";"около 4 тысяч";"33";"миролюбивый";"807";"228";"73";"21"
"1425168002.13106";"около 6 тысяч";"33";"миролюбивый";"807";"27";"74";"8"
"1425169201.43993";"около 8 тысяч";"33";"миролюбивый";"807";"228";"74";"8"
"1425170401.7809";"около 5 сотен";"33";"миролюбивый";"808";"228";"74";"8"
"1425171602.08373";"около 5 сотен";"33";"миролюбивый";"808";"110";"74";"10"
"1425172801.37311";"около 5 сотен";"33";"миролюбивый";"808";"71";"75";"12"
"1425174001.66054";"около 6 сотен";"33";"миролюбивый";"808";"139";"75";"13"
"1425175201.94481";"около 6 сотен";"33";"миролюбивый";"808";"121";"75";"14"
"1425176401.24573";"около 7 сотен";"33";"миролюбивый";"808";"24";"75";"16"
"1425177601.52829";"около 7 сотен";"33";"миролюбивый";"808";"18";"75";"22"
"1425178801.83804";"около 8 сотен";"33";"миролюбивый";"808";"33";"75";"25"
"1425180002.15455";"около 8 сотен";"33";"миролюбивый";"808";"34";"75";"29"
"1425181201.45823";"около 8 сотен";"33";"миролюбивый";"808";"31";"75";"31"
"1425182401.75888";"около 9 сотен";"33";"миролюбивый";"808";"184";"75";"33"
"1425183602.06505";"около 15 сотен";"33";"миролюбивый";"808";"228";"75";"33"
"1425184801.38663";"около 7 сотен";"33";"миролюбивый";"808";"194";"75";"35"
"1425186001.81905";"около 8 сотен";"33";"миролюбивый";"808";"77";"76";"40"
"1425187201.18802";"около 8 сотен";"33";"миролюбивый";"808";"57";"76";"44"
"1425188401.47645";"около 8 сотен";"33";"миролюбивый";"808";"59";"76";"45"
"1425189601.91838";"около 9 сотен";"33";"миролюбивый";"808";"42";"76";"49"
"1425190801.87066";"около тысячи";"33";"миролюбивый";"808";"41";"76";"51"
"1425192002.16163";"около тысячи";"33";"миролюбивый";"808";"228";"76";"53"
"1425193201.58631";"около тысячи";"33";"миролюбивый";"808";"228";"76";"53"
"1425194401.58034";"около 7 сотен";"33";"миролюбивый";"808";"157";"76";"55"
"1425195601.86983";"около 7 сотен";"33";"миролюбивый";"808";"35";"77";"58"
"1425196802.31572";"около 4 сотен";"33";"миролюбивый";"808";"166";"77";"62"
"1425198001.69164";"около 4 сотен";"33";"миролюбивый";"808";"25";"77";"66"
"1425199201.96732";"около 15 сотен";"33";"добродушный";"808";"87";"77";"68"
"1425200401.45118";"около 16 сотен";"33";"миролюбивый";"808";"86";"77";"72"
"1425201601.37499";"около 17 сотен";"33";"миролюбивый";"808";"40";"78";"75"
"1425202801.66522";"около 17 сотен";"33";"миролюбивый";"808";"20";"78";"78"
"1425204002.16167";"около 18 сотен";"33";"миролюбивый";"808";"30";"78";"79"
"1425205201.34209";"около 18 сотен";"33";"миролюбивый";"808";"89";"78";"80"
"1425206401.63612";"около 3 тысяч";"33";"миролюбивый";"808";"228";"78";"80"
"1425207602.09165";"около 2 тысяч";"33";"миролюбивый";"808";"228";"78";"80"
"1425208802.0676";"около 2 тысяч";"33";"миролюбивый";"808";"138";"78";"83"
"1425210001.35507";"около 2 тысяч";"33";"миролюбивый";"808";"19";"78";"86"
"1425211201.81117";"около 2 тысяч";"33";"миролюбивый";"808";"128";"78";"91"
"1425212401.73814";"около 2 тысяч";"33";"миролюбивый";"808";"14";"78";"93"
"1425213602.03095";"около 2 тысяч";"33";"миролюбивый";"808";"21";"78";"97"
"1425214801.49114";"около 2 тысяч";"33";"миролюбивый";"809";"50";"80";"100"
"1425216001.25905";"около 3 тысяч";"33";"миролюбивый";"809";"106";"80";"100"
"1425217201.54128";"около 3 тысяч";"33";"миролюбивый";"809";"106";"80";"100"
"1425218401.99343";"около 2 тысяч";"33";"миролюбивый";"809";"96";"80";"0"
"1425219601.59526";"около 2 тысяч";"33";"миролюбивый";"809";"39";"80";"4"
"1425220801.97459";"около 2 тысяч";"33";"миролюбивый";"809";"47";"80";"8"
"1425222001.4073";"около 2 тысяч";"33";"миролюбивый";"809";"60";"81";"9"
"1425223201.55189";"около 2 тысяч";"33";"миролюбивый";"809";"94";"81";"11"
"1425224401.84955";"около 2 тысяч";"33";"миролюбивый";"809";"202";"81";"11"
"1425225602.29103";"около 3 тысяч";"33";"миролюбивый";"809";"96";"81";"15"
"1425226801.53606";"около 3 тысяч";"33";"миролюбивый";"809";"27";"81";"18"
"1425228001.82584";"около 3 тысяч";"33";"миролюбивый";"809";"228";"81";"19"
"1425229202.27855";"около 2 тысяч";"33";"миролюбивый";"809";"228";"81";"19"
"1425230401.34392";"около 3 тысяч";"33";"миролюбивый";"809";"145";"81";"23"
"1425231601.63701";"около 3 тысяч";"33";"миролюбивый";"809";"140";"82";"28"
"1425232802.08867";"около 3 тысяч";"33";"миролюбивый";"809";"37";"82";"31"
"1425234001.91945";"около 3 тысяч";"33";"миролюбивый";"809";"90";"82";"34"
"1425235201.2114";"около 3 тысяч";"33";"миролюбивый";"809";"29";"82";"36"
"1425236401.67297";"около 3 тысяч";"33";"миролюбивый";"809";"106";"82";"36"
"1425237602.16768";"около 3 тысяч";"33";"миролюбивый";"809";"221";"82";"36"
"1425238801.44987";"около тысячи";"33";"миролюбивый";"810";"200";"82";"36"
"1425240001.73746";"около 7 сотен";"33";"миролюбивый";"810";"123";"82";"39"
"1425241202.02968";"около 7 сотен";"33";"миролюбивый";"810";"30";"83";"41"
"1425242401.3335";"около 8 сотен";"33";"миролюбивый";"810";"22";"83";"43"
"1425243601.62614";"около 9 сотен";"33";"миролюбивый";"810";"147";"83";"47"
"1425244801.93114";"около 9 сотен";"33";"миролюбивый";"810";"30";"83";"66"
"1425246001.21068";"около 9 сотен";"33";"миролюбивый";"810";"197";"83";"71"
"1425247201.5015";"около тысячи";"33";"миролюбивый";"810";"27";"83";"73"
"1425248401.88592";"около тысячи";"33";"миролюбивый";"810";"20";"83";"75"
"1425249602.17149";"около тысячи";"33";"миролюбивый";"810";"222";"83";"88"
"1425250801.45911";"около 8 десятков";"33";"миролюбивый";"810";"228";"83";"88"
"1425252001.75216";"около сотни";"33";"миролюбивый";"810";"195";"83";"91"
"1425253202.0398";"около сотни";"33";"миролюбивый";"810";"131";"84";"96"
"1425254401.33094";"около сотни";"33";"миролюбивый";"811";"64";"85";"100"
"1425255601.60956";"около 6 сотен";"33";"миролюбивый";"811";"81";"85";"100"
"1425256801.91864";"около тысячи";"33";"миролюбивый";"811";"81";"85";"100"
"1425258001.2104";"около 7 сотен";"33";"миролюбивый";"811";"80";"85";"0"
"1425259201.50779";"около 7 сотен";"33";"миролюбивый";"811";"176";"85";"1"
"1425260401.82802";"около 7 сотен";"33";"миролюбивый";"811";"87";"86";"5"
"1425261602.12518";"около 8 сотен";"33";"миролюбивый";"811";"125";"86";"5"
"1425262801.41976";"около 8 сотен";"33";"миролюбивый";"811";"189";"86";"6"
"1425264001.71056";"около 9 сотен";"33";"миролюбивый";"811";"169";"86";"13"
"1425265201.98948";"около тысячи";"33";"миролюбивый";"811";"43";"86";"14"
"1425266401.38435";"около тысячи";"33";"миролюбивый";"811";"150";"86";"17"
"1425267601.66833";"около тысячи";"33";"миролюбивый";"811";"27";"86";"18"
"1425268801.96425";"около 3 сотен";"33";"абсолютное добро";"812";"228";"87";"18"
"1425270001.2935";"около 5 сотен";"33";"абсолютное добро";"812";"194";"87";"20"
"1425271201.61657";"около 6 сотен";"33";"абсолютное добро";"812";"90";"87";"23"
"1425272402.09924";"около 6 сотен";"33";"абсолютное добро";"812";"133";"87";"27"
"1425273602.11095";"около 7 сотен";"33";"абсолютное добро";"812";"57";"87";"32"
"1425274801.40748";"около 16 сотен";"33";"абсолютное добро";"812";"81";"88";"34"
"1425276001.85568";"около 17 сотен";"33";"абсолютное добро";"812";"25";"88";"39"
"1425277202.05909";"около 17 сотен";"33";"абсолютное добро";"812";"47";"88";"43"
"1425278401.34787";"около 18 сотен";"33";"абсолютное добро";"812";"22";"88";"48"
"1425279601.78611";"ни одного";"33";"абсолютное добро";"812";"228";"88";"52"
"1425280801.59345";"около 7 десятков";"33";"абсолютное добро";"812";"94";"88";"56"
"1425282001.87766";"около 7 десятков";"33";"абсолютное добро";"812";"22";"89";"60"
"1425283202.34335";"около сотни";"33";"абсолютное добро";"812";"129";"89";"63"
"1425284402.14166";"около 2 сотен";"33";"беззлобный";"812";"112";"89";"64"
"1425285601.42302";"около 6 сотен";"33";"озлобленный";"814";"228";"90";"64"
"1425286801.90167";"около 6 сотен";"33";"озлобленный";"814";"142";"90";"68"
"1425288002.08773";"около 8 сотен";"33";"озлобленный";"814";"40";"90";"69"
"1425289201.50552";"около 8 сотен";"33";"озлобленный";"814";"228";"90";"69"
"1425290401.94124";"около 9 сотен";"33";"озлобленный";"814";"143";"90";"73"
"1425291601.35294";"около 9 сотен";"33";"озлобленный";"814";"61";"91";"88"
"1425292801.64845";"около 9 сотен";"33";"озлобленный";"814";"204";"91";"88"
"1425294002.0901";"около 4 сотен";"33";"озлобленный";"814";"228";"91";"88"
"1425295201.70231";"около 3 сотен";"33";"озлобленный";"814";"116";"91";"90"
"1425296401.99016";"около 4 сотен";"33";"озлобленный";"814";"17";"91";"94"
"1425297601.44642";"около 4 сотен";"33";"озлобленный";"814";"227";"91";"94"
"1425298801.65733";"около 5 сотен";"33";"озлобленный";"814";"192";"91";"99"
"1425300001.94231";"около 5 сотен";"33";"озлобленный";"815";"147";"92";"100"
"1425301201.39846";"около тысячи";"33";"озлобленный";"815";"147";"92";"100"
"1425302401.3392";"около 8 сотен";"33";"озлобленный";"815";"147";"92";"100"
"1425303601.61863";"около 9 сотен";"33";"озлобленный";"815";"228";"92";"2"
"1425304802.05841";"около 3 тысяч";"33";"озлобленный";"816";"178";"93";"3"
"1425306001.21046";"около 3 тысяч";"33";"агрессивный";"816";"98";"94";"6"
"1425307201.52206";"около 3 тысяч";"33";"агрессивный";"816";"166";"94";"7"
"1425308401.96666";"около 3 тысяч";"33";"агрессивный";"816";"80";"94";"13"
"1425309601.78482";"около 3 тысяч";"33";"агрессивный";"816";"14";"95";"18"
"1425310802.06647";"около 3 тысяч";"33";"агрессивный";"816";"165";"95";"18"
"1425312001.52117";"около 3 сотен";"33";"агрессивный";"817";"228";"95";"18"
"1425313201.45874";"около сотни";"33";"агрессивный";"817";"228";"95";"18"
"1425314401.7589";"около 2 сотен";"33";"агрессивный";"817";"145";"95";"21"
"1425315602.23893";"около 3 сотен";"33";"агрессивный";"817";"26";"95";"24"
"1425316801.60368";"около 4 сотен";"33";"агрессивный";"817";"35";"95";"29"
"1425318001.88998";"около 6 сотен";"33";"агрессивный";"817";"23";"95";"34"
"1425319201.34059";"около 6 сотен";"33";"агрессивный";"817";"30";"95";"39"
"1425320401.45433";"около 7 сотен";"33";"агрессивный";"817";"14";"96";"44"
"1425321601.76079";"около 3 сотен";"33";"агрессивный";"817";"228";"96";"44"
"1425322802.22779";"около 4 сотен";"33";"агрессивный";"817";"125";"96";"49"
"1425324001.18308";"около 4 сотен";"33";"агрессивный";"817";"2";"96";"52"
"1425325201.48541";"около тысячи";"33";"агрессивный";"817";"228";"96";"52"
"1425326401.77063";"около тысячи";"33";"агрессивный";"817";"228";"96";"52"
"1425327602.08482";"около тысячи";"33";"агрессивный";"817";"100";"96";"57"
"1425328801.39596";"около тысячи";"33";"агрессивный";"817";"25";"96";"60"
"1425330001.77653";"около тысячи";"33";"агрессивный";"817";"27";"96";"66"
"1425331202.06515";"около 16 сотен";"33";"агрессивный";"817";"21";"97";"72"
"1425332401.38059";"около 16 сотен";"33";"агрессивный";"817";"17";"97";"75"
"1425333601.67614";"около тысячи";"33";"агрессивный";"817";"228";"97";"75"
"1425334801.9508";"около тысячи";"33";"агрессивный";"817";"123";"97";"78"
"1425336001.25082";"около 17 сотен";"33";"агрессивный";"817";"15";"97";"80"
"1425337201.517";"около 17 сотен";"33";"агрессивный";"817";"36";"97";"87"
"1425338401.82405";"около 18 сотен";"33";"агрессивный";"817";"39";"97";"92"
"1425339602.11607";"около 19 сотен";"33";"агрессивный";"817";"26";"97";"97"
"1425340801.39629";"около 3 тысяч";"33";"агрессивный";"817";"20";"99";"100"
"1425342001.70525";"около 8 тысяч";"33";"агрессивный";"817";"20";"99";"100"
"1425343201.99325";"около 8 тысяч";"33";"агрессивный";"817";"205";"99";"100"
"1425344401.27654";"около 7 сотен";"33";"агрессивный";"817";"189";"99";"1"
"1425345601.56902";"около 8 сотен";"33";"агрессивный";"817";"45";"99";"3"
"1425346801.85854";"около 9 сотен";"33";"агрессивный";"817";"59";"99";"5"
"1425348002.14366";"около тысячи";"34";"агрессивный";"817";"184";"0";"7"
"1425349201.5802";"около тысячи";"34";"агрессивный";"817";"144";"0";"10"
"1425350401.88009";"около тысячи";"34";"агрессивный";"817";"152";"0";"10"
"1425351602.1743";"около 3 тысяч";"34";"агрессивный";"817";"232";"0";"10"
"1425352801.47087";"около 18 сотен";"34";"агрессивный";"817";"207";"0";"11"
"1425354001.78384";"около 2 тысяч";"34";"агрессивный";"817";"76";"1";"13"
"1425355202.0851";"около тысячи";"34";"агрессивный";"817";"25";"1";"16"
"1425356401.37714";"около тысячи";"34";"агрессивный";"817";"24";"1";"19"
"1425357601.71172";"около тысячи";"34";"агрессивный";"817";"33";"1";"21"
"1425358802.38674";"около тысячи";"34";"агрессивный";"817";"84";"1";"23"
"1425360001.26266";"около тысячи";"34";"агрессивный";"817";"26";"1";"25"
"1425361201.56686";"около тысячи";"34";"агрессивный";"817";"179";"1";"25"
"1425362402.0172";"около тысячи";"34";"агрессивный";"817";"188";"1";"27"
"1425363601.31009";"около 4 сотен";"34";"агрессивный";"818";"149";"1";"27"
"1425364801.59946";"около 5 сотен";"34";"агрессивный";"818";"81";"2";"29"
"1425366002.88025";"около 5 сотен";"34";"агрессивный";"818";"34";"2";"31"
"1425367201.67899";"около 4 сотен";"34";"агрессивный";"818";"27";"2";"33"
"1425368401.99065";"около 5 сотен";"34";"агрессивный";"818";"24";"2";"37"
"1425369601.4877";"около 6 сотен";"34";"агрессивный";"818";"28";"3";"38"
"1425370802.05858";"около 6 сотен";"34";"агрессивный";"818";"16";"3";"39"
"1425372001.35885";"около 3 тысяч";"34";"агрессивный";"818";"232";"3";"39"
"1425373201.82163";"около 4 сотен";"34";"злобный";"819";"232";"3";"39"
"1425374401.75482";"около 4 сотен";"34";"агрессивный";"819";"175";"3";"40"
"1425375602.03802";"около 6 сотен";"34";"агрессивный";"819";"77";"3";"43"
"1425376801.47259";"около 6 сотен";"34";"злобный";"819";"156";"3";"44"
"1425378002.11789";"около тысячи";"34";"злобный";"820";"210";"4";"45"
"1425379204.85264";"около тысячи";"34";"злобный";"820";"47";"5";"47"
"1425380401.87949";"около тысячи";"34";"злобный";"820";"89";"5";"48"
"1425381601.60121";"около тысячи";"34";"злобный";"820";"214";"5";"48"
"1425382801.90946";"около тысячи";"34";"злобный";"820";"145";"5";"52"
"1425384001.3515";"около тысячи";"34";"злобный";"820";"4";"5";"54"
"1425385202.17458";"около тысячи";"34";"злобный";"820";"232";"5";"54"
"1425386401.46281";"около тысячи";"34";"злобный";"820";"232";"5";"54"
"1425387601.9096";"около тысячи";"34";"злобный";"820";"201";"5";"55"
"1425388801.32226";"около тысячи";"34";"злобный";"820";"89";"6";"57"
"1425390001.62543";"около тысячи";"34";"злобный";"820";"26";"6";"59"
"1425391202.08913";"около тысячи";"34";"агрессивный";"820";"161";"6";"61"
"1425392402.11388";"около 2 сотен";"34";"агрессивный";"822";"225";"7";"62"
"1425393601.39406";"около 3 сотен";"34";"агрессивный";"822";"141";"7";"64"
"1425394801.81542";"около 4 сотен";"34";"агрессивный";"822";"55";"8";"66"
"1425396001.32091";"около 5 сотен";"34";"агрессивный";"822";"47";"8";"68"
"1425397201.60778";"около 5 сотен";"34";"агрессивный";"822";"101";"8";"71"
"1425398402.05495";"около 7 сотен";"34";"агрессивный";"822";"21";"8";"73"
"1425399601.97971";"около 7 сотен";"34";"агрессивный";"822";"17";"8";"74"
"1425400801.46113";"около тысячи";"34";"агрессивный";"822";"232";"8";"74"
"1425402001.81875";"около тысячи";"34";"агрессивный";"822";"232";"8";"74"
"1425403201.42834";"около тысячи";"34";"агрессивный";"822";"225";"8";"75"
"1425404401.72769";"около тысячи";"34";"агрессивный";"822";"144";"8";"78"
"1425405602.20114";"около тысячи";"34";"агрессивный";"822";"47";"9";"80"
"1425406801.80102";"около тысячи";"34";"агрессивный";"822";"35";"9";"83"
"1425408002.14569";"около тысячи";"34";"агрессивный";"822";"32";"9";"86"
"1425409201.69055";"около тысячи";"34";"агрессивный";"822";"16";"9";"87"
"1425410401.45729";"около тысячи";"34";"агрессивный";"822";"145";"9";"87"
"1425411601.74959";"около тысячи";"34";"агрессивный";"822";"222";"9";"87"
"1425412802.05323";"около тысячи";"34";"агрессивный";"822";"164";"9";"88"
"1425414001.35441";"около тысячи";"34";"агрессивный";"822";"26";"10";"90"
"1425415201.64915";"около тысячи";"34";"агрессивный";"822";"16";"10";"93"
"1425416401.9232";"около 18 сотен";"34";"агрессивный";"822";"232";"10";"93"
"1425417601.23544";"около 2 тысяч";"34";"агрессивный";"822";"232";"10";"93"
"1425418801.52972";"около 2 тысяч";"34";"агрессивный";"822";"64";"10";"94"
"1425420001.8194";"около 2 тысяч";"34";"агрессивный";"822";"34";"10";"96"
"1425421202.104";"около 2 тысяч";"34";"агрессивный";"822";"31";"10";"98"
"1425422401.40619";"около 2 тысяч";"34";"агрессивный";"823";"27";"13";"100"
"1425423601.69331";"около 5 тысяч";"34";"агрессивный";"823";"27";"13";"100"
"1425424801.99194";"около 4 тысяч";"34";"агрессивный";"823";"231";"13";"1"
"1425426001.28009";"около 4 тысяч";"34";"агрессивный";"823";"115";"13";"4"
"1425427201.60442";"около 4 тысяч";"34";"агрессивный";"823";"23";"13";"9"
"1425428401.9003";"около тысячи";"34";"агрессивный";"824";"52";"13";"15"
"1425429601.17617";"около тысячи";"34";"агрессивный";"824";"36";"14";"18"
"1425430801.46015";"около тысячи";"34";"агрессивный";"824";"175";"14";"18"
"1425432001.7674";"около 3 тысяч";"34";"агрессивный";"824";"219";"14";"19"
"1425433202.05807";"около 3 тысяч";"34";"агрессивный";"824";"157";"14";"23"
"1425434401.35477";"около 3 тысяч";"34";"агрессивный";"824";"43";"14";"27"
"1425435601.66796";"около 3 тысяч";"34";"агрессивный";"824";"34";"15";"30"
"1425436801.95603";"около 3 тысяч";"34";"агрессивный";"824";"21";"15";"33"
"1425438001.2342";"около 3 тысяч";"34";"агрессивный";"824";"12";"15";"38"
"1425439201.53599";"около 3 тысяч";"34";"агрессивный";"824";"232";"15";"38"
"1425440401.83328";"около 7 десятков";"34";"агрессивный";"825";"232";"15";"38"
"1425441602.13959";"около 2 сотен";"34";"агрессивный";"825";"71";"15";"40"
"1425442801.42851";"около 3 сотен";"34";"агрессивный";"825";"34";"16";"43"
"1425444002.23455";"около 3 сотен";"34";"агрессивный";"825";"34";"16";"47"
"1425445201.63542";"около 3 сотен";"34";"агрессивный";"825";"87";"16";"49"
"1425446401.23822";"около 3 сотен";"34";"агрессивный";"825";"209";"16";"49"
"1425447601.53425";"около 5 сотен";"34";"агрессивный";"825";"67";"16";"52"
"1425448801.96621";"около 7 десятков";"34";"озлобленный";"825";"185";"16";"55"
"1425450001.9685";"около 2 сотен";"34";"озлобленный";"825";"29";"16";"58"
"1425451201.27205";"около 2 сотен";"34";"озлобленный";"825";"33";"16";"63"
"1425452401.74465";"около 3 сотен";"34";"озлобленный";"825";"64";"17";"68"
"1425453601.35727";"около 4 сотен";"34";"агрессивный";"825";"81";"17";"69"
"1425454801.64932";"около 18 сотен";"34";"агрессивный";"826";"207";"18";"70"
"1425456002.07912";"около 19 сотен";"34";"агрессивный";"826";"109";"18";"74"
"1425457201.81162";"около 2 тысяч";"34";"агрессивный";"826";"13";"18";"77"
"1425458402.10807";"около 2 тысяч";"34";"агрессивный";"826";"232";"18";"77"
"1425459601.56776";"около 2 тысяч";"34";"агрессивный";"826";"98";"18";"78"
"1425460801.62037";"около 2 тысяч";"34";"агрессивный";"826";"83";"18";"80"
"1425462002.04666";"около 3 тысяч";"34";"агрессивный";"826";"43";"18";"82"
"1425463201.48194";"около 3 тысяч";"34";"агрессивный";"826";"232";"18";"82"
"1425464401.23391";"десяток";"34";"агрессивный";"827";"229";"18";"82"
"1425465601.51678";"около 4 десятков";"34";"агрессивный";"827";"116";"19";"85"
"1425466801.94445";"около 8 десятков";"34";"агрессивный";"827";"35";"19";"89"
"1425468002.15639";"около 7 десятков";"34";"агрессивный";"829";"192";"20";"91"
"1425469201.45223";"около 9 десятков";"34";"агрессивный";"829";"116";"20";"93"
"1425470401.87846";"около сотни";"34";"агрессивный";"829";"61";"21";"96"
"1425471602.04408";"около сотни";"34";"агрессивный";"829";"176";"21";"97"
"1425472801.44939";"около сотни";"34";"агрессивный";"829";"182";"22";"100"
"1425474001.8754";"около тысячи";"34";"агрессивный";"829";"182";"22";"100"
"1425475202.20306";"около сотни";"34";"агрессивный";"829";"182";"22";"100"
"1425476401.49385";"около сотни";"34";"агрессивный";"829";"120";"22";"2"
"1425477601.93813";"около сотни";"34";"агрессивный";"829";"45";"22";"6"
"1425478801.62705";"около 2 сотен";"34";"агрессивный";"829";"41";"22";"12"
"1425480001.91471";"около 3 сотен";"34";"агрессивный";"829";"145";"22";"12"
"1425481201.36874";"около сотни";"34";"агрессивный";"829";"179";"22";"26"
"1425482401.61301";"около 3 сотен";"34";"агрессивный";"829";"77";"23";"30"
"1425483601.90125";"около 3 сотен";"34";"агрессивный";"829";"28";"23";"34"
"1425484801.35972";"около 3 сотен";"34";"агрессивный";"829";"13";"23";"35"
"1425486001.9696";"около 2 тысяч";"34";"агрессивный";"829";"199";"23";"35"
"1425487201.24922";"около 2 тысяч";"34";"агрессивный";"829";"232";"23";"35"
"1425488401.72195";"около 3 тысяч";"34";"агрессивный";"829";"124";"23";"38"
"1425489601.9651";"около 3 тысяч";"34";"агрессивный";"829";"30";"23";"40"
"1425490801.24524";"около 3 тысяч";"34";"агрессивный";"829";"87";"23";"42"
"1425492001.72186";"около 3 тысяч";"34";"агрессивный";"829";"232";"23";"42"
"1425493201.62144";"около 8 десятков";"34";"агрессивный";"830";"232";"23";"43"
"1425494401.91108";"около сотни";"34";"агрессивный";"830";"139";"24";"46"
"1425495601.3958";"около 2 сотен";"34";"агрессивный";"830";"145";"24";"49"
"1425496801.97114";"около 2 сотен";"34";"агрессивный";"830";"74";"24";"54"
"1425498001.27623";"около 4 сотен";"34";"агрессивный";"830";"29";"24";"60"
"1425499201.58692";"около 4 сотен";"34";"агрессивный";"830";"38";"24";"64"
"1425500401.89708";"около 4 сотен";"34";"агрессивный";"830";"22";"24";"66"
"1425501602.18081";"около 3 сотен";"34";"агрессивный";"830";"103";"25";"69"
"1425502801.4754";"около 2 тысяч";"34";"агрессивный";"830";"232";"25";"69"
"1425504001.76781";"около сотни";"34";"агрессивный";"830";"232";"25";"69"
"1425505202.04986";"около сотни";"34";"агрессивный";"830";"106";"25";"71"
"1425506401.35486";"около 2 сотен";"34";"агрессивный";"830";"128";"25";"74"
"1425507601.65826";"около 3 сотен";"34";"агрессивный";"830";"150";"25";"77"
"1425508801.95419";"около 3 сотен";"34";"агрессивный";"830";"44";"25";"80"
"1425510001.24198";"около 4 сотен";"34";"агрессивный";"830";"30";"26";"83"
"1425511201.52636";"около 4 сотен";"34";"агрессивный";"830";"24";"26";"86"
"1425512401.81798";"около 5 сотен";"34";"агрессивный";"830";"111";"26";"88"
"1425513602.13889";"около тысячи";"34";"агрессивный";"830";"232";"26";"88"
"1425514801.40898";"около сотни";"34";"агрессивный";"830";"217";"26";"89"
"1425516001.71298";"около тысячи";"34";"агрессивный";"830";"92";"28";"100"
"1425517202.00836";"около тысячи";"34";"агрессивный";"830";"92";"28";"100"
"1425518401.3084";"около тысячи";"34";"агрессивный";"830";"92";"28";"100"
"1425519601.58717";"около 7 сотен";"34";"агрессивный";"830";"138";"28";"0"
"1425520801.87844";"около 7 сотен";"34";"агрессивный";"830";"77";"28";"2"
"1425522002.22306";"около 8 сотен";"34";"агрессивный";"830";"60";"28";"4"
"1425523201.45969";"около 8 сотен";"34";"агрессивный";"830";"60";"28";"4"
"1425524401.74908";"около 8 сотен";"34";"агрессивный";"830";"60";"28";"4"
"1425525602.05821";"около 8 сотен";"34";"агрессивный";"830";"60";"28";"4"
"1425526801.34516";"около 8 сотен";"34";"агрессивный";"830";"60";"28";"4"
"1425528001.62749";"около 8 сотен";"34";"агрессивный";"830";"60";"28";"4"
"1425529201.93966";"около тысячи";"34";"агрессивный";"830";"69";"29";"17"
"1425530401.36852";"около тысячи";"34";"агрессивный";"830";"45";"29";"20"
"1425531601.78421";"около тысячи";"34";"агрессивный";"830";"21";"29";"22"
"1425532801.21507";"около тысячи";"34";"агрессивный";"830";"189";"29";"22"
"1425534001.5114";"около тысячи";"34";"агрессивный";"830";"175";"30";"24"
"1425535201.9281";"около тысячи";"34";"агрессивный";"830";"107";"30";"27"
"1425536402.0261";"около тысячи";"34";"агрессивный";"830";"21";"30";"29"
"1425537601.32855";"около 6 сотен";"34";"агрессивный";"830";"173";"30";"30"
"1425538801.74909";"около 2 тысяч";"34";"агрессивный";"830";"232";"30";"30"
"1425540001.69876";"около 8 сотен";"34";"агрессивный";"830";"228";"30";"31"
"1425541202.01421";"около 8 сотен";"34";"агрессивный";"830";"66";"30";"32"
"1425542401.45528";"около тысячи";"34";"агрессивный";"830";"36";"31";"35"
"1425543602.15842";"около тысячи";"34";"агрессивный";"830";"17";"31";"36"
"1425544801.47916";"около тысячи";"34";"агрессивный";"830";"24";"31";"38"
"1425546001.88599";"около 9 сотен";"34";"агрессивный";"830";"89";"31";"39"
"1425547201.73724";"около тысячи";"34";"агрессивный";"830";"210";"31";"41"
"1425548402.01894";"около 15 сотен";"34";"агрессивный";"830";"168";"31";"43"
"1425549601.46387";"около тысячи";"34";"агрессивный";"830";"90";"32";"44"
"1425550801.78474";"около тысячи";"34";"агрессивный";"830";"24";"32";"46"
"1425552002.06116";"около 15 сотен";"34";"агрессивный";"830";"30";"32";"48"
"1425553201.52305";"около 15 сотен";"34";"агрессивный";"830";"25";"32";"50"
"1425554401.28703";"около 18 сотен";"34";"агрессивный";"830";"30";"32";"53"
"1425555601.55882";"около 18 сотен";"34";"агрессивный";"830";"39";"32";"57"
"1425556802.02544";"около 15 сотен";"34";"агрессивный";"830";"123";"32";"59"
"1425558001.90387";"около 3 тысяч";"34";"агрессивный";"830";"232";"32";"59"
"1425559201.19149";"около тысячи";"34";"агрессивный";"830";"201";"33";"60"
