"time";"gold_approx";"level";"alignment";"wood_cnt";"health";"pet_level";"p.gladiatorship";"p.taming";"p.alignment"
"1463856440.41974";"ни одного";"84";"миролюбивый";"1010";"432";"4";"0";"0";"0"
"1463860300.10758";"ни одного";"84";"миролюбивый";"1010";"432";"4";"0";"0";"0"
"1463903484.8923";"ни одного";"84";"миролюбивый";"1010";"432";"4";"0";"0";"0"
"1463946692.54358";"около 4 тысяч";"84";"миролюбивый";"1013";"432";"4";"0";"0";"0"
"1463989884.46935";"около 6 тысяч";"84";"миролюбивый";"1014";"432";"4";"0";"0";"0"
"1464033091.23246";"около 6 тысяч";"84";"миролюбивый";"1014";"432";"4";"0";"0";"0"
"1464076286.23236";"около 6 тысяч";"84";"миролюбивый";"1015";"432";"4";"0";"0";"0"
"1464119484.91728";"около 6 тысяч";"84";"миролюбивый";"1015";"432";"4";"0";"0";"0"
"1464162684.22568";"около 17 сотен";"84";"миролюбивый";"1017";"432";"5";"0";"0";"0"
"1464205889.8104";"около 17 сотен";"84";"миролюбивый";"1017";"432";"5";"0";"0";"0"
"1464249083.82726";"около 6 тысяч";"84";"миролюбивый";"1017";"432";"5";"0";"0";"0"
"1464292289.20904";"около 6 тысяч";"84";"миролюбивый";"1017";"432";"5";"0";"0";"0"
"1464335494.75721";"ни одного";"84";"миролюбивый";"1017";"432";"5";"0";"0";"0"
