"time";"gold_approx";"level";"alignment";"wood_cnt";"health";"age";"monsters_killed";"deaths";"arena_score";"p.might";"p.templehood";"p.gladiatorship";"p.mastery";"p.taming";"p.survival";"p.savings";"p.alignment"
"1463854422.28175";"около 2 тысяч";"76";"нейтральный";"1005";"400";"4 года 9 месяцев";"около 216 тысяч";"164";"69 / 57";"8613";"12515";"15313";"6950";"0";"6422";"7345";"0"
"1463858278.80158";"около 2 тысяч";"76";"нейтральный";"1005";"400";"4 года 9 месяцев";"около 216 тысяч";"164";"69 / 57";"8613";"12515";"15313";"6954";"0";"6428";"7350";"0"
"1463901474.19911";"около 2 тысяч";"76";"нейтральный";"1005";"400";"4 года 9 месяцев";"около 216 тысяч";"164";"69 / 57";"8613";"12515";"15316";"6891";"0";"6382";"7301";"0"
"1463944675.76086";"около 2 тысяч";"76";"нейтральный";"1005";"400";"4 года 9 месяцев";"около 216 тысяч";"164";"69 / 57";"8618";"12515";"15321";"6950";"0";"6438";"7348";"0"
"1463987872.94495";"около 2 тысяч";"76";"нейтральный";"1005";"400";"4 года 9 месяцев";"около 216 тысяч";"164";"69 / 57";"8624";"12515";"15323";"6891";"0";"6353";"7300";"0"
"1464031076.01066";"около 4 сотен";"76";"нейтральный";"1006";"400";"1";"4 года 9 месяцев";"около 216 тысяч";"165";"69 / 57";"8617";"12515";"15336";"6924";"24360";"6470";"7354";"0"
"1464074272.921";"около 4 тысяч";"76";"нейтральный";"1008";"400";"1";"4 года 9 месяцев";"около 216 тысяч";"165";"69 / 57";"8615";"12515";"15337";"6884";"23928";"6418";"7316";"0"
"1464117473.40391";"около 4 тысяч";"76";"нейтральный";"1008";"400";"1";"4 года 9 месяцев";"около 216 тысяч";"165";"69 / 57";"8618";"12515";"15340";"6930";"24175";"6476";"7357";"0"
"1464160672.55993";"около 5 тысяч";"76";"нейтральный";"1009";"400";"2";"4 года 9 месяцев";"около 216 тысяч";"165";"69 / 57";"8612";"12515";"15343";"6832";"23573";"6386";"7283";"0"
"1464203872.64806";"около 8 тысяч";"76";"нейтральный";"1009";"400";"2";"4 года 9 месяцев";"около 216 тысяч";"165";"69 / 57";"8618";"12515";"15346";"6907";"23855";"6467";"7343";"0"
"1464247072.27393";"около 8 тысяч";"76";"нейтральный";"1009";"400";"2";"4 года 9 месяцев";"около 216 тысяч";"165";"69 / 57";"8619";"12515";"15352";"6841";"23395";"6378";"7288";"0"
"1464290272.74497";"около 8 тысяч";"76";"нейтральный";"1009";"400";"2";"4 года 9 месяцев";"около 216 тысяч";"165";"69 / 57";"8629";"12515";"15357";"6927";"23619";"6462";"7358";"0"
"1464333477.17675";"около 8 тысяч";"76";"нейтральный";"1009";"400";"2";"4 года 10 месяцев";"около 216 тысяч";"165";"69 / 57";"8631";"12515";"15361";"6864";"23243";"6376";"7306";"0"
