"time";"gold_approx";"level";"alignment";"wood_cnt";"health";"pet_level";"age";"monsters_killed";"deaths";"arena_score";"p.might";"p.templehood";"p.gladiatorship";"p.mastery";"p.taming";"p.survival";"p.savings";"p.alignment"
"1463856211.89355";"ни одного";"75";"нейтральный";"803";"396";"";"5 лет 7 месяцев";"около 213 тысяч";"176";"70 / 105";"9079";"10300";"21405";"5997";"0";"7837";"6566";"0"
"1463860075.88463";"ни одного";"75";"нейтральный";"803";"396";"";"5 лет 7 месяцев";"около 213 тысяч";"176";"70 / 105";"9079";"10300";"21406";"5999";"0";"7842";"6571";"0"
"1463903261.68237";"ни одного";"75";"нейтральный";"803";"396";"";"5 лет 7 месяцев";"около 213 тысяч";"176";"70 / 105";"9079";"10300";"21407";"5949";"0";"7791";"6535";"0"
"1463946468.9641";"ни одного";"75";"нейтральный";"803";"396";"";"5 лет 7 месяцев";"около 213 тысяч";"176";"70 / 105";"9084";"10300";"21412";"5996";"0";"7871";"6579";"0"
"1463989661.10022";"ни одного";"75";"нейтральный";"803";"396";"";"5 лет 7 месяцев";"около 213 тысяч";"176";"70 / 105";"9087";"10300";"21418";"5951";"0";"7770";"6537";"0"
"1464032866.30762";"ни одного";"75";"нейтральный";"803";"396";"";"5 лет 7 месяцев";"около 213 тысяч";"176";"70 / 105";"9090";"10300";"21424";"5991";"0";"7836";"6587";"0"
"1464076062.84552";"ни одного";"75";"нейтральный";"803";"396";"";"5 лет 7 месяцев";"около 213 тысяч";"176";"70 / 105";"9093";"10300";"21429";"5952";"0";"7776";"6554";"0"
"1464119261.59657";"ни одного";"75";"нейтральный";"803";"396";"";"5 лет 7 месяцев";"около 213 тысяч";"176";"70 / 105";"9095";"10300";"21431";"6004";"0";"7877";"6592";"0"
"1464162460.88915";"ни одного";"75";"нейтральный";"803";"396";"";"5 лет 7 месяцев";"около 213 тысяч";"176";"70 / 105";"9099";"10300";"21432";"0";"0"
"1464205665.31111";"ни одного";"75";"нейтральный";"803";"396";"";"5 лет 7 месяцев";"около 213 тысяч";"176";"70 / 105";"9104";"10300";"21440";"0";"0"
"1464248860.18097";"ни одного";"75";"нейтральный";"803";"396";"";"5 лет 7 месяцев";"около 213 тысяч";"176";"70 / 105";"9108";"10300";"21439";"0";"0"
"1464292065.46453";"ни одного";"75";"нейтральный";"803";"396";"";"5 лет 7 месяцев";"около 213 тысяч";"176";"70 / 105";"9113";"10300";"21446";"0";"0"
"1464335271.25332";"ни одного";"75";"нейтральный";"803";"396";"";"5 лет 7 месяцев";"около 213 тысяч";"176";"70 / 105";"9114";"10300";"21448";"0";"0"
