"time";"gold_approx";"level";"alignment";"wood_cnt";"health";"pet_level";"p.gladiatorship";"p.taming";"p.alignment"
"1463856285.43175";"около 14 тысяч";"71";"нейтральный";"999";"380";"19";"0";"0";"0"
"1463860150.25944";"около 14 тысяч";"71";"нейтральный";"999";"380";"19";"0";"0";"0"
"1463903335.05871";"около 14 тысяч";"71";"нейтральный";"999";"380";"19";"0";"0";"0"
"1463946542.47084";"около 2 тысяч";"71";"нейтральный";"1001";"380";"19";"0";"0";"0"
"1463989734.56002";"около тысячи";"71";"нейтральный";"1001";"380";"19";"0";"0";"0"
"1464032939.84936";"около 3 тысяч";"71";"нейтральный";"1002";"380";"19";"0";"0";"0"
"1464076136.25378";"около 8 тысяч";"71";"нейтральный";"1003";"380";"19";"0";"0";"0"
"1464119334.97158";"около 6 тысяч";"71";"нейтральный";"1003";"380";"19";"0";"0";"0"
"1464162534.2462";"около сотни";"71";"нейтральный";"1004";"380";"19";"0";"0";"0"
"1464205738.81202";"около сотни";"71";"нейтральный";"1004";"380";"19";"0";"0";"0"
"1464248933.71197";"около тысячи";"71";"нейтральный";"1006";"380";"19";"0";"0";"0"
"1464292138.93739";"около 6 тысяч";"71";"нейтральный";"1007";"380";"19";"0";"0";"0"
"1464335344.7899";"около 6 тысяч";"71";"нейтральный";"1007";"380";"19";"0";"0";"0"
