"time";"gold_approx";"level";"alignment";"wood_cnt";"health";"pet_level";"p.gladiatorship";"p.taming";"p.alignment"
"1463857228.63701";"около 15 сотен";"72";"добродетельный";"1005";"384";"";"0";"0";"0"
"1463861086.75545";"около 15 сотен";"72";"добродетельный";"1005";"384";"";"0";"0";"0"
"1463904270.39459";"около 8 тысяч";"72";"добродетельный";"1007";"384";"";"0";"0";"0"
"1463947479.34192";"около 9 тысяч";"72";"добродетельный";"1008";"384";"";"0";"0";"0"
"1463990671.76459";"около 4 тысяч";"72";"добродетельный";"1009";"384";"";"0";"0";"0"
"1464033880.22028";"около 8 тысяч";"72";"добродетельный";"1009";"384";"";"0";"0";"0"
"1464077072.501";"около 3 тысяч";"72";"добродетельный";"1010";"384";"";"0";"0";"0"
"1464120272.14218";"около 3 тысяч";"72";"добродетельный";"1011";"384";"";"0";"0";"0"
"1464163470.02884";"около 9 тысяч";"72";"добродетельный";"1011";"384";"";"0";"0";"0"
"1464206676.94226";"около 4 тысяч";"72";"добродетельный";"1011";"384";"";"0";"0";"0"
"1464249870.27669";"около 4 тысяч";"72";"добродетельный";"1012";"384";"";"0";"0";"0"
"1464293083.5564";"около 5 тысяч";"72";"добродетельный";"1012";"384";"";"0";"0";"0"
"1464336280.97141";"около 4 сотен";"72";"абсолютное добро";"1013";"384";"";"0";"0";"0"
