"time";"gold_approx";"level";"alignment";"wood_cnt";"health";"pet_level";"p.gladiatorship";"p.taming";"p.alignment"
"1463856539.33097";"около 2 тысяч";"47";"агрессивный";"1";"284";"18";"0";"0";"0"
"1463860398.83998";"около 6 тысяч";"47";"агрессивный";"2";"284";"18";"0";"0";"0"
"1463903583.55929";"около 2 тысяч";"47";"озлобленный";"4";"284";"18";"0";"0";"0"
"1463946791.36084";"около 6 тысяч";"47";"озлобленный";"4";"284";"18";"0";"0";"0"
"1463989983.24915";"около 9 тысяч";"47";"озлобленный";"4";"284";"18";"0";"0";"0"
"1464033190.17009";"около 2 тысяч";"47";"озлобленный";"6";"284";"18";"0";"0";"0"
"1464076385.03488";"около 4 тысяч";"47";"недовольный";"6";"284";"19";"0";"0";"0"
"1464119583.72801";"около 2 сотен";"47";"недовольный";"6";"284";"19";"0";"0";"0"
"1464162782.96603";"около 19 тысяч";"47";"недовольный";"7";"284";"19";"0";"0";"0"
"1464205988.52516";"около 10 тысяч";"47";"недовольный";"9";"284";"19";"0";"0";"0"
"1464249182.61431";"около 14 тысяч";"47";"недовольный";"10";"284";"19";"0";"0";"0"
"1464292388.05054";"около 15 сотен";"47";"нейтральный";"10";"284";"19";"0";"0";"0"
"1464335593.50772";"около 15 сотен";"47";"нейтральный";"10";"284";"19";"0";"0";"0"
