"time";"gold_approx";"level";"alignment";"wood_cnt";"health";"pet_level";"p.gladiatorship";"p.taming";"p.alignment"
"1463856280.12382";"около 5 тысяч";"72";"нейтральный";"813";"384";"";"0";"0";"0"
"1463860144.97739";"около 5 тысяч";"72";"нейтральный";"813";"384";"";"0";"0";"0"
"1463903329.77039";"около 5 тысяч";"72";"нейтральный";"813";"384";"";"0";"0";"0"
"1463946537.1752";"около 5 тысяч";"72";"нейтральный";"813";"384";"";"0";"0";"0"
"1463989729.27259";"около 3 сотен";"72";"нейтральный";"813";"384";"";"0";"0";"0"
"1464032934.54807";"около 3 сотен";"72";"нейтральный";"813";"384";"";"0";"0";"0"
"1464076130.96404";"около 3 сотен";"72";"нейтральный";"813";"384";"";"0";"0";"0"
"1464119329.68005";"около 3 сотен";"72";"нейтральный";"813";"384";"";"0";"0";"0"
"1464162528.9481";"около 6 тысяч";"72";"нейтральный";"815";"384";"";"0";"0";"0"
"1464205733.50635";"около 6 тысяч";"72";"нейтральный";"815";"384";"";"0";"0";"0"
"1464248928.42344";"около 6 тысяч";"72";"нейтральный";"815";"384";"";"0";"0";"0"
"1464292133.64401";"около 6 тысяч";"72";"нейтральный";"815";"384";"";"0";"0";"0"
"1464335339.49998";"около 3 тысяч";"72";"нейтральный";"817";"384";"";"0";"0";"0"
