"time";"gold_approx";"level";"alignment";"wood_cnt";"health";"pet_level";"p.gladiatorship";"p.taming";"p.alignment"
"1463856512.9912";"около 5 тысяч";"72";"добродушный";"992";"384";"21";"0";"0";"0"
"1463860372.56103";"около 5 тысяч";"72";"добродушный";"992";"384";"21";"0";"0";"0"
"1463903557.30002";"около 7 тысяч";"72";"добродушный";"992";"384";"21";"0";"0";"0"
"1463946765.10324";"несколько";"72";"миролюбивый";"995";"384";"21";"0";"0";"0"
"1463989956.97178";"около 3 сотен";"72";"миролюбивый";"995";"384";"21";"0";"0";"0"
"1464033163.87979";"около 5 тысяч";"72";"добродушный";"996";"384";"21";"0";"0";"0"
"1464076358.74761";"около 8 тысяч";"72";"добродушный";"996";"384";"21";"0";"0";"0"
"1464119557.4285";"около 14 тысяч";"72";"миролюбивый";"998";"384";"21";"0";"0";"0"
"1464162756.69262";"около 15 тысяч";"72";"добродушный";"998";"384";"21";"0";"0";"0"
"1464205962.2477";"около 9 тысяч";"72";"добродушный";"998";"384";"21";"0";"0";"0"
"1464249156.30859";"около 9 тысяч";"72";"добродушный";"998";"384";"21";"0";"0";"0"
"1464292361.73258";"около 4 тысяч";"72";"добродушный";"999";"384";"22";"0";"0";"0"
"1464335567.23575";"около 7 тысяч";"72";"миролюбивый";"999";"384";"22";"0";"0";"0"
