"time";"gold_approx";"level";"alignment";"wood_cnt";"health";"pet_level";"p.gladiatorship";"p.taming";"p.alignment"
"1463857161.22691";"около 7 тысяч";"73";"нейтральный";"910";"388";"";"0";"0";"0"
"1463861019.47237";"около 7 тысяч";"73";"нейтральный";"910";"388";"";"0";"0";"0"
"1463904203.23479";"около 7 тысяч";"73";"нейтральный";"910";"388";"";"0";"0";"0"
"1463947412.11637";"около 7 тысяч";"73";"нейтральный";"910";"388";"";"0";"0";"0"
"1463990604.60027";"около 7 тысяч";"73";"нейтральный";"910";"388";"";"0";"0";"0"
"1464033811.72132";"около 9 тысяч";"73";"нейтральный";"916";"388";"";"0";"0";"0"
"1464077005.30828";"около 9 тысяч";"73";"нейтральный";"916";"388";"";"0";"0";"0"
"1464120204.64751";"около 9 тысяч";"73";"нейтральный";"916";"388";"";"0";"0";"0"
"1464163402.89929";"около 9 тысяч";"73";"нейтральный";"916";"388";"";"0";"0";"0"
"1464206609.6028";"около 9 тысяч";"73";"нейтральный";"916";"388";"";"0";"0";"0"
"1464249803.12815";"около 9 тысяч";"73";"нейтральный";"916";"388";"";"0";"0";"0"
"1464293016.02052";"около 9 тысяч";"73";"нейтральный";"916";"388";"";"0";"0";"0"
"1464336213.78225";"около 9 тысяч";"73";"нейтральный";"916";"388";"";"0";"0";"0"
