"time";"gold_approx";"level";"alignment";"wood_cnt";"health";"pet_level";"p.gladiatorship";"p.taming";"p.alignment"
"1463856222.29482";"около 8 сотен";"43";"нейтральный";"12";"268";"10";"0";"0";"0"
"1463860086.27514";"около тысячи";"43";"нейтральный";"12";"268";"10";"0";"0";"0"
"1463903272.07205";"около 18 сотен";"43";"нейтральный";"13";"268";"10";"0";"0";"0"
"1463946479.36048";"около 4 тысяч";"43";"нейтральный";"15";"268";"10";"0";"0";"0"
"1463989671.54817";"около 4 тысяч";"43";"нейтральный";"16";"268";"10";"0";"0";"0"
"1464032876.74967";"около 3 тысяч";"43";"нейтральный";"17";"268";"10";"0";"0";"0"
"1464076073.24773";"около 8 сотен";"43";"нейтральный";"17";"268";"10";"0";"0";"0"
"1464119272.00985";"около 8 тысяч";"43";"нейтральный";"19";"268";"10";"0";"0";"0"
"1464162471.28861";"около 6 тысяч";"43";"нейтральный";"20";"268";"10";"0";"0";"0"
"1464205675.71558";"около 4 тысяч";"43";"нейтральный";"20";"268";"10";"0";"0";"0"
"1464248870.60801";"около 5 тысяч";"43";"нейтральный";"21";"268";"10";"0";"0";"0"
"1464292075.87217";"около 17 сотен";"43";"нейтральный";"21";"268";"10";"0";"0";"0"
"1464335281.66747";"около 31 тысяч";"43";"нейтральный";"23";"268";"10";"0";"0";"0"
