"time";"gold_approx";"level";"alignment";"wood_cnt";"health";"age";"monsters_killed";"deaths";"arena_score";"p.templehood";"p.gladiatorship";"p.mastery";"p.taming";"p.survival";"p.savings";"p.alignment"
"1463857410.67515";"около 5 тысяч";"56";"добродетельный";"13";"320";"3 года 11 месяцев";"около 84 тысяч";"81";"12 / 17";"36990";"0";"17119";"0";"11794";"18340";"1579"
"1463861267.93851";"около 6 тысяч";"56";"добродетельный";"13";"320";"3 года 11 месяцев";"около 84 тысяч";"81";"12 / 17";"36990";"0";"17158";"0";"11779";"18380";"1138"
"1463904450.88327";"около 4 тысяч";"56";"добродетельный";"13";"320";"3 года 11 месяцев";"около 84 тысяч";"81";"12 / 17";"36990";"0";"16885";"0";"11655";"18147";"1259"
"1463947660.26654";"около 4 тысяч";"56";"добродетельный";"13";"320";"3 года 11 месяцев";"около 84 тысяч";"81";"12 / 17";"36990";"0";"17022";"0";"11724";"18353";"1392"
"1463990852.44008";"около тысячи";"56";"добродетельный";"14";"320";"3 года 11 месяцев";"около 84 тысяч";"81";"12 / 17";"36990";"0";"16737";"0";"11550";"18112";"1240"
