"time";"gold_approx";"level";"alignment";"wood_cnt";"health";"pet_level";"p.gladiatorship";"p.taming";"p.alignment"
"1463856787.93397";"около 4 тысяч";"85";"беззлобный";"829";"436";"42";"0";"0";"0"
"1463860647.11103";"около 4 тысяч";"85";"беззлобный";"829";"436";"42";"0";"0";"0"
"1463903831.73909";"около 4 тысяч";"85";"беззлобный";"829";"436";"42";"0";"0";"0"
"1463947039.65814";"около 4 тысяч";"85";"беззлобный";"829";"436";"42";"0";"0";"0"
"1463990231.67941";"около 4 тысяч";"85";"беззлобный";"829";"436";"42";"0";"0";"0"
"1464033438.9157";"около 4 тысяч";"85";"нейтральный";"829";"436";"42";"0";"0";"0"
"1464076633.26386";"около 4 тысяч";"85";"нейтральный";"829";"436";"42";"0";"0";"0"
"1464119832.14325";"около 4 тысяч";"85";"нейтральный";"829";"436";"42";"0";"0";"0"
"1464163031.28997";"около 4 тысяч";"85";"нейтральный";"829";"436";"42";"0";"0";"0"
"1464206236.91814";"около 4 тысяч";"85";"нейтральный";"829";"436";"42";"0";"0";"0"
"1464249431.08344";"около 4 тысяч";"85";"беззлобный";"835";"436";"42";"0";"0";"0"
"1464292636.56497";"около 7 тысяч";"85";"беззлобный";"835";"436";"42";"0";"0";"0"
"1464335841.65528";"около 7 тысяч";"85";"нейтральный";"835";"436";"42";"0";"0";"0"
