"time";"gold_approx";"level";"alignment";"wood_cnt";"health";"pet_level";"p.gladiatorship";"p.taming";"p.alignment"
"1463856694.54443";"около 5 тысяч";"69";"добродушный";"808";"372";"15";"0";"0";"0"
"1463860553.8117";"около 5 тысяч";"69";"добродушный";"808";"372";"15";"0";"0";"0"
"1463903738.42836";"около 5 тысяч";"69";"добродушный";"808";"372";"15";"0";"0";"0"
"1463946946.29043";"около 2 тысяч";"69";"добродушный";"808";"372";"15";"0";"0";"0"
"1463990138.29696";"около 2 тысяч";"69";"добродушный";"808";"372";"15";"0";"0";"0"
"1464033345.40466";"около 2 тысяч";"69";"добродушный";"808";"372";"15";"0";"0";"0"
"1464076540.00326";"около 8 тысяч";"69";"добродушный";"809";"372";"15";"0";"0";"0"
"1464119738.75755";"около 6 тысяч";"69";"миролюбивый";"811";"372";"16";"0";"0";"0"
"1464162937.99093";"около 6 тысяч";"69";"добродушный";"811";"372";"16";"0";"0";"0"
"1464206143.58097";"около 5 тысяч";"70";"добродушный";"811";"376";"16";"0";"0";"0"
"1464249337.63087";"около 5 тысяч";"70";"добродушный";"811";"376";"16";"0";"0";"0"
"1464292543.06886";"около 6 тысяч";"70";"миролюбивый";"811";"376";"16";"0";"0";"0"
"1464335748.41431";"около 6 тысяч";"70";"миролюбивый";"811";"376";"16";"0";"0";"0"
