"time";"gold_approx";"level";"alignment";"wood_cnt";"health";"pet_level";"age";"monsters_killed";"deaths";"arena_score";"p.templehood";"p.gladiatorship";"p.mastery";"p.taming";"p.survival";"p.savings";"p.alignment"
"1463858293.96196";"около 4 тысяч";"48";"агрессивный";"8";"288";"9";"3 года 7 месяцев";"около 56 тысяч";"76";"3 / 1";"37202";"0";"19715";"16251";"26274";"18323";"2164"
"1463862151.7369";"около 17 сотен";"48";"злобный";"8";"288";"9";"3 года 7 месяцев";"около 56 тысяч";"76";"3 / 1";"37202";"0";"19718";"16265";"26310";"18345";"2079"
"1463905337.69901";"около 9 тысяч";"48";"агрессивный";"9";"288";"9";"3 года 7 месяцев";"около 56 тысяч";"77";"3 / 1";"37202";"0";"19428";"16058";"26413";"18112";"2610"
"1463948547.25903";"около 6 тысяч";"48";"агрессивный";"11";"288";"9";"3 года 7 месяцев";"около 56 тысяч";"77";"3 / 1";"37202";"0";"19604";"16204";"26667";"18245";"2562"
"1463991734.76435";"около 3 тысяч";"48";"агрессивный";"12";"288";"9";"3 года 7 месяцев";"около 56 тысяч";"77";"3 / 1";"37202";"0";"19401";"16030";"26276";"17993";"2332"
