"time";"gold_approx";"level";"alignment";"wood_cnt";"health";"age";"monsters_killed";"deaths";"arena_score";"p.might";"p.templehood";"p.gladiatorship";"p.mastery";"p.taming";"p.survival";"p.savings";"p.alignment"
"1463858242.56707";"около 2 тысяч";"75";"добродушный";"1007";"396";"2 года 4 месяца";"около 156 тысяч";"109";"21 / 20";"9638";"22892";"0";"6250";"0";"5209";"4707";"12081"
"1463862100.33341";"около 2 тысяч";"75";"добродушный";"1007";"396";"2 года 4 месяца";"около 156 тысяч";"109";"21 / 20";"9638";"22892";"0";"6254";"0";"5212";"4709";"12167"
"1463905286.41783";"около 2 тысяч";"75";"добродушный";"1007";"396";"2 года 4 месяца";"около 156 тысяч";"109";"21 / 20";"9641";"22892";"0";"6197";"0";"5168";"4691";"12538"
"1463948495.80101";"около 2 тысяч";"75";"добродушный";"1007";"396";"2 года 4 месяца";"около 156 тысяч";"109";"21 / 20";"9648";"22892";"0";"6248";"0";"5213";"4717";"13069"
"1463991683.41316";"около 3 тысяч";"75";"добродушный";"1008";"396";"2";"2 года 4 месяца";"около 156 тысяч";"109";"21 / 20";"9628";"22892";"0";"6147";"23654";"5135";"4677";"13447"
