"time";"gold_approx";"level";"alignment";"wood_cnt";"health";"pet_level";"p.gladiatorship";"p.taming";"p.alignment"
"1463856731.24545";"около 9 тысяч";"64";"нейтральный";"914";"352";"";"0";"0";"0"
"1463860590.4521";"около 9 тысяч";"64";"нейтральный";"914";"352";"";"0";"0";"0"
"1463903775.13597";"около 6 тысяч";"64";"нейтральный";"915";"352";"";"0";"0";"0"
"1463946982.96635";"около 3 тысяч";"64";"нейтральный";"916";"352";"";"0";"0";"0"
"1463990174.97925";"около 2 тысяч";"64";"нейтральный";"916";"352";"";"0";"0";"0"
"1464033382.12496";"около 5 тысяч";"64";"нейтральный";"916";"352";"";"0";"0";"0"
"1464076576.68573";"около 17 сотен";"65";"нейтральный";"917";"356";"";"0";"0";"0"
"1464119775.48016";"около 10 тысяч";"65";"нейтральный";"917";"356";"";"0";"0";"0"
"1464162974.65825";"около 3 тысяч";"65";"нейтральный";"917";"356";"";"0";"0";"0"
"1464206180.25739";"около 8 тысяч";"65";"нейтральный";"918";"356";"";"0";"0";"0"
"1464249374.38275";"около 2 тысяч";"65";"нейтральный";"919";"356";"";"0";"0";"0"
"1464292579.76369";"около 18 сотен";"65";"нейтральный";"919";"356";"";"0";"0";"0"
"1464335785.06619";"около 9 тысяч";"65";"нейтральный";"919";"356";"";"0";"0";"0"
