"time";"gold_approx";"level";"alignment";"wood_cnt";"health";"pet_level";"age";"monsters_killed";"deaths";"arena_score";"p.templehood";"p.gladiatorship";"p.mastery";"p.taming";"p.survival";"p.savings";"p.alignment"
"1463858462.78306";"около 2 тысяч";"45";"добродетельный";"16";"276";"21";"7 месяцев";"около 44 тысяч";"36";"96 / 79";"37086";"9371";"20248";"6824";"7438";"18243";"3559"
"1463862312.43875";"около 3 тысяч";"45";"добродетельный";"16";"276";"21";"7 месяцев";"около 44 тысяч";"36";"96 / 79";"37086";"9372";"20229";"6830";"7437";"18268";"3659"
"1463905497.83968";"около 4 тысяч";"45";"миролюбивый";"16";"276";"21";"7 месяцев";"около 44 тысяч";"36";"96 / 79";"37086";"9372";"19979";"6783";"7324";"18024";"3776"
"1463948707.72997";"около 3 сотен";"45";"миролюбивый";"17";"276";"21";"7 месяцев";"около 44 тысяч";"36";"96 / 79";"37086";"9376";"20185";"6821";"7372";"18231";"4526"
"1463991895.02045";"около 7 тысяч";"45";"добродетельный";"19";"276";"21";"7 месяцев";"около 45 тысяч";"36";"96 / 79";"37086";"9380";"19979";"6790";"7260";"17840";"2817"
