"time";"gold_approx";"level";"alignment";"wood_cnt";"health";"pet_level";"age";"monsters_killed";"deaths";"arena_score";"p.might";"p.templehood";"p.gladiatorship";"p.mastery";"p.taming";"p.survival";"p.savings";"p.alignment"
"1463856762.12139";"ни одного";"70";"нейтральный";"814";"376";"9";"6 лет 12 месяцев";"около 158 тысяч";"159";"58 / 101";"13697";"21652";"0";"8012";"15381";"13214";"8897";"0"
"1463860621.36932";"ни одного";"70";"нейтральный";"814";"376";"9";"6 лет 12 месяцев";"около 158 тысяч";"159";"58 / 101";"13698";"21652";"0";"8017";"15398";"13230";"8904";"0"
"1463903805.97905";"ни одного";"70";"нейтральный";"814";"376";"9";"6 лет 12 месяцев";"около 158 тысяч";"159";"58 / 101";"13701";"21652";"0";"7942";"15208";"13103";"8841";"0"
"1463947013.84409";"ни одного";"70";"нейтральный";"814";"376";"9";"6 лет 12 месяцев";"около 158 тысяч";"159";"58 / 101";"13705";"21652";"0";"8015";"15357";"13248";"8908";"0"
"1463990205.87416";"ни одного";"70";"нейтральный";"814";"376";"9";"6 лет 12 месяцев";"около 158 тысяч";"159";"58 / 101";"13707";"21652";"0";"7929";"15220";"13095";"8829";"0"
"1464033413.08575";"ни одного";"70";"нейтральный";"814";"376";"9";"6 лет 12 месяцев";"около 158 тысяч";"159";"58 / 101";"13711";"21652";"0";"7996";"15383";"13209";"8909";"0"
"1464076607.52045";"ни одного";"70";"нейтральный";"814";"376";"9";"6 лет 12 месяцев";"около 158 тысяч";"159";"58 / 101";"13717";"21652";"0";"0";"0"
"1464119806.35164";"ни одного";"70";"нейтральный";"814";"376";"9";"6 лет 12 месяцев";"около 158 тысяч";"159";"58 / 101";"13726";"21652";"0";"0";"0"
"1464163005.49512";"ни одного";"70";"нейтральный";"814";"376";"9";"6 лет 12 месяцев";"около 158 тысяч";"159";"58 / 101";"13731";"21652";"0";"0";"0"
"1464206211.10839";"ни одного";"70";"нейтральный";"814";"376";"9";"6 лет 12 месяцев";"около 158 тысяч";"159";"58 / 101";"13741";"21652";"0";"0";"0"
"1464249405.24142";"ни одного";"70";"нейтральный";"814";"376";"9";"6 лет 12 месяцев";"около 158 тысяч";"159";"58 / 101";"13744";"21652";"0";"0";"0"
"1464292610.70853";"ни одного";"70";"нейтральный";"814";"376";"9";"6 лет 12 месяцев";"около 158 тысяч";"159";"58 / 101";"13753";"21652";"0";"0";"0"
"1464335815.89944";"ни одного";"70";"нейтральный";"814";"376";"9";"6 лет 13 месяцев";"около 158 тысяч";"159";"58 / 101";"13760";"21652";"0";"0";"0"
