"time";"gold_approx";"level";"alignment";"wood_cnt";"health";"pet_level";"p.gladiatorship";"p.taming";"p.alignment"
"1463856523.40687";"около 5 тысяч";"47";"добродетельный";"13";"284";"14";"0";"0";"0"
"1463860382.96549";"около 4 тысяч";"47";"добродетельный";"13";"284";"14";"0";"0";"0"
"1463903567.701";"около 12 тысяч";"47";"добродетельный";"14";"284";"14";"0";"0";"0"
"1463946775.49928";"около тысячи";"47";"добродетельный";"14";"284";"14";"0";"0";"0"
"1463989967.36547";"около 3 тысяч";"48";"добродетельный";"15";"288";"14";"0";"0";"0"
"1464033174.29281";"около 5 тысяч";"48";"добродетельный";"16";"288";"14";"0";"0";"0"
"1464076369.15819";"около 5 тысяч";"48";"добродетельный";"17";"288";"15";"0";"0";"0"
"1464119567.8499";"около 3 тысяч";"48";"добродетельный";"17";"288";"15";"0";"0";"0"
"1464162767.09813";"около 14 тысяч";"48";"добродетельный";"18";"288";"15";"0";"0";"0"
"1464205972.64744";"около 3 тысяч";"48";"добродетельный";"18";"288";"15";"0";"0";"0"
"1464249166.71549";"около 3 тысяч";"48";"добродетельный";"19";"288";"15";"0";"0";"0"
"1464292372.16299";"около 8 тысяч";"48";"добродетельный";"20";"288";"15";"0";"0";"0"
"1464335577.6606";"около 4 тысяч";"48";"добродетельный";"20";"288";"15";"0";"0";"0"
