"time";"gold_approx";"level";"alignment";"wood_cnt";"health";"age";"monsters_killed";"deaths";"arena_score";"p.might";"p.templehood";"p.gladiatorship";"p.mastery";"p.taming";"p.survival";"p.savings";"p.alignment"
"1463854463.37098";"около 3 тысяч";"71";"беззлобный";"1002";"380";"3 года 5 месяцев";"около 151 тысяч";"157";"72 / 52";"12031";"18213";"13003";"8631";"0";"14542";"8312";"17231"
"1463858320.1454";"около 5 тысяч";"71";"беззлобный";"1002";"380";"3 года 5 месяцев";"около 151 тысяч";"157";"72 / 52";"12031";"18213";"13003";"8637";"0";"14552";"8318";"17299"
"1463901515.06979";"около 17 тысяч";"71";"нейтральный";"1006";"380";"1";"3 года 5 месяцев";"около 151 тысяч";"157";"72 / 52";"12022";"18213";"13008";"8539";"23981";"14370";"8195";"0"
"1463944716.67268";"около 27 тысяч";"71";"нейтральный";"1006";"380";"1";"3 года 5 месяцев";"около 151 тысяч";"157";"73 / 52";"12009";"18213";"12626";"8628";"24214";"14511";"8245";"0"
"1463987913.86345";"около 4 тысяч";"71";"недовольный";"1006";"380";"2";"3 года 5 месяцев";"около 151 тысяч";"156";"74 / 52";"12003";"18213";"12241";"8501";"23700";"14068";"8137";"6049"
"1464031116.96698";"около 7 тысяч";"71";"недовольный";"1006";"380";"2";"3 года 5 месяцев";"около 151 тысяч";"156";"74 / 52";"11996";"18213";"12247";"8554";"23915";"14202";"8197";"5170"
"1464074313.86895";"около 7 тысяч";"71";"недовольный";"1006";"380";"2";"3 года 5 месяцев";"около 151 тысяч";"156";"74 / 52";"11993";"18213";"12250";"8471";"23476";"14044";"8142";"5230"
"1464117514.46026";"около 2 десятков";"71";"недовольный";"1007";"380";"2";"3 года 5 месяцев";"около 151 тысяч";"157";"74 / 52";"11990";"18213";"12251";"8563";"23724";"14446";"8193";"5364"
"1464160713.4666";"около 15 сотен";"71";"недовольный";"1007";"380";"3";"3 года 5 месяцев";"около 151 тысяч";"157";"74 / 52";"11989";"18213";"12253";"8484";"22808";"14231";"8107";"5417"
"1464203913.54284";"около 5 тысяч";"72";"недовольный";"1007";"384";"3";"3 года 5 месяцев";"около 151 тысяч";"157";"74 / 52";"11987";"18213";"12257";"8587";"23094";"14355";"8171";"5554"
"1464247113.19714";"около 8 тысяч";"72";"недовольный";"1007";"384";"3";"3 года 5 месяцев";"около 151 тысяч";"157";"74 / 52";"11989";"18213";"12261";"8464";"22688";"14159";"8083";"5621"
"1464290313.6899";"около 5 тысяч";"72";"недовольный";"1014";"384";"3";"3 года 5 месяцев";"около 152 тысяч";"157";"74 / 52";"11949";"18213";"12264";"8571";"22874";"14271";"8152";"5770"
"1464333518.12917";"около 3 тысяч";"72";"недовольный";"1014";"384";"3";"3 года 5 месяцев";"около 152 тысяч";"157";"74 / 52";"11947";"18213";"12266";"8487";"22489";"14125";"8091";"5857"
