"time";"gold_approx";"level";"alignment";"wood_cnt";"health";"pet_level";"p.gladiatorship";"p.taming";"p.alignment"
"1463857078.04742";"около 5 тысяч";"77";"нейтральный";"992";"404";"27";"0";"0";"0"
"1463860936.19857";"около 5 тысяч";"77";"нейтральный";"992";"404";"27";"0";"0";"0"
"1463904120.12453";"около 8 тысяч";"77";"нейтральный";"992";"404";"27";"0";"0";"0"
"1463947328.76622";"около 7 тысяч";"77";"нейтральный";"993";"404";"27";"0";"0";"0"
"1463990521.41922";"около 11 тысяч";"77";"нейтральный";"993";"404";"27";"0";"0";"0"
"1464033728.26234";"около 11 тысяч";"77";"нейтральный";"993";"404";"27";"0";"0";"0"
"1464076922.08614";"около 11 тысяч";"77";"нейтральный";"993";"404";"27";"0";"0";"0"
"1464120121.35243";"около 11 тысяч";"77";"нейтральный";"993";"404";"27";"0";"0";"0"
"1464163319.85126";"около 11 тысяч";"77";"нейтральный";"993";"404";"27";"0";"0";"0"
"1464206526.1173";"около 11 тысяч";"77";"нейтральный";"993";"404";"27";"0";"0";"0"
"1464249719.88487";"около 5 тысяч";"77";"нейтральный";"996";"404";"27";"0";"0";"0"
"1464292932.56696";"около 9 тысяч";"77";"нейтральный";"997";"404";"27";"0";"0";"0"
"1464336130.54212";"около 10 тысяч";"77";"нейтральный";"998";"404";"27";"0";"0";"0"
