"time";"gold_approx";"level";"alignment";"wood_cnt";"health";"pet_level";"age";"monsters_killed";"deaths";"arena_score";"p.templehood";"p.gladiatorship";"p.mastery";"p.taming";"p.survival";"p.savings";"p.alignment"
"1463854540.25208";"около 17 тысяч";"47";"миролюбивый";"3";"284";"";"1 год";"около 53 тысяч";"70";"63 / 60";"37248";"19150";"18737";"0";"24432";"18470";"5284"
"1463858397.84469";"около 17 тысяч";"47";"миролюбивый";"3";"284";"";"1 год";"около 53 тысяч";"70";"63 / 60";"37248";"19150";"18755";"0";"24456";"18484";"5366"
"1463901591.7617";"около 18 тысяч";"47";"миролюбивый";"4";"284";"";"1 год";"около 53 тысяч";"70";"63 / 60";"37249";"19149";"18518";"0";"24113";"18243";"5803"
"1463944793.42114";"около 16 сотен";"47";"миролюбивый";"4";"284";"";"1 год";"около 54 тысяч";"70";"63 / 60";"37249";"19152";"18711";"0";"24313";"18334";"5628"
"1463987990.55875";"около 5 тысяч";"47";"миролюбивый";"5";"284";"";"1 год";"около 54 тысяч";"70";"63 / 60";"37249";"19156";"18440";"0";"23981";"18099";"4914"
"1464031193.79093";"около 16 сотен";"48";"миролюбивый";"6";"288";"";"1 год";"около 54 тысяч";"70";"63 / 60";"37249";"19161";"18642";"0";"24158";"18269";"4922"
"1464074390.57666";"около 4 тысяч";"48";"миролюбивый";"7";"288";"";"1 год";"около 54 тысяч";"70";"63 / 60";"37249";"19170";"18425";"0";"23864";"18065";"5440"
"1464117591.38674";"около 3 тысяч";"48";"миролюбивый";"8";"288";"";"1 год";"около 54 тысяч";"70";"63 / 60";"37249";"19178";"18698";"0";"23937";"18284";"5207"
"1464160790.33673";"около 6 тысяч";"48";"миролюбивый";"9";"288";"";"1 год";"около 54 тысяч";"70";"63 / 60";"37249";"19180";"18360";"0";"23570";"18037";"5691"
"1464203990.32304";"около 3 тысяч";"48";"миролюбивый";"9";"288";"";"1 год";"около 54 тысяч";"70";"63 / 60";"37249";"19187";"18638";"0";"23818";"18214";"6331"
"1464247189.96426";"около 8 тысяч";"48";"миролюбивый";"10";"288";"";"1 год";"около 54 тысяч";"70";"63 / 60";"37249";"19193";"18366";"0";"23374";"17940";"5883"
"1464290390.40509";"около 4 тысяч";"48";"миролюбивый";"11";"288";"";"1 год";"около 54 тысяч";"70";"63 / 60";"37249";"19194";"18615";"0";"23615";"18130";"6444"
"1464333594.90718";"около 3 тысяч";"48";"миролюбивый";"11";"288";"";"1 год";"около 54 тысяч";"70";"63 / 60";"37249";"19195";"18457";"0";"23240";"17896";"7024"
