"time";"gold_approx";"level";"alignment";"wood_cnt";"health";"pet_level";"p.gladiatorship";"p.taming";"p.alignment"
"1463857321.93402";"около 3 тысяч";"54";"беззлобный";"11";"312";"16";"0";"0";"0"
"1463861179.8919";"около 3 тысяч";"54";"беззлобный";"11";"312";"16";"0";"0";"0"
"1463904363.30618";"около 2 тысяч";"54";"беззлобный";"11";"312";"16";"0";"0";"0"
"1463947572.50938";"около 3 тысяч";"54";"беззлобный";"11";"312";"16";"0";"0";"0"
"1463990764.71952";"около 6 тысяч";"54";"беззлобный";"17";"312";"16";"0";"0";"0"
"1464033973.40856";"около 15 сотен";"54";"беззлобный";"17";"312";"16";"0";"0";"0"
"1464077165.49648";"около 5 тысяч";"54";"беззлобный";"18";"312";"16";"0";"0";"0"
"1464120365.32354";"около 4 тысяч";"54";"беззлобный";"19";"312";"16";"0";"0";"0"
"1464163562.9261";"около 7 тысяч";"54";"беззлобный";"19";"312";"16";"0";"0";"0"
"1464206769.98593";"около 4 тысяч";"54";"беззлобный";"19";"312";"16";"0";"0";"0"
"1464249963.30035";"около 2 тысяч";"54";"беззлобный";"19";"312";"16";"0";"0";"0"
"1464293176.82239";"около 4 тысяч";"54";"беззлобный";"19";"312";"16";"0";"0";"0"
"1464336374.00057";"около 7 тысяч";"54";"добродушный";"19";"312";"16";"0";"0";"0"
