"time";"gold_approx";"level";"alignment";"wood_cnt";"health";"pet_level";"p.gladiatorship";"p.taming";"p.alignment"
"1463857150.79983";"около 10 тысяч";"69";"озлобленный";"919";"372";"14";"0";"0";"0"
"1463861009.01182";"около 10 тысяч";"69";"озлобленный";"919";"372";"14";"0";"0";"0"
"1463904192.78298";"около 8 тысяч";"69";"недовольный";"919";"372";"14";"0";"0";"0"
"1463947401.64396";"около 8 тысяч";"69";"недовольный";"919";"372";"14";"0";"0";"0"
"1463990594.18232";"около 8 тысяч";"69";"недовольный";"919";"372";"14";"0";"0";"0"
"1464033801.22928";"около тысячи";"69";"недовольный";"919";"372";"15";"0";"0";"0"
"1464076994.88528";"около 2 тысяч";"69";"недовольный";"919";"372";"15";"0";"0";"0"
"1464120194.22447";"около 2 тысяч";"69";"недовольный";"919";"372";"15";"0";"0";"0"
"1464163392.48165";"около 2 тысяч";"69";"недовольный";"919";"372";"15";"0";"0";"0"
"1464206599.17245";"около 14 тысяч";"69";"недовольный";"921";"372";"15";"0";"0";"0"
"1464249792.71801";"около 14 тысяч";"69";"недовольный";"921";"372";"15";"0";"0";"0"
"1464293005.60308";"около 4 тысяч";"70";"нейтральный";"922";"376";"15";"0";"0";"0"
"1464336203.37654";"около 3 тысяч";"70";"нейтральный";"922";"376";"15";"0";"0";"0"
