"time";"gold_approx";"level";"alignment";"wood_cnt";"health";"pet_level";"p.gladiatorship";"p.taming";"p.alignment"
"1463856725.94313";"около 6 тысяч";"72";"нейтральный";"802";"384";"33";"0";"0";"0"
"1463860585.16026";"около 6 тысяч";"72";"нейтральный";"802";"384";"33";"0";"0";"0"
"1463903769.84513";"около 6 тысяч";"72";"нейтральный";"802";"384";"33";"0";"0";"0"
"1463946977.67313";"около 11 тысяч";"72";"нейтральный";"807";"384";"33";"0";"0";"0"
"1463990169.69179";"около 11 тысяч";"72";"нейтральный";"807";"384";"33";"0";"0";"0"
"1464033376.83155";"около 11 тысяч";"72";"нейтральный";"807";"384";"33";"0";"0";"0"
"1464076571.40122";"около 11 тысяч";"72";"нейтральный";"807";"384";"33";"0";"0";"0"
"1464119770.18537";"около 11 тысяч";"72";"нейтральный";"807";"384";"33";"0";"0";"0"
"1464162969.36821";"около 11 тысяч";"72";"нейтральный";"807";"384";"33";"0";"0";"0"
"1464206174.95765";"около 11 тысяч";"72";"нейтральный";"807";"384";"33";"0";"0";"0"
"1464249369.09463";"около 11 тысяч";"72";"нейтральный";"807";"384";"33";"0";"0";"0"
"1464292574.45717";"около 11 тысяч";"72";"нейтральный";"807";"384";"33";"0";"0";"0"
"1464335779.77898";"около 11 тысяч";"72";"нейтральный";"807";"384";"33";"0";"0";"0"
