"time";"gold_approx";"level";"alignment";"wood_cnt";"health";"pet_level";"p.gladiatorship";"p.taming";"p.alignment"
"1463856258.85207";"около 7 тысяч";"54";"нейтральный";"12";"312";"12";"0";"0";"0"
"1463860123.81374";"около 7 тысяч";"54";"нейтральный";"12";"312";"12";"0";"0";"0"
"1463903308.62269";"около 7 тысяч";"54";"нейтральный";"12";"312";"12";"0";"0";"0"
"1463946515.96367";"около 7 тысяч";"54";"нейтральный";"12";"312";"12";"0";"0";"0"
"1463989708.08872";"около 7 тысяч";"54";"нейтральный";"12";"312";"12";"0";"0";"0"
"1464032913.35455";"около 7 тысяч";"54";"нейтральный";"12";"312";"12";"0";"0";"0"
"1464076109.79223";"ни одного";"54";"нейтральный";"15";"312";"12";"0";"0";"0"
"1464119308.50908";"около 3 тысяч";"54";"нейтральный";"17";"312";"12";"0";"0";"0"
"1464162507.77855";"около 3 тысяч";"54";"нейтральный";"18";"312";"12";"0";"0";"0"
"1464205712.31602";"около 3 тысяч";"54";"нейтральный";"18";"312";"12";"0";"0";"0"
"1464248907.28047";"около 16 сотен";"54";"нейтральный";"20";"312";"12";"0";"0";"0"
"1464292112.46376";"около 16 сотен";"54";"нейтральный";"20";"312";"12";"0";"0";"0"
"1464335318.27087";"около 3 тысяч";"54";"нейтральный";"22";"312";"12";"0";"0";"0"
