"time";"gold_approx";"level";"alignment";"wood_cnt";"health";"pet_level";"p.gladiatorship";"p.taming";"p.alignment"
"1463856114.07667";"около 17 сотен";"70";"миролюбивый";"839";"376";"22";"0";"0";"0"
"1463859978.13319";"около 6 тысяч";"70";"миролюбивый";"839";"376";"22";"0";"0";"0"
"1463903164.06574";"около 5 тысяч";"70";"миролюбивый";"840";"376";"22";"0";"0";"0"
"1463946371.10683";"около 3 тысяч";"70";"миролюбивый";"840";"376";"22";"0";"0";"0"
"1463989563.35051";"около 4 тысяч";"70";"миролюбивый";"840";"376";"23";"0";"0";"0"
"1464032768.20701";"около 8 тысяч";"70";"миролюбивый";"841";"376";"23";"0";"0";"0"
"1464075965.06815";"около 5 тысяч";"70";"миролюбивый";"842";"376";"23";"0";"0";"0"
"1464119163.76555";"около 18 сотен";"70";"миролюбивый";"842";"376";"23";"0";"0";"0"
"1464162363.21245";"около 4 тысяч";"70";"миролюбивый";"842";"376";"23";"0";"0";"0"
"1464205567.56126";"около 4 тысяч";"70";"миролюбивый";"842";"376";"23";"0";"0";"0"
"1464248762.45011";"около 4 тысяч";"70";"миролюбивый";"842";"376";"23";"0";"0";"0"
"1464291967.56782";"около 2 тысяч";"70";"миролюбивый";"848";"376";"23";"0";"0";"0"
"1464335167.25922";"около 4 тысяч";"70";"миролюбивый";"848";"376";"23";"0";"0";"0"
